r,t,y,AnnualVariableOperatingCost
REGION,AGOHFODIP00X,2020,0.00013292070821420158
REGION,AGOHFODIP00X,2021,0.00014723821206103727
REGION,AGOHFODIP00X,2022,0.000159812014501556
REGION,AGOHFODIP00X,2023,0.00017234271055049732
REGION,AGOHFODIP00X,2024,0.0001848283708268058
REGION,AGOHFODIP00X,2025,0.00019726715580206265
REGION,AGOHFODIP00X,2026,0.00020031142826182731
REGION,AGOHFODIP00X,2027,0.00020330624093211703
REGION,AGOHFODIP00X,2028,0.0002062509860824093
REGION,AGOHFODIP00X,2029,0.00020914540559059457
REGION,AGOHFODIP00X,2030,0.0002119896089135165
REGION,AGOHFODIP00X,2031,0.00021234295955421982
REGION,AGOHFODIP00X,2032,0.0002126459420770272
REGION,AGOHFODIP00X,2033,0.00021289865777036177
REGION,AGOHFODIP00X,2034,0.00021310219466790658
REGION,AGOHFODIP00X,2035,0.00021325806556124079
REGION,AGOHFODIP00X,2036,0.00021536973056742188
REGION,AGOHFODIP00X,2037,0.0002174357308325492
REGION,AGOHFODIP00X,2038,0.00021945623299241495
REGION,AGOHFODIP00X,2039,0.00022143106224280508
REGION,AGOHFODIP00X,2040,0.0002233598314005651
REGION,AGOHFOEMP00X,2015,-20.566665017183993
REGION,AGOHFOEMP00X,2016,-15.397992241691144
REGION,AGOHFOEMP00X,2017,-20.836156186164462
REGION,AGOHFOEMP00X,2018,-18.688633968953813
REGION,AGOHFOEMP00X,2019,-16.403936923893312
REGION,AGOHFOEMP00X,2020,-16.61694798234712
REGION,AGOHFOEMP00X,2021,-16.38053850185353
REGION,AGOHFOEMP00X,2022,-16.128745801619015
REGION,AGOHFOEMP00X,2023,-15.8620595924366
REGION,AGOHFOEMP00X,2024,-15.580969585099371
REGION,AGOHFOEMP00X,2025,-15.285965490400358
REGION,AGOHFOEMP00X,2026,-14.908516111210307
REGION,AGOHFOEMP00X,2027,-14.523538824332652
REGION,AGOHFOEMP00X,2028,-14.13140091286221
REGION,AGOHFOEMP00X,2029,-13.73246965989369
REGION,AGOHFOEMP00X,2030,-13.327112348521945
REGION,AGOHFOEMP00X,2031,-13.164907362701124
REGION,AGOHFOEMP00X,2032,-12.99393453980891
REGION,AGOHFOEMP00X,2033,-12.81419387984524
REGION,AGOHFOEMP00X,2034,-12.625685382810275
REGION,AGOHFOEMP00X,2035,-12.428409048703857
REGION,AGOHFOEMP00X,2036,-12.192554231483303
REGION,AGOHFOEMP00X,2037,-11.949685144605612
REGION,AGOHFOEMP00X,2038,-11.69980178807084
REGION,AGOHFOEMP00X,2039,-11.442904161878978
REGION,AGOHFOEMP00X,2040,-11.178992266029205
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,164.31506194732137
REGION,AGOHFOIMP00X,2016,122.89447135200344
REGION,AGOHFOIMP00X,2017,52.73835835634574
REGION,AGOHFOIMP00X,2018,56.21770086171062
REGION,AGOHFOIMP00X,2019,55.273649637767775
REGION,AGOHFOIMP00X,2020,13.967172384017633
REGION,AGOHFOIMP00X,2021,13.463615989039592
REGION,AGOHFOIMP00X,2022,12.827628811181814
REGION,AGOHFOIMP00X,2023,12.227885961879341
REGION,AGOHFOIMP00X,2024,11.609272114930409
REGION,AGOHFOIMP00X,2025,10.972619553544515
REGION,AGOHFOIMP00X,2026,10.317541533071712
REGION,AGOHFOIMP00X,2027,9.607714627710116
REGION,AGOHFOIMP00X,2028,8.902072866839596
REGION,AGOHFOIMP00X,2029,8.176955927377243
REGION,AGOHFOIMP00X,2030,7.602428010993897
REGION,AGOHFOIMP00X,2031,6.932213962656677
REGION,AGOHFOIMP00X,2032,6.241993524816406
REGION,AGOHFOIMP00X,2033,5.531766697473904
REGION,AGOHFOIMP00X,2034,4.801533480627939
REGION,AGOHFOIMP00X,2035,4.051293874279373
REGION,AGOHFOIMP00X,2036,3.2730453226282066
REGION,AGOHFOIMP00X,2037,2.4787916593747714
REGION,AGOHFOIMP00X,2038,1.6685328845189482
REGION,AGOHFOIMP00X,2039,0.7071911068260233
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2015,0.00011803924800000002
REGION,AGOHYDLSP00X,2016,0.00011803924800000002
REGION,AGOHYDLSP00X,2017,0.0003181047198069242
REGION,AGOHYDLSP00X,2018,0.0003514969513288623
REGION,AGOHYDLSP00X,2019,0.0004706544243327978
REGION,AGOHYDLSP00X,2020,0.0005284802879999999
REGION,AGOHYDLSP00X,2021,0.0005284802879999999
REGION,AGOHYDLSP00X,2022,0.000528480288
REGION,AGOHYDLSP00X,2023,0.000528480288
REGION,AGOHYDLSP00X,2024,0.000853537608
REGION,AGOHYDLSP00X,2025,0.0008535376079999999
REGION,AGOHYDLSP00X,2026,0.0008568393499761099
REGION,AGOHYDLSP00X,2027,0.0008773791341115882
REGION,AGOHYDLSP00X,2028,0.0009402300948811777
REGION,AGOHYDLSP00X,2029,0.0009803133816892033
REGION,AGOHYDLSP00X,2030,0.0010255106905127476
REGION,AGOHYDLSP00X,2031,0.0010380365737008867
REGION,AGOHYDLSP00X,2032,0.0010888480641189262
REGION,AGOHYDLSP00X,2033,0.0011400008129341002
REGION,AGOHYDLSP00X,2034,0.0012018089955791612
REGION,AGOHYDLSP00X,2035,0.0012018089955791616
REGION,AGOHYDLSP00X,2036,0.0012018089955791616
REGION,AGOHYDLSP00X,2037,0.0012018089955791614
REGION,AGOHYDLSP00X,2038,0.0012767069955791632
REGION,AGOHYDLSP00X,2039,0.0013516049955791612
REGION,AGOHYDLSP00X,2040,0.0014111459331903923
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2031,0.00010411720776
REGION,AGOHYDMSP00X,2032,0.00010411720776
REGION,AGOHYDMSP00X,2033,0.00010546157218605186
REGION,AGOHYDMSP00X,2034,0.00010546157218605186
REGION,AGOHYDMSP00X,2035,0.00017228142407112494
REGION,AGOHYDMSP00X,2036,0.00024179775373419127
REGION,AGOHYDMSP00X,2037,0.0003133253682543115
REGION,AGOHYDMSP00X,2038,0.000319342268439374
REGION,AGOHYDMSP00X,2039,0.00035037284399999993
REGION,AGOHYDMSP00X,2040,0.0003503728440000001
REGION,AGOLFODIP00X,2015,0.001912786521473686
REGION,AGOLFODIP00X,2016,0.0018697130811789488
REGION,AGOLFODIP00X,2017,0.0015511234766315805
REGION,AGOLFODIP00X,2018,0.0015435070590736862
REGION,AGOLFODIP00X,2019,0.00165445952107875
REGION,AGOLFODIP00X,2020,0.0015285881444633222
REGION,AGOLFODIP00X,2021,0.0016932394387019207
REGION,AGOLFODIP00X,2022,0.0018378381667678982
REGION,AGOLFODIP00X,2023,0.0019819411713307097
REGION,AGOLFODIP00X,2024,0.002125526264508269
REGION,AGOLFODIP00X,2025,0.002268572291723722
REGION,AGOLFODIP00X,2026,0.00230358142501101
REGION,AGOLFODIP00X,2027,0.0023380217707193495
REGION,AGOLFODIP00X,2028,0.002371886339947703
REGION,AGOLFODIP00X,2029,0.00240517216429183
REGION,AGOLFODIP00X,2030,0.00243788050250544
REGION,AGOLFODIP00X,2031,0.002441944034873525
REGION,AGOLFODIP00X,2032,0.00244542833388581
REGION,AGOLFODIP00X,2033,0.002448334564359156
REGION,AGOLFODIP00X,2034,0.0024506752386809208
REGION,AGOLFODIP00X,2035,0.002452467753954271
REGION,AGOLFODIP00X,2036,0.002476751901525346
REGION,AGOLFODIP00X,2037,0.002500510904574314
REGION,AGOLFODIP00X,2038,0.002523746679412773
REGION,AGOLFODIP00X,2039,0.002546457215792262
REGION,AGOLFODIP00X,2040,0.0025686380611064934
REGION,AGOLFOEMP00X,2015,-401.3615839717116
REGION,AGOLFOEMP00X,2016,-300.4635746071084
REGION,AGOLFOEMP00X,2017,-406.53734061471437
REGION,AGOLFOEMP00X,2018,-364.5984197714264
REGION,AGOLFOEMP00X,2019,-319.9918853627538
REGION,AGOLFOEMP00X,2020,-327.74662519609257
REGION,AGOLFOEMP00X,2021,-323.13986439409365
REGION,AGOLFOEMP00X,2022,-318.2290334825962
REGION,AGOLFOEMP00X,2023,-313.0236161146718
REGION,AGOLFOEMP00X,2024,-307.53309594337975
REGION,AGOLFOEMP00X,2025,-301.76695662179003
REGION,AGOLFOEMP00X,2026,-294.37184916793103
REGION,AGOLFOEMP00X,2027,-286.82633654142643
REGION,AGOLFOEMP00X,2028,-279.1375314820763
REGION,AGOLFOEMP00X,2029,-271.3125467296793
REGION,AGOLFOEMP00X,2030,-260.43787033527616
REGION,AGOLFOEMP00X,2031,-257.2680673081691
REGION,AGOLFOEMP00X,2032,-253.92692357689418
REGION,AGOLFOEMP00X,2033,-250.4144391414526
REGION,AGOLFOEMP00X,2034,-246.73061400184122
REGION,AGOLFOEMP00X,2035,-242.8754481580629
REGION,AGOLFOEMP00X,2036,-238.2663832159448
REGION,AGOLFOEMP00X,2037,-233.52024571049245
REGION,AGOLFOEMP00X,2038,-228.63703564170572
REGION,AGOLFOEMP00X,2039,-226.12445516833512
REGION,AGOLFOEMP00X,2040,-218.4593978141304
REGION,AGOLFOIMP00X,2015,1491.0407988460602
REGION,AGOLFOIMP00X,2016,1114.7494444381603
REGION,AGOLFOIMP00X,2017,770.07788256892
REGION,AGOLFOIMP00X,2018,785.8240879213862
REGION,AGOLFOIMP00X,2019,805.4158821260012
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2015,0.00012723785822871532
REGION,AGOLFORCP01O,2016,0.00013602375508252185
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2015,-2489.4796250271997
REGION,AGOLNGEXP00X,2016,-2374.963562275951
REGION,AGOLNGEXP00X,2017,-2453.9925221930625
REGION,AGOLNGEXP00X,2018,-2866.716310694823
REGION,AGOLNGEXP00X,2019,-2737.714076713557
REGION,AGOLNGEXP00X,2020,-2748.842995724588
REGION,AGOLNGEXP00X,2021,-2759.971914735619
REGION,AGOLNGEXP00X,2022,-2771.1008337466465
REGION,AGOLNGEXP00X,2023,-2782.2297527576807
REGION,AGOLNGEXP00X,2024,-2793.358671768715
REGION,AGOLNGEXP00X,2025,-2383.74947215127
REGION,AGOLNGEXP00X,2026,-2378.073878169954
REGION,AGOLNGEXP00X,2027,-2372.398284188644
REGION,AGOLNGEXP00X,2028,-2366.72269020733
REGION,AGOLNGEXP00X,2029,-2361.0470962260206
REGION,AGOLNGEXP00X,2030,-2355.371502244704
REGION,AGOLNGEXP00X,2031,-2366.7226902073303
REGION,AGOLNGEXP00X,2032,-2378.073878169954
REGION,AGOLNGEXP00X,2033,-2389.4250661325864
REGION,AGOLNGEXP00X,2034,-2400.77625409521
REGION,AGOLNGEXP00X,2035,-2412.1274420578366
REGION,AGOLNGEXP00X,2036,-2429.1542240017684
REGION,AGOLNGEXP00X,2037,-2446.181005945707
REGION,AGOLNGEXP00X,2038,-2463.2077878896407
REGION,AGOLNGEXP00X,2039,-2480.234569833586
REGION,AGOLNGEXP00X,2040,-2497.2613517775217
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2040,0.0
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,0.000263340007
REGION,AGONGADIP00X,2016,0.000246536997
REGION,AGONGADIP00X,2017,0.000139773932
REGION,AGONGADIP00X,2018,0.00013561045200000002
REGION,AGONGADIP00X,2019,0.00014121849840320803
REGION,AGONGADIP00X,2020,0.000147058460444161
REGION,AGONGADIP00X,2021,0.00015313992878227402
REGION,AGONGADIP00X,2022,0.000159472890689922
REGION,AGONGADIP00X,2023,0.00016606774645401
REGION,AGONGADIP00X,2024,0.000172935326455809
REGION,AGONGADIP00X,2025,0.00018008690895712
REGION,AGONGADIP00X,2026,0.000187534238621959
REGION,AGONGADIP00X,2027,0.00019528954580419702
REGION,AGONGADIP00X,2028,0.000203365566632823
REGION,AGONGADIP00X,2029,0.00021177556392780702
REGION,AGONGADIP00X,2030,0.000220533348980928
REGION,AGONGADIP00X,2031,0.000229653304237326
REGION,AGONGADIP00X,2032,0.000239150406915023
REGION,AGONGADIP00X,2033,0.000249040253601217
REGION,AGONGADIP00X,2034,0.000259339085865726
REGION,AGONGADIP00X,2035,0.00027006381693365605
REGION,AGONGADIP00X,2036,0.000281232059461093
REGION,AGONGADIP00X,2037,0.00029286215445943105
REGION,AGONGADIP00X,2038,0.00030497320141584006
REGION,AGONGADIP00X,2039,0.00031758508965934305
REGION,AGONGADIP00X,2040,0.000330718531023999
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2015,2148.317648065705
REGION,AGONGAPRP00X,2016,2061.540279547047
REGION,AGONGAPRP00X,2017,2045.543276771632
REGION,AGONGAPRP00X,2018,2412.8999208786418
REGION,AGONGAPRP00X,2019,2334.503038159102
REGION,AGONGAPRP00X,2020,2374.59253334571
REGION,AGONGAPRP00X,2021,2376.1046954439325
REGION,AGONGAPRP00X,2022,2437.6121440223314
REGION,AGONGAPRP00X,2023,2463.1562015411837
REGION,AGONGAPRP00X,2024,2381.2317001368597
REGION,AGONGAPRP00X,2025,2081.829766893423
REGION,AGONGAPRP00X,2026,2127.280729229595
REGION,AGONGAPRP00X,2027,2141.0488320134896
REGION,AGONGAPRP00X,2028,2132.339309332616
REGION,AGONGAPRP00X,2029,2121.4863171746683
REGION,AGONGAPRP00X,2030,2110.8692406275154
REGION,AGONGAPRP00X,2031,2054.5158379177687
REGION,AGONGAPRP00X,2032,2037.7712142695323
REGION,AGONGAPRP00X,2033,2049.4714252006556
REGION,AGONGAPRP00X,2034,2067.0587664048135
REGION,AGONGAPRP00X,2035,2085.065497791232
REGION,AGONGAPRP00X,2036,2108.4370873505604
REGION,AGONGAPRP00X,2037,2132.309555968632
REGION,AGONGAPRP00X,2038,2156.706635641912
REGION,AGONGAPRP00X,2039,2181.653153558024
REGION,AGONGAPRP00X,2040,2207.175082091498
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2033,0.00010891423293346274
REGION,AGOSOLARP00X,2034,0.00012163699305764723
