r,t,f,y,ProductionByTechnologyAnnual
REGION,ETHEL1TRP00X,ETHEL2,2028.0,171.9218
REGION,ETHEL1TRP00X,ETHEL2,2029.0,177.1709
REGION,ETHEL1TRP00X,ETHEL2,2030.0,180.9742
REGION,ETHEL1TRP00X,ETHEL2,2031.0,185.2499
REGION,ETHEL1TRP00X,ETHEL2,2032.0,189.1981
REGION,ETHEL1TRP00X,ETHEL2,2033.0,192.6625
REGION,ETHEL1TRP00X,ETHEL2,2034.0,196.4666
REGION,ETHEL1TRP00X,ETHEL2,2035.0,199.2307
REGION,ETHEL1TRP00X,ETHEL2,2036.0,204.9828
REGION,ETHEL1TRP00X,ETHEL2,2037.0,211.1296
REGION,ETHEL1TRP00X,ETHEL2,2038.0,217.6955
REGION,ETHEL1TRP00X,ETHEL2,2039.0,224.7129
REGION,ETHEL1TRP00X,ETHEL2,2040.0,232.2085
REGION,ETHEL2DIP00X,ETHEL3E,2015.0,26.8855
REGION,ETHEL2DIP00X,ETHEL3E,2016.0,30.8902
REGION,ETHEL2DIP00X,ETHEL3E,2017.0,31.8504
REGION,ETHEL2DIP00X,ETHEL3E,2018.0,32.6967
REGION,ETHEL2DIP00X,ETHEL3E,2019.0,37.3295
REGION,ETHEL2DIP00X,ETHEL3E,2020.0,39.8266
REGION,ETHEL2DIP00X,ETHEL3E,2021.0,46.9811
REGION,ETHEL2DIP00X,ETHEL3E,2022.0,53.358
REGION,ETHEL2DIP00X,ETHEL3E,2023.0,59.7284
REGION,ETHEL2DIP00X,ETHEL3E,2024.0,66.093
REGION,ETHEL2DIP00X,ETHEL3E,2025.0,72.452
REGION,ETHEL2DIP00X,ETHEL3E,2026.0,77.6656
REGION,ETHEL2DIP00X,ETHEL3E,2027.0,82.8744
REGION,ETHEL2DIP00X,ETHEL3E,2028.0,84.8519
REGION,ETHEL2DIP00X,ETHEL3E,2029.0,86.8262
REGION,ETHEL2DIP00X,ETHEL3E,2030.0,87.5265
REGION,ETHEL2DIP00X,ETHEL3E,2031.0,87.0417
REGION,ETHEL2DIP00X,ETHEL3E,2032.0,86.0013
REGION,ETHEL2DIP00X,ETHEL3E,2033.0,84.2487
REGION,ETHEL2DIP00X,ETHEL3E,2034.0,82.4961
REGION,ETHEL2DIP00X,ETHEL3E,2035.0,79.4983
REGION,ETHEL2DIP00X,ETHEL3E,2036.0,78.8189
REGION,ETHEL2DIP00X,ETHEL3E,2037.0,78.1339
REGION,ETHEL2DIP00X,ETHEL3E,2038.0,77.4435
REGION,ETHEL2DIP00X,ETHEL3E,2039.0,76.754
REGION,ETHEL2DIP00X,ETHEL3E,2040.0,76.0649
REGION,ETHEL3DIP00X,ETHEL3U,2021.0,10.6293
REGION,ETHEL3DIP00X,ETHEL3U,2022.0,21.2587
REGION,ETHEL3DIP00X,ETHEL3U,2023.0,31.888
REGION,ETHEL3DIP00X,ETHEL3U,2024.0,42.5173
REGION,ETHEL3DIP00X,ETHEL3U,2025.0,53.1467
REGION,ETHEL3DIP00X,ETHEL3U,2026.0,63.776
REGION,ETHEL3DIP00X,ETHEL3U,2027.0,66.6478
REGION,ETHEL3DIP00X,ETHEL3U,2028.0,69.5195
REGION,ETHEL3DIP00X,ETHEL3U,2029.0,72.3913
REGION,ETHEL3DIP00X,ETHEL3U,2030.0,75.263
REGION,ETHEL3DIP00X,ETHEL3U,2031.0,79.7989
REGION,ETHEL3DIP00X,ETHEL3U,2032.0,84.6082
REGION,ETHEL3DIP00X,ETHEL3U,2033.0,89.7073
REGION,ETHEL3DIP00X,ETHEL3U,2034.0,95.1137
REGION,ETHEL3DIP00X,ETHEL3U,2035.0,100.8459
REGION,ETHEL3DIP00X,ETHEL3U,2036.0,106.9237
REGION,ETHEL3DIP00X,ETHEL3U,2037.0,113.3677
REGION,ETHEL3DIP00X,ETHEL3U,2038.0,120.2
REGION,ETHEL3DIP00X,ETHEL3U,2039.0,127.4442
REGION,ETHEL3DIP00X,ETHEL3U,2040.0,135.1249
REGION,ETHEL4DIP00X,ETHEL3U,2040.0,0.0
REGION,ETHELDJIBP00,DJIEL1,2015.0,0.7968
REGION,ETHELDJIBP00,DJIEL1,2016.0,0.7947
REGION,ETHELDJIBP00,DJIEL1,2017.0,1.3026
REGION,ETHELDJIBP00,DJIEL1,2018.0,1.3329
REGION,ETHELDJIBP00,DJIEL1,2019.0,1.436
REGION,ETHELDJIBP00,DJIEL1,2020.0,1.4451
REGION,ETHELDJIBP00,DJIEL1,2021.0,0.9744
REGION,ETHELDJIBP00,DJIEL1,2022.0,1.3041
REGION,ETHELDJIBP00,DJIEL1,2023.0,1.6284
REGION,ETHELDJIBP00,DJIEL1,2024.0,2.4506
REGION,ETHELDJIBP00,DJIEL1,2025.0,2.3556
REGION,ETHELDJIBP00,DJIEL1,2026.0,0.8458
REGION,ETHELDJIBP00,DJIEL1,2027.0,0.1953
REGION,ETHELDJIBP00,DJIEL1,2028.0,0.2206
REGION,ETHELDJIBP00,DJIEL1,2029.0,0.2628
REGION,ETHELDJIBP00,DJIEL1,2030.0,0.3793
REGION,ETHELDJIBP00,DJIEL1,2031.0,0.4135
REGION,ETHELDJIBP00,DJIEL1,2032.0,0.4494
REGION,ETHELDJIBP00,DJIEL1,2033.0,0.3155
REGION,ETHELDJIBP00,DJIEL1,2034.0,0.3055
REGION,ETHELDJIBP00,DJIEL1,2035.0,0.3052
REGION,ETHELDJIBP00,DJIEL1,2036.0,0.2737
REGION,ETHELDJIBP00,DJIEL1,2037.0,0.2287
REGION,ETHELDJIBP00,DJIEL1,2038.0,0.1837
REGION,ETHELDJIBP00,DJIEL1,2039.0,0.1161
REGION,ETHELDJIBP00,DJIEL1,2040.0,0.1257
REGION,ETHELDJIBP00,ETHEL1,2015.0,0.1884
REGION,ETHELDJIBP00,ETHEL1,2016.0,0.1899
REGION,ETHELDJIBP00,ETHEL1,2027.0,0.0006
REGION,ETHELDJIBP00,ETHEL1,2028.0,0.0091
REGION,ETHELDJIBP00,ETHEL1,2029.0,0.0142
REGION,ETHELDJIBP00,ETHEL1,2030.0,0.0951
REGION,ETHELDJIBP00,ETHEL1,2031.0,0.0601
REGION,ETHELDJIBP00,ETHEL1,2032.0,0.0238
REGION,ETHELDJIBP00,ETHEL1,2033.0,0.1116
REGION,ETHELDJIBP00,ETHEL1,2034.0,0.1089
REGION,ETHELDJIBP00,ETHEL1,2035.0,0.1045
REGION,ETHELDJIBP00,ETHEL1,2036.0,0.1535
REGION,ETHELDJIBP00,ETHEL1,2037.0,0.2876
REGION,ETHELDJIBP00,ETHEL1,2038.0,0.4222
REGION,ETHELDJIBP00,ETHEL1,2039.0,0.223
REGION,ETHELDJIBP00,ETHEL1,2040.0,0.291
REGION,ETHELKENBP00,ETHEL1,2033.0,0.9916
REGION,ETHELKENBP00,ETHEL1,2034.0,2.6312
REGION,ETHELKENBP00,ETHEL1,2035.0,3.923
REGION,ETHELKENBP00,ETHEL1,2036.0,4.6771
REGION,ETHELKENBP00,ETHEL1,2037.0,5.4725
REGION,ETHELKENBP00,ETHEL1,2038.0,6.2593
REGION,ETHELKENBP00,ETHEL1,2039.0,7.2295
REGION,ETHELKENBP00,ETHEL1,2040.0,8.8632
REGION,ETHELKENBP00,KENEL1,2019.0,13.0407
REGION,ETHELKENBP00,KENEL1,2020.0,27.6886
REGION,ETHELKENBP00,KENEL1,2021.0,31.5741
REGION,ETHELKENBP00,KENEL1,2022.0,34.4929
REGION,ETHELKENBP00,KENEL1,2023.0,56.7404
REGION,ETHELKENBP00,KENEL1,2024.0,59.9184
REGION,ETHELKENBP00,KENEL1,2025.0,55.7644
REGION,ETHELKENBP00,KENEL1,2026.0,47.1577
REGION,ETHELKENBP00,KENEL1,2027.0,45.307
REGION,ETHELKENBP00,KENEL1,2028.0,45.2417
REGION,ETHELKENBP00,KENEL1,2029.0,45.2737
REGION,ETHELKENBP00,KENEL1,2030.0,40.7263
REGION,ETHELKENBP00,KENEL1,2031.0,36.5063
REGION,ETHELKENBP00,KENEL1,2032.0,32.3042
REGION,ETHELKENBP00,KENEL1,2033.0,29.7245
REGION,ETHELKENBP00,KENEL1,2034.0,27.0117
REGION,ETHELKENBP00,KENEL1,2035.0,25.8054
REGION,ETHELKENBP00,KENEL1,2036.0,26.7717
REGION,ETHELKENBP00,KENEL1,2037.0,27.6854
REGION,ETHELKENBP00,KENEL1,2038.0,28.2768
REGION,ETHELKENBP00,KENEL1,2039.0,27.9227
REGION,ETHELKENBP00,KENEL1,2040.0,25.2506
REGION,ETHELSDNBP00,ETHEL1,2022.0,2.2469
REGION,ETHELSDNBP00,ETHEL1,2023.0,2.2469
REGION,ETHELSDNBP00,ETHEL1,2025.0,0.1689
REGION,ETHELSDNBP00,ETHEL1,2027.0,1.8033
REGION,ETHELSDNBP00,ETHEL1,2028.0,2.2469
REGION,ETHELSDNBP00,ETHEL1,2029.0,1.9678
REGION,ETHELSDNBP00,ETHEL1,2030.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2031.0,2.2469
REGION,ETHELSDNBP00,ETHEL1,2032.0,2.2469
REGION,ETHELSDNBP00,ETHEL1,2033.0,2.1032
REGION,ETHELSDNBP00,ETHEL1,2034.0,1.8215
REGION,ETHELSDNBP00,ETHEL1,2035.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2036.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2037.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2038.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2039.0,1.6806
REGION,ETHELSDNBP00,ETHEL1,2040.0,1.6806
REGION,ETHELSDNBP00,SDNEL1,2015.0,5.9876
REGION,ETHELSDNBP00,SDNEL1,2016.0,3.8821
REGION,ETHELSDNBP00,SDNEL1,2017.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2018.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2019.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2020.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2021.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2022.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2023.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2024.0,5.9918
REGION,ETHELSDNBP00,SDNEL1,2025.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2026.0,4.6091
REGION,ETHELSDNBP00,SDNEL1,2027.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2028.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2029.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2030.0,3.9132
REGION,ETHELSDNBP00,SDNEL1,2031.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2032.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2033.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2034.0,3.7449
REGION,ETHELSDNBP00,SDNEL1,2035.0,3.8939
REGION,ETHELSDNBP00,SDNEL1,2036.0,4.2068
REGION,ETHELSDNBP00,SDNEL1,2037.0,4.3113
REGION,ETHELSDNBP00,SDNEL1,2038.0,4.3113
REGION,ETHELSDNBP00,SDNEL1,2039.0,4.3113
REGION,ETHELSDNBP00,SDNEL1,2040.0,4.3113
REGION,ETHGADJIBP00,DJIGASP,2021.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2022.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2023.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2024.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2025.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2026.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2027.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2028.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2029.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2030.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2031.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2032.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2033.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2034.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2035.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2036.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2037.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2038.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2039.0,3.2175
REGION,ETHGADJIBP00,DJIGASP,2040.0,3.2175
REGION,ETHGEOCVP01N,ETHEL1,2020.0,1.2063
REGION,ETHGEOCVP01N,ETHEL1,2021.0,7.7736
REGION,ETHGEOCVP01N,ETHEL1,2022.0,10.4542
REGION,ETHGEOCVP01N,ETHEL1,2023.0,15.8153
REGION,ETHGEOCVP01N,ETHEL1,2024.0,8.4438
REGION,ETHGEOCVP01N,ETHEL1,2025.0,19.0008
REGION,ETHGEOCVP01N,ETHEL1,2026.0,27.8778
REGION,ETHGEOCVP01N,ETHEL1,2027.0,31.4565
REGION,ETHGEOCVP01N,ETHEL1,2028.0,36.7742
REGION,ETHGEOCVP01N,ETHEL1,2029.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2030.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2031.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2032.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2033.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2034.0,42.929
REGION,ETHGEOCVP01N,ETHEL1,2035.0,43.7958
REGION,ETHGEOCVP01N,ETHEL1,2036.0,50.4972
REGION,ETHGEOCVP01N,ETHEL1,2037.0,57.1986
REGION,ETHGEOCVP01N,ETHEL1,2038.0,63.9
REGION,ETHGEOCVP01N,ETHEL1,2039.0,70.2282
REGION,ETHGEOCVP01N,ETHEL1,2040.0,75.304
REGION,ETHGEOCVP01O,ETHEL1,2015.0,0.2144
REGION,ETHGEOCVP01O,ETHEL1,2016.0,0.2144
REGION,ETHGEOCVP01O,ETHEL1,2019.0,0.0804
REGION,ETHGEOCVP01O,ETHEL1,2020.0,0.0926
REGION,ETHGEOCVP01O,ETHEL1,2021.0,0.2144
REGION,ETHGEOCVP01O,ETHEL1,2022.0,0.2144
REGION,ETHGEOCVP01O,ETHEL1,2023.0,0.2144
REGION,ETHGEOCVP01O,ETHEL1,2024.0,0.0804
REGION,ETHGEOCVP01O,ETHEL1,2025.0,0.148
REGION,ETHGEOCVP01O,ETHEL1,2026.0,0.2037
REGION,ETHGEOCVP01O,ETHEL1,2027.0,0.193
REGION,ETHGEOCVP01O,ETHEL1,2028.0,0.1823
REGION,ETHGEOCVP01O,ETHEL1,2029.0,0.1716
REGION,ETHGEOCVP01O,ETHEL1,2030.0,0.1608
REGION,ETHGEOCVP01O,ETHEL1,2031.0,0.1501
REGION,ETHGEOCVP01O,ETHEL1,2032.0,0.1394
REGION,ETHGEOCVP01O,ETHEL1,2033.0,0.1287
REGION,ETHGEOCVP01O,ETHEL1,2034.0,0.1179
REGION,ETHGEOCVP01O,ETHEL1,2035.0,0.1072
REGION,ETHGEOCVP01O,ETHEL1,2036.0,0.0965
REGION,ETHGEOCVP01O,ETHEL1,2037.0,0.0858
REGION,ETHGEOCVP01O,ETHEL1,2038.0,0.0751
REGION,ETHGEOCVP01O,ETHEL1,2039.0,0.0444
REGION,ETHGEOCVP01O,ETHEL1,2040.0,0.037
REGION,ETHHFODIP00X,ETHHF3,2015.0,2.4827
REGION,ETHHFODIP00X,ETHHF3,2016.0,2.8662
REGION,ETHHFODIP00X,ETHHF3,2017.0,2.9917
REGION,ETHHFODIP00X,ETHHF3,2018.0,3.1862
REGION,ETHHFODIP00X,ETHHF3,2019.0,3.2958
REGION,ETHHFODIP00X,ETHHF3,2020.0,3.4651
REGION,ETHHFODIP00X,ETHHF3,2021.0,3.8039
REGION,ETHHFODIP00X,ETHHF3,2022.0,4.1904
REGION,ETHHFODIP00X,ETHHF3,2023.0,4.5774
REGION,ETHHFODIP00X,ETHHF3,2024.0,4.9646
REGION,ETHHFODIP00X,ETHHF3,2025.0,5.3523
REGION,ETHHFODIP00X,ETHHF3,2026.0,5.6701
REGION,ETHHFODIP00X,ETHHF3,2027.0,5.9883
REGION,ETHHFODIP00X,ETHHF3,2028.0,6.3067
REGION,ETHHFODIP00X,ETHHF3,2029.0,6.6253
REGION,ETHHFODIP00X,ETHHF3,2030.0,6.944
REGION,ETHHFODIP00X,ETHHF3,2031.0,7.3416
REGION,ETHHFODIP00X,ETHHF3,2032.0,7.7545
REGION,ETHHFODIP00X,ETHHF3,2033.0,8.1503
REGION,ETHHFODIP00X,ETHHF3,2034.0,8.5461
REGION,ETHHFODIP00X,ETHHF3,2035.0,8.9419
REGION,ETHHFODIP00X,ETHHF3,2036.0,9.4646
REGION,ETHHFODIP00X,ETHHF3,2037.0,9.9873
REGION,ETHHFODIP00X,ETHHF3,2038.0,10.5099
REGION,ETHHFODIP00X,ETHHF3,2039.0,11.0325
REGION,ETHHFODIP00X,ETHHF3,2040.0,11.555
REGION,ETHHFOGCP01N,ETHEL1,2040.0,0.0
REGION,ETHHFOGCP01O,ETHEL1,2040.0,0.0
REGION,ETHHFOIMP00X,ETHHFO,2015.0,2.6133
REGION,ETHHFOIMP00X,ETHHFO,2016.0,3.017
REGION,ETHHFOIMP00X,ETHHFO,2017.0,3.1492
REGION,ETHHFOIMP00X,ETHHFO,2018.0,3.3539
REGION,ETHHFOIMP00X,ETHHFO,2019.0,3.4692
REGION,ETHHFOIMP00X,ETHHFO,2020.0,3.6475
REGION,ETHHFOIMP00X,ETHHFO,2021.0,4.0041
REGION,ETHHFOIMP00X,ETHHFO,2022.0,4.411
REGION,ETHHFOIMP00X,ETHHFO,2023.0,4.8183
REGION,ETHHFOIMP00X,ETHHFO,2024.0,5.2259
REGION,ETHHFOIMP00X,ETHHFO,2040.0,0.0
REGION,ETHHYDLSP00X,ETHEL1,2015.0,32.6525
REGION,ETHHYDLSP00X,ETHEL1,2016.0,32.6525
REGION,ETHHYDLSP00X,ETHEL1,2017.0,44.6419
REGION,ETHHYDLSP00X,ETHEL1,2018.0,45.5824
REGION,ETHHYDLSP00X,ETHEL1,2019.0,63.4699
REGION,ETHHYDLSP00X,ETHEL1,2020.0,75.7054
REGION,ETHHYDLSP00X,ETHEL1,2021.0,91.8834
REGION,ETHHYDLSP00X,ETHEL1,2022.0,108.0613
REGION,ETHHYDLSP00X,ETHEL1,2023.0,147.3828
REGION,ETHHYDLSP00X,ETHEL1,2024.0,186.5483
REGION,ETHHYDLSP00X,ETHEL1,2025.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2026.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2027.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2028.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2029.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2030.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2031.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2032.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2033.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2034.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2035.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2036.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2037.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2038.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2039.0,186.7042
REGION,ETHHYDLSP00X,ETHEL1,2040.0,186.7042
REGION,ETHHYDMGRID1,ETHEL3,2040.0,0.0
REGION,ETHHYDMSP00X,ETHEL1,2015.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2016.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2017.0,1.0769
REGION,ETHHYDMSP00X,ETHEL1,2018.0,1.0769
REGION,ETHHYDMSP00X,ETHEL1,2019.0,1.0769
REGION,ETHHYDMSP00X,ETHEL1,2020.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2021.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2022.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2023.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2024.0,1.0769
REGION,ETHHYDMSP00X,ETHEL1,2025.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2026.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2027.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2028.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2029.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2030.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2031.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2032.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2033.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2034.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2035.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2036.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2037.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2038.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2039.0,2.7281
REGION,ETHHYDMSP00X,ETHEL1,2040.0,2.7281
REGION,ETHHYDSSP00X,ETHEL1,2015.0,0.0225
REGION,ETHHYDSSP00X,ETHEL1,2016.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2019.0,0.0284
REGION,ETHHYDSSP00X,ETHEL1,2020.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2021.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2022.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2023.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2024.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2025.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2026.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2027.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2028.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2029.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2030.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2031.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2032.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2033.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2034.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2035.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2036.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2037.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2038.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2039.0,0.072
REGION,ETHHYDSSP00X,ETHEL1,2040.0,0.072
REGION,ETHLFODIP00X,ETHLF3,2015.0,121.6502
REGION,ETHLFODIP00X,ETHLF3,2016.0,140.4414
REGION,ETHLFODIP00X,ETHLF3,2017.0,146.5957
REGION,ETHLFODIP00X,ETHLF3,2018.0,156.1225
REGION,ETHLFODIP00X,ETHLF3,2019.0,161.4925
REGION,ETHLFODIP00X,ETHLF3,2020.0,169.7916
REGION,ETHLFODIP00X,ETHLF3,2021.0,186.391
REGION,ETHLFODIP00X,ETHLF3,2022.0,205.331
REGION,ETHLFODIP00X,ETHLF3,2023.0,224.2902
REGION,ETHLFODIP00X,ETHLF3,2024.0,243.2672
REGION,ETHLFODIP00X,ETHLF3,2025.0,262.2609
REGION,ETHLFODIP00X,ETHLF3,2026.0,277.8364
REGION,ETHLFODIP00X,ETHLF3,2027.0,293.4259
REGION,ETHLFODIP00X,ETHLF3,2028.0,309.0275
REGION,ETHLFODIP00X,ETHLF3,2029.0,324.6384
REGION,ETHLFODIP00X,ETHLF3,2030.0,340.2554
REGION,ETHLFODIP00X,ETHLF3,2031.0,359.7404
REGION,ETHLFODIP00X,ETHLF3,2032.0,379.2273
REGION,ETHLFODIP00X,ETHLF3,2033.0,398.7151
REGION,ETHLFODIP00X,ETHLF3,2034.0,418.2029
REGION,ETHLFODIP00X,ETHLF3,2035.0,437.6902
REGION,ETHLFODIP00X,ETHLF3,2036.0,463.3965
REGION,ETHLFODIP00X,ETHLF3,2037.0,489.1003
REGION,ETHLFODIP00X,ETHLF3,2038.0,514.8009
REGION,ETHLFODIP00X,ETHLF3,2039.0,540.4989
REGION,ETHLFODIP00X,ETHLF3,2040.0,566.1956
REGION,ETHLFOIMP00X,ETHLFO,2015.0,130.0053
REGION,ETHLFOIMP00X,ETHLFO,2016.0,149.7855
REGION,ETHLFOIMP00X,ETHLFO,2017.0,156.2637
REGION,ETHLFOIMP00X,ETHLFO,2018.0,166.2919
REGION,ETHLFOIMP00X,ETHLFO,2019.0,171.9445
REGION,ETHLFOIMP00X,ETHLFO,2020.0,180.6804
REGION,ETHLFOIMP00X,ETHLFO,2021.0,198.0558
REGION,ETHLFOIMP00X,ETHLFO,2022.0,217.8951
REGION,ETHLFOIMP00X,ETHLFO,2023.0,237.7545
REGION,ETHLFOIMP00X,ETHLFO,2024.0,257.6327
REGION,ETHLFOIMP00X,ETHLFO,2040.0,0.0
REGION,ETHLFOMGRID1,ETHEL3,2040.0,0.0
REGION,ETHLFORCP00X,ETHEL3E,2040.0,0.0
REGION,ETHLFORCP01N,ETHEL1,2040.0,0.0
REGION,ETHLFORCP01O,ETHEL1,2015.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2016.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2017.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2018.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2019.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2020.0,0.6834
REGION,ETHLFORCP01O,ETHEL1,2021.0,0.6492
REGION,ETHLFORCP01O,ETHEL1,2022.0,0.615
REGION,ETHLFORCP01O,ETHEL1,2023.0,0.5809
REGION,ETHLFORCP01O,ETHEL1,2024.0,0.5467
REGION,ETHLFORCP01O,ETHEL1,2025.0,0.5125
REGION,ETHLFORCP01O,ETHEL1,2026.0,0.4784
REGION,ETHLFORCP01O,ETHEL1,2027.0,0.4442
REGION,ETHLFORCP01O,ETHEL1,2028.0,0.41
REGION,ETHLFORCP01O,ETHEL1,2029.0,0.3759
REGION,ETHLFORCP01O,ETHEL1,2030.0,0.3417
REGION,ETHLFORCP01O,ETHEL1,2031.0,0.3075
REGION,ETHLFORCP01O,ETHEL1,2032.0,0.2734
REGION,ETHLFORCP01O,ETHEL1,2033.0,0.2392
REGION,ETHLFORCP01O,ETHEL1,2034.0,0.205
REGION,ETHLFORCP01O,ETHEL1,2035.0,0.1708
REGION,ETHLFORCP01O,ETHEL1,2036.0,0.1367
REGION,ETHLFORCP01O,ETHEL1,2037.0,0.1025
REGION,ETHLFORCP01O,ETHEL1,2038.0,0.0683
REGION,ETHLFORCP01O,ETHEL1,2039.0,0.0342
REGION,ETHLFORCP01O,ETHEL1,2040.0,0.0
REGION,ETHLFOSALON1,ETHEL3U,2040.0,0.0
REGION,ETHLNGEXP00X,ETHDLG,2040.0,0.0
REGION,ETHLNGIMP00X,ETHGAS,2040.0,0.0
REGION,ETHNGACCC01N,ETHEL1,2040.0,0.0
REGION,ETHNGACCP01N,ETHEL1,2040.0,0.0
REGION,ETHNGACCP01O,ETHEL1,2040.0,0.0
REGION,ETHNGADIP00X,ETHGA3,2040.0,0.0
REGION,ETHNGAGCP01N,ETHEL1,2040.0,0.0
REGION,ETHNGAGCP01O,ETHEL1,2040.0,0.0
REGION,ETHNGAPRP00X,ETHGAS,2021.0,3.25
