r,t,y,AnnualVariableOperatingCost
REGION,AGOHFODIP00X,2019,0.00014386604531119607
REGION,AGOHFODIP00X,2020,0.00013292070821420123
REGION,AGOHFODIP00X,2021,0.00014723821206103716
REGION,AGOHFODIP00X,2022,0.00015981201450155613
REGION,AGOHFODIP00X,2023,0.00017234271055049715
REGION,AGOHFODIP00X,2024,0.00018482837082680551
REGION,AGOHFODIP00X,2025,0.00019726715580206238
REGION,AGOHFODIP00X,2026,0.00020031142826182658
REGION,AGOHFODIP00X,2027,0.0002033062409321171
REGION,AGOHFODIP00X,2028,0.0002062509860824087
REGION,AGOHFODIP00X,2029,0.00020914540559059398
REGION,AGOHFODIP00X,2030,0.00021198960891351604
REGION,AGOHFODIP00X,2031,0.00021234295955421922
REGION,AGOHFODIP00X,2032,0.00021264594207702657
REGION,AGOHFODIP00X,2033,0.0002128986577703613
REGION,AGOHFODIP00X,2034,0.00021310219466790658
REGION,AGOHFODIP00X,2035,0.00021325806556124027
REGION,AGOHFODIP00X,2036,0.00021536973056742131
REGION,AGOHFODIP00X,2037,0.0002174357308325487
REGION,AGOHFODIP00X,2038,0.00021945623299241397
REGION,AGOHFODIP00X,2039,0.0002214310622428045
REGION,AGOHFODIP00X,2040,0.00022335983140056503
REGION,AGOHFOEMP00X,2015,-20.566665017183986
REGION,AGOHFOEMP00X,2016,-15.397992241691133
REGION,AGOHFOEMP00X,2017,-20.836156186164434
REGION,AGOHFOEMP00X,2018,-18.688633968953848
REGION,AGOHFOEMP00X,2019,-16.403936923893294
REGION,AGOHFOEMP00X,2020,-16.616947982347092
REGION,AGOHFOEMP00X,2021,-16.380538501853533
REGION,AGOHFOEMP00X,2022,-16.128745801619015
REGION,AGOHFOEMP00X,2023,-15.86205959243661
REGION,AGOHFOEMP00X,2024,-15.58096958509937
REGION,AGOHFOEMP00X,2025,-15.285965490400342
REGION,AGOHFOEMP00X,2026,-14.908516111210313
REGION,AGOHFOEMP00X,2027,-14.523538824332656
REGION,AGOHFOEMP00X,2028,-14.131400912862194
REGION,AGOHFOEMP00X,2029,-13.732469659893692
REGION,AGOHFOEMP00X,2030,-13.327112348521938
REGION,AGOHFOEMP00X,2031,-13.164907362701111
REGION,AGOHFOEMP00X,2032,-12.993934539808903
REGION,AGOHFOEMP00X,2033,-12.814193879845284
REGION,AGOHFOEMP00X,2034,-12.62568538281026
REGION,AGOHFOEMP00X,2035,-12.42840904870386
REGION,AGOHFOEMP00X,2036,-12.192554231483303
REGION,AGOHFOEMP00X,2037,-11.94968514460563
REGION,AGOHFOEMP00X,2038,-11.699801788070841
REGION,AGOHFOEMP00X,2039,-11.442904161878953
REGION,AGOHFOEMP00X,2040,-11.178992266029939
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,164.31506194732117
REGION,AGOHFOIMP00X,2016,122.89447135200363
REGION,AGOHFOIMP00X,2017,52.738358356345685
REGION,AGOHFOIMP00X,2018,56.217700861710796
REGION,AGOHFOIMP00X,2019,55.273649637767946
REGION,AGOHFOIMP00X,2020,13.940665333517874
REGION,AGOHFOIMP00X,2021,13.463615989039553
REGION,AGOHFOIMP00X,2022,12.802842333786513
REGION,AGOHFOIMP00X,2023,31.703802871842583
REGION,AGOHFOIMP00X,2024,11.591612797314266
REGION,AGOHFOIMP00X,2025,28.484827755616767
REGION,AGOHFOIMP00X,2026,26.726610811094048
REGION,AGOHFOIMP00X,2027,24.900060238958947
REGION,AGOHFOIMP00X,2028,23.079026669536177
REGION,AGOHFOIMP00X,2029,21.21300775052697
REGION,AGOHFOIMP00X,2030,19.486936985228805
REGION,AGOHFOIMP00X,2031,17.76900964574151
REGION,AGOHFOIMP00X,2032,15.999800893135221
REGION,AGOHFOIMP00X,2033,11.905275677515037
REGION,AGOHFOIMP00X,2034,8.669222386446359
REGION,AGOHFOIMP00X,2035,7.314656388563368
REGION,AGOHFOIMP00X,2036,5.9095199267607335
REGION,AGOHFOIMP00X,2037,3.412121223684249
REGION,AGOHFOIMP00X,2038,1.7757248147754567
REGION,AGOHFOIMP00X,2039,0.744789995963108
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2015,0.00011803924800000004
REGION,AGOHYDLSP00X,2016,0.00011803924800000004
REGION,AGOHYDLSP00X,2017,0.00030824071800692414
REGION,AGOHYDLSP00X,2018,0.0003543332473288622
REGION,AGOHYDLSP00X,2019,0.0004710154909545431
REGION,AGOHYDLSP00X,2020,0.0004414094388407831
REGION,AGOHYDLSP00X,2021,0.000528480288
REGION,AGOHYDLSP00X,2022,0.0005284802879999999
REGION,AGOHYDLSP00X,2023,0.0005284802879999999
REGION,AGOHYDLSP00X,2024,0.000853537608
REGION,AGOHYDLSP00X,2025,0.000853537608
REGION,AGOHYDLSP00X,2026,0.000853537608
REGION,AGOHYDLSP00X,2027,0.0008535376079999999
REGION,AGOHYDLSP00X,2028,0.0008535376079999999
REGION,AGOHYDLSP00X,2029,0.000853537608
REGION,AGOHYDLSP00X,2030,0.000853537608
REGION,AGOHYDLSP00X,2031,0.000853537608
REGION,AGOHYDLSP00X,2032,0.000853537608
REGION,AGOHYDLSP00X,2033,0.000853537608
REGION,AGOHYDLSP00X,2034,0.0008535376079999999
REGION,AGOHYDLSP00X,2035,0.0008535376079999999
REGION,AGOHYDLSP00X,2036,0.0008535376079999999
REGION,AGOHYDLSP00X,2037,0.000853537608
REGION,AGOHYDLSP00X,2038,0.000853537608
REGION,AGOHYDLSP00X,2039,0.000853537608
REGION,AGOHYDLSP00X,2040,0.000853537608
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOLFODIP00X,2015,0.0019127865214736877
REGION,AGOLFODIP00X,2016,0.0018697130811789506
REGION,AGOLFODIP00X,2017,0.0015511234766315816
REGION,AGOLFODIP00X,2018,0.0015435070590736869
REGION,AGOLFODIP00X,2019,0.001654459521078751
REGION,AGOLFODIP00X,2020,0.0015285881444633174
REGION,AGOLFODIP00X,2021,0.0016932394387019173
REGION,AGOLFODIP00X,2022,0.001837838166767896
REGION,AGOLFODIP00X,2023,0.001981941171330707
REGION,AGOLFODIP00X,2024,0.0021255262645082655
REGION,AGOLFODIP00X,2025,0.002268572291723718
REGION,AGOLFODIP00X,2026,0.002303581425011003
REGION,AGOLFODIP00X,2027,0.0023380217707193508
REGION,AGOLFODIP00X,2028,0.002371886339947697
REGION,AGOLFODIP00X,2029,0.0024051721642918238
REGION,AGOLFODIP00X,2030,0.0024378805025054347
REGION,AGOLFODIP00X,2031,0.0024419440348735187
REGION,AGOLFODIP00X,2032,0.002445428333885803
REGION,AGOLFODIP00X,2033,0.002448334564359151
REGION,AGOLFODIP00X,2034,0.002450675238680919
REGION,AGOLFODIP00X,2035,0.0024524677539542665
REGION,AGOLFODIP00X,2036,0.0024767519015253397
REGION,AGOLFODIP00X,2037,0.0025005109045743083
REGION,AGOLFODIP00X,2038,0.002523746679412761
REGION,AGOLFODIP00X,2039,0.002546457215792256
REGION,AGOLFODIP00X,2040,0.0025686380611064873
REGION,AGOLFOEMP00X,2015,-401.3615839717118
REGION,AGOLFOEMP00X,2016,-300.46357460710783
REGION,AGOLFOEMP00X,2017,-406.5373406147144
REGION,AGOLFOEMP00X,2018,-364.5984197714254
REGION,AGOLFOEMP00X,2019,-319.9918853627527
REGION,AGOLFOEMP00X,2020,-327.74662519609404
REGION,AGOLFOEMP00X,2021,-323.1398643940937
REGION,AGOLFOEMP00X,2022,-318.2290334825962
REGION,AGOLFOEMP00X,2023,-313.0236161146712
REGION,AGOLFOEMP00X,2024,-307.5330959433797
REGION,AGOLFOEMP00X,2025,-301.76695662179003
REGION,AGOLFOEMP00X,2026,-294.37184916793206
REGION,AGOLFOEMP00X,2027,-286.8263365414274
REGION,AGOLFOEMP00X,2028,-279.13753148207786
REGION,AGOLFOEMP00X,2029,-271.3125467296792
REGION,AGOLFOEMP00X,2030,-260.43787033527565
REGION,AGOLFOEMP00X,2031,-257.2680673081702
REGION,AGOLFOEMP00X,2032,-253.92692357689418
REGION,AGOLFOEMP00X,2033,-250.41443914145265
REGION,AGOLFOEMP00X,2034,-246.73061400184085
REGION,AGOLFOEMP00X,2035,-242.8754481580634
REGION,AGOLFOEMP00X,2036,-238.26638321594484
REGION,AGOLFOEMP00X,2037,-233.52024571049208
REGION,AGOLFOEMP00X,2038,-228.63703564170697
REGION,AGOLFOEMP00X,2039,-226.1244551683355
REGION,AGOLFOEMP00X,2040,-218.4593978141297
REGION,AGOLFOIMP00X,2015,1491.0407988460597
REGION,AGOLFOIMP00X,2016,1114.7494444381562
REGION,AGOLFOIMP00X,2017,770.0778825689225
REGION,AGOLFOIMP00X,2018,785.8240879213866
REGION,AGOLFOIMP00X,2019,805.4158821260037
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2015,0.0001272378582287152
REGION,AGOLFORCP01O,2016,0.00013602375508252185
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2015,-2489.4796250271997
REGION,AGOLNGEXP00X,2016,-2374.963562275951
REGION,AGOLNGEXP00X,2017,-2453.9925221930625
REGION,AGOLNGEXP00X,2018,-2866.716310694823
REGION,AGOLNGEXP00X,2019,-2737.714076713557
REGION,AGOLNGEXP00X,2020,-2748.842995724588
REGION,AGOLNGEXP00X,2021,-2759.971914735619
REGION,AGOLNGEXP00X,2022,-2771.1008337466465
REGION,AGOLNGEXP00X,2023,-2782.2297527576807
REGION,AGOLNGEXP00X,2024,-2793.358671768715
REGION,AGOLNGEXP00X,2025,-2383.74947215127
REGION,AGOLNGEXP00X,2026,-2378.073878169954
REGION,AGOLNGEXP00X,2027,-2372.398284188644
REGION,AGOLNGEXP00X,2028,-2366.7226902073303
REGION,AGOLNGEXP00X,2029,-2361.0470962260206
REGION,AGOLNGEXP00X,2030,-2355.371502244704
REGION,AGOLNGEXP00X,2031,-2366.7226902073303
REGION,AGOLNGEXP00X,2032,-2378.073878169954
REGION,AGOLNGEXP00X,2033,-2389.4250661325864
REGION,AGOLNGEXP00X,2034,-2400.77625409521
REGION,AGOLNGEXP00X,2035,-2412.1274420578366
REGION,AGOLNGEXP00X,2036,-2429.1542240017675
REGION,AGOLNGEXP00X,2037,-2446.181005945707
REGION,AGOLNGEXP00X,2038,-2463.2077878896407
REGION,AGOLNGEXP00X,2039,-2480.234569833586
REGION,AGOLNGEXP00X,2040,-2497.261351777522
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2022,0.00014710201132581293
REGION,AGONGACCP01N,2023,0.00018577463224824452
REGION,AGONGACCP01N,2025,0.0001246226066729912
REGION,AGONGACCP01N,2026,0.00024023128774193963
REGION,AGONGACCP01N,2027,0.00030968203907826074
REGION,AGONGACCP01N,2028,0.00038325170611380586
REGION,AGONGACCP01N,2029,0.00045211525631150013
REGION,AGONGACCP01N,2030,0.0005257735955074888
REGION,AGONGACCP01N,2031,0.0006291907168887185
REGION,AGONGACCP01N,2032,0.0007043563314005862
REGION,AGONGACCP01N,2033,0.0007691507365584793
REGION,AGONGACCP01N,2034,0.0007974737553599344
REGION,AGONGACCP01N,2035,0.0008418326360931001
REGION,AGONGACCP01N,2036,0.000906635903303356
REGION,AGONGACCP01N,2037,0.0010003357147441037
REGION,AGONGACCP01N,2038,0.0010950079986843102
REGION,AGONGACCP01N,2039,0.0011950621746878096
REGION,AGONGACCP01N,2040,0.001298009469556644
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,0.000263340007
REGION,AGONGADIP00X,2016,0.00024653699699999997
REGION,AGONGADIP00X,2017,0.00013977393199999998
REGION,AGONGADIP00X,2018,0.000135610452
REGION,AGONGADIP00X,2019,0.000141218498403208
REGION,AGONGADIP00X,2020,0.000147058460444161
REGION,AGONGADIP00X,2021,0.000153139928782274
REGION,AGONGADIP00X,2022,0.00015947289068992198
REGION,AGONGADIP00X,2023,0.00016606774645400998
REGION,AGONGADIP00X,2024,0.00017293532645580898
REGION,AGONGADIP00X,2025,0.00018008690895711998
REGION,AGONGADIP00X,2026,0.00018753423862195897
REGION,AGONGADIP00X,2027,0.000195289545804197
REGION,AGONGADIP00X,2028,0.00020336556663282297
REGION,AGONGADIP00X,2029,0.000211775563927807
REGION,AGONGADIP00X,2030,0.00022053334898092797
REGION,AGONGADIP00X,2031,0.00022965330423732597
REGION,AGONGADIP00X,2032,0.00023915040691502296
REGION,AGONGADIP00X,2033,0.00024904025360121697
REGION,AGONGADIP00X,2034,0.00025933908586572597
REGION,AGONGADIP00X,2035,0.000270063816933656
REGION,AGONGADIP00X,2036,0.00028123205946109297
REGION,AGONGADIP00X,2037,0.000292862154459431
REGION,AGONGADIP00X,2038,0.00030497320141584
REGION,AGONGADIP00X,2039,0.000317585089659343
REGION,AGONGADIP00X,2040,0.00033071853102399894
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2015,2148.3176480657044
REGION,AGONGAPRP00X,2016,2061.5402795470463
REGION,AGONGAPRP00X,2017,2045.5432767716313
REGION,AGONGAPRP00X,2018,2412.8999208786404
REGION,AGONGAPRP00X,2019,2334.5030381591023
REGION,AGONGAPRP00X,2020,2374.5925333457094
REGION,AGONGAPRP00X,2021,2381.024866171654
REGION,AGONGAPRP00X,2022,2586.7008008407206
REGION,AGONGAPRP00X,2023,2651.127316404217
REGION,AGONGAPRP00X,2024,2446.1380291296796
REGION,AGONGAPRP00X,2025,2231.8789007843566
REGION,AGONGAPRP00X,2026,2380.3959171590595
REGION,AGONGAPRP00X,2027,2462.3365910978246
REGION,AGONGAPRP00X,2028,2548.3183138347745
REGION,AGONGAPRP00X,2029,2626.248419747151
REGION,AGONGAPRP00X,2030,2709.0771643314406
REGION,AGONGAPRP00X,2031,2866.3892653268776
REGION,AGONGAPRP00X,2032,2985.435205306097
REGION,AGONGAPRP00X,2033,3092.4784444899997
REGION,AGONGAPRP00X,2034,3151.4644941001816
REGION,AGONGAPRP00X,2035,3232.9316919121397
REGION,AGONGAPRP00X,2036,3350.947942737822
REGION,AGONGAPRP00X,2037,3509.449252690394
