r,t,y,TotalCapacityAnnual
REGION,COGHYDLSP00X,2027,0.12
REGION,COGHYDLSP00X,2028,0.12
REGION,COGHYDLSP00X,2029,0.12
REGION,COGHYDLSP00X,2030,0.12
REGION,COGHYDLSP00X,2031,0.12
REGION,COGHYDLSP00X,2032,0.12
REGION,COGHYDLSP00X,2033,0.12
REGION,COGHYDLSP00X,2034,0.12
REGION,COGHYDLSP00X,2035,0.12
REGION,COGHYDLSP00X,2036,0.12
REGION,COGHYDLSP00X,2037,0.12
REGION,COGHYDLSP00X,2038,0.12
REGION,COGHYDLSP00X,2039,0.12
REGION,COGHYDLSP00X,2040,0.12
REGION,COGHYDMGRID1,2040,0.0
REGION,COGHYDMSP00X,2015,0.074
REGION,COGHYDMSP00X,2016,0.074
REGION,COGHYDMSP00X,2017,0.074
REGION,COGHYDMSP00X,2018,0.074
REGION,COGHYDMSP00X,2019,0.074
REGION,COGHYDMSP00X,2020,0.074
REGION,COGHYDMSP00X,2021,0.074
REGION,COGHYDMSP00X,2022,0.074
REGION,COGHYDMSP00X,2023,0.074
REGION,COGHYDMSP00X,2024,0.074
REGION,COGHYDMSP00X,2025,0.074
REGION,COGHYDMSP00X,2026,0.074
REGION,COGHYDMSP00X,2027,0.074
REGION,COGHYDMSP00X,2028,0.074
REGION,COGHYDMSP00X,2029,0.074
REGION,COGHYDMSP00X,2030,0.074
REGION,COGHYDMSP00X,2031,0.074
REGION,COGHYDMSP00X,2032,0.074
REGION,COGHYDMSP00X,2033,0.074
REGION,COGHYDMSP00X,2034,0.074
REGION,COGHYDMSP00X,2035,0.074
REGION,COGHYDMSP00X,2036,0.074
REGION,COGHYDMSP00X,2037,0.074
REGION,COGHYDMSP00X,2038,0.074
REGION,COGHYDMSP00X,2039,0.074
REGION,COGHYDMSP00X,2040,0.074
REGION,COGHYDSSP00X,2017,0.0192
REGION,COGHYDSSP00X,2018,0.0192
REGION,COGHYDSSP00X,2019,0.0192
REGION,COGHYDSSP00X,2020,0.0192
REGION,COGHYDSSP00X,2021,0.0192
REGION,COGHYDSSP00X,2022,0.0192
REGION,COGHYDSSP00X,2023,0.0192
REGION,COGHYDSSP00X,2024,0.0192
REGION,COGHYDSSP00X,2025,0.0192
REGION,COGHYDSSP00X,2026,0.0192
REGION,COGHYDSSP00X,2027,0.0192
REGION,COGHYDSSP00X,2028,0.0192
REGION,COGHYDSSP00X,2029,0.0192
REGION,COGHYDSSP00X,2030,0.0192
REGION,COGHYDSSP00X,2031,0.0192
REGION,COGHYDSSP00X,2032,0.0192
REGION,COGHYDSSP00X,2033,0.0192
REGION,COGHYDSSP00X,2034,0.0192
REGION,COGHYDSSP00X,2035,0.0192
REGION,COGHYDSSP00X,2036,0.0192
REGION,COGHYDSSP00X,2037,0.0192
REGION,COGHYDSSP00X,2038,0.0192
REGION,COGHYDSSP00X,2039,0.0192
REGION,COGHYDSSP00X,2040,0.0192
REGION,COGLFODIP00X,2015,99999.0
REGION,COGLFODIP00X,2016,199998.0
REGION,COGLFODIP00X,2017,299997.0
REGION,COGLFODIP00X,2018,399996.0
REGION,COGLFODIP00X,2019,499995.0
REGION,COGLFODIP00X,2020,599994.0
REGION,COGLFODIP00X,2021,699993.0
REGION,COGLFODIP00X,2022,799992.0
REGION,COGLFODIP00X,2023,899991.0
REGION,COGLFODIP00X,2024,999990.0
REGION,COGLFODIP00X,2025,1099989.0
REGION,COGLFODIP00X,2026,1199988.0
REGION,COGLFODIP00X,2027,1299987.0
REGION,COGLFODIP00X,2028,1399986.0
REGION,COGLFODIP00X,2029,1499985.0
REGION,COGLFODIP00X,2030,1599984.0
REGION,COGLFODIP00X,2031,1699983.0
REGION,COGLFODIP00X,2032,1799982.0
REGION,COGLFODIP00X,2033,1899981.0
REGION,COGLFODIP00X,2034,1999980.0
REGION,COGLFODIP00X,2035,2099979.0
REGION,COGLFODIP00X,2036,2199978.0
REGION,COGLFODIP00X,2037,2299977.0
REGION,COGLFODIP00X,2038,2399976.0
REGION,COGLFODIP00X,2039,2499975.0
REGION,COGLFODIP00X,2040,2599974.0
REGION,COGLFOEMP00X,2015,99999.0
REGION,COGLFOEMP00X,2016,199998.0
REGION,COGLFOEMP00X,2017,299997.0
REGION,COGLFOEMP00X,2018,399996.0
REGION,COGLFOEMP00X,2019,499995.0
REGION,COGLFOEMP00X,2020,599994.0
REGION,COGLFOEMP00X,2021,699993.0
REGION,COGLFOEMP00X,2022,799992.0
REGION,COGLFOEMP00X,2023,899991.0
REGION,COGLFOEMP00X,2024,999990.0
REGION,COGLFOEMP00X,2025,1099989.0
REGION,COGLFOEMP00X,2026,1199988.0
REGION,COGLFOEMP00X,2027,1299987.0
REGION,COGLFOEMP00X,2028,1399986.0
REGION,COGLFOEMP00X,2029,1499985.0
REGION,COGLFOEMP00X,2030,1599984.0
REGION,COGLFOEMP00X,2031,1699983.0
REGION,COGLFOEMP00X,2032,1799982.0
REGION,COGLFOEMP00X,2033,1899981.0
REGION,COGLFOEMP00X,2034,1999980.0
REGION,COGLFOEMP00X,2035,2099979.0
REGION,COGLFOEMP00X,2036,2199978.0
REGION,COGLFOEMP00X,2037,2299977.0
REGION,COGLFOEMP00X,2038,2399976.0
REGION,COGLFOEMP00X,2039,2499975.0
REGION,COGLFOEMP00X,2040,2599974.0
REGION,COGLFOIMP00X,2015,99999.0
REGION,COGLFOIMP00X,2016,199998.0
REGION,COGLFOIMP00X,2017,299997.0
REGION,COGLFOIMP00X,2018,399996.0
REGION,COGLFOIMP00X,2019,499995.0
REGION,COGLFOIMP00X,2020,599994.0
REGION,COGLFOIMP00X,2021,699993.0
REGION,COGLFOIMP00X,2022,799992.0
REGION,COGLFOIMP00X,2023,899991.0
REGION,COGLFOIMP00X,2024,999990.0
REGION,COGLFOIMP00X,2025,1099989.0
REGION,COGLFOIMP00X,2026,1199988.0
REGION,COGLFOIMP00X,2027,1299987.0
REGION,COGLFOIMP00X,2028,1399986.0
REGION,COGLFOIMP00X,2029,1499985.0
REGION,COGLFOIMP00X,2030,1599984.0
REGION,COGLFOIMP00X,2031,1699983.0
REGION,COGLFOIMP00X,2032,1799982.0
REGION,COGLFOIMP00X,2033,1899981.0
REGION,COGLFOIMP00X,2034,1999980.0
REGION,COGLFOIMP00X,2035,2099979.0
REGION,COGLFOIMP00X,2036,2199978.0
REGION,COGLFOIMP00X,2037,2299977.0
REGION,COGLFOIMP00X,2038,2399976.0
REGION,COGLFOIMP00X,2039,2499975.0
REGION,COGLFOIMP00X,2040,2599974.0
REGION,COGLFOMGRID1,2040,0.0
REGION,COGLFORCP00X,2015,0.07058529256880174
REGION,COGLFORCP00X,2016,0.117092859357951
REGION,COGLFORCP00X,2017,0.15299739742666577
REGION,COGLFORCP00X,2018,0.212570654380621
REGION,COGLFORCP00X,2019,0.212570654380621
REGION,COGLFORCP00X,2020,0.212570654380621
REGION,COGLFORCP00X,2021,0.212570654380621
REGION,COGLFORCP00X,2022,0.212570654380621
REGION,COGLFORCP00X,2023,0.212570654380621
REGION,COGLFORCP00X,2024,0.212570654380621
REGION,COGLFORCP00X,2025,0.14198536181181926
REGION,COGLFORCP00X,2026,0.09547779502267
REGION,COGLFORCP00X,2027,0.059573256953955225
REGION,COGLFORCP00X,2040,0.0
REGION,COGLFORCP01N,2040,0.0
REGION,COGLFORCP01O,2015,0.03436
REGION,COGLFORCP01O,2016,0.03436
REGION,COGLFORCP01O,2017,0.03436
REGION,COGLFORCP01O,2018,0.03436
REGION,COGLFORCP01O,2019,0.03436
REGION,COGLFORCP01O,2020,0.03436
REGION,COGLFORCP01O,2021,0.032642
REGION,COGLFORCP01O,2022,0.030924
REGION,COGLFORCP01O,2023,0.029206
REGION,COGLFORCP01O,2024,0.027488
REGION,COGLFORCP01O,2025,0.02577
REGION,COGLFORCP01O,2026,0.024052
REGION,COGLFORCP01O,2027,0.022334
REGION,COGLFORCP01O,2028,0.020616
REGION,COGLFORCP01O,2029,0.018898
REGION,COGLFORCP01O,2030,0.01718
REGION,COGLFORCP01O,2031,0.015462
REGION,COGLFORCP01O,2032,0.013744
REGION,COGLFORCP01O,2033,0.012026
REGION,COGLFORCP01O,2034,0.010308
REGION,COGLFORCP01O,2035,0.00859
REGION,COGLFORCP01O,2036,0.006872
REGION,COGLFORCP01O,2037,0.005154
REGION,COGLFORCP01O,2038,0.003436
REGION,COGLFORCP01O,2039,0.001718
REGION,COGLFORCP01O,2040,0.0
REGION,COGLFOSALON1,2040,0.0
REGION,COGLNGEXP00X,2025,24.99999999999998
REGION,COGLNGEXP00X,2026,24.99999999999998
REGION,COGLNGEXP00X,2027,24.99999999999998
REGION,COGLNGEXP00X,2028,24.99999999999998
REGION,COGLNGEXP00X,2029,24.99999999999998
REGION,COGLNGEXP00X,2030,24.99999999999998
REGION,COGLNGEXP00X,2031,24.99999999999998
REGION,COGLNGEXP00X,2032,24.99999999999998
REGION,COGLNGEXP00X,2033,24.99999999999998
REGION,COGLNGEXP00X,2034,24.99999999999998
REGION,COGLNGEXP00X,2035,24.99999999999998
REGION,COGLNGEXP00X,2036,24.99999999999998
REGION,COGLNGEXP00X,2037,24.99999999999998
REGION,COGLNGEXP00X,2038,24.99999999999998
REGION,COGLNGEXP00X,2039,24.99999999999998
REGION,COGLNGEXP00X,2040,24.99999999999998
REGION,COGLNGIMP00X,2040,0.0
REGION,COGNGACCC01N,2040,0.0
REGION,COGNGACCP01N,2020,0.1192601531425455
REGION,COGNGACCP01N,2021,0.18475882238281355
REGION,COGNGACCP01N,2022,0.2589909816694521
REGION,COGNGACCP01N,2023,0.303289506111785
REGION,COGNGACCP01N,2024,0.3356017642952027
REGION,COGNGACCP01N,2025,0.37114535102388485
REGION,COGNGACCP01N,2026,0.4387959428193446
REGION,COGNGACCP01N,2027,0.46925605128404685
REGION,COGNGACCP01N,2028,0.49184242599300804
REGION,COGNGACCP01N,2029,0.5264316227819237
REGION,COGNGACCP01N,2030,0.5304439754613341
REGION,COGNGACCP01N,2031,0.5923460995834253
REGION,COGNGACCP01N,2032,0.6410021663641183
REGION,COGNGACCP01N,2033,0.6951791705407937
REGION,COGNGACCP01N,2034,0.7461522256574128
REGION,COGNGACCP01N,2035,0.7881471090828397
REGION,COGNGACCP01N,2036,0.8434476950634872
REGION,COGNGACCP01N,2037,0.859594069177474
REGION,COGNGACCP01N,2038,0.8890305566851444
REGION,COGNGACCP01N,2039,0.9130731357894786
REGION,COGNGACCP01N,2040,0.9280511444564227
REGION,COGNGACCP01O,2040,0.0
REGION,COGNGADIP00X,2015,99999.0
REGION,COGNGADIP00X,2016,199998.0
REGION,COGNGADIP00X,2017,299997.0
REGION,COGNGADIP00X,2018,399996.0
REGION,COGNGADIP00X,2019,499995.0
REGION,COGNGADIP00X,2020,599994.0
REGION,COGNGADIP00X,2021,699993.0
REGION,COGNGADIP00X,2022,799992.0
REGION,COGNGADIP00X,2023,899991.0
REGION,COGNGADIP00X,2024,999990.0
REGION,COGNGADIP00X,2025,1099989.0
REGION,COGNGADIP00X,2026,1199988.0
REGION,COGNGADIP00X,2027,1299987.0
REGION,COGNGADIP00X,2028,1399986.0
REGION,COGNGADIP00X,2029,1499985.0
REGION,COGNGADIP00X,2030,1599984.0
REGION,COGNGADIP00X,2031,1699983.0
REGION,COGNGADIP00X,2032,1799982.0
REGION,COGNGADIP00X,2033,1899981.0
REGION,COGNGADIP00X,2034,1999980.0
REGION,COGNGADIP00X,2035,2099979.0
REGION,COGNGADIP00X,2036,2199978.0
REGION,COGNGADIP00X,2037,2299977.0
REGION,COGNGADIP00X,2038,2399976.0
REGION,COGNGADIP00X,2039,2499975.0
REGION,COGNGADIP00X,2040,2599974.0
REGION,COGNGAGCP01N,2040,0.0
REGION,COGNGAGCP01O,2015,0.337956
REGION,COGNGAGCP01O,2016,0.337956
REGION,COGNGAGCP01O,2017,0.337956
REGION,COGNGAGCP01O,2018,0.337956
REGION,COGNGAGCP01O,2019,0.337956
REGION,COGNGAGCP01O,2020,0.337956
REGION,COGNGAGCP01O,2021,0.3210582
REGION,COGNGAGCP01O,2022,0.3041604
REGION,COGNGAGCP01O,2023,0.2872626
REGION,COGNGAGCP01O,2024,0.2703648
REGION,COGNGAGCP01O,2025,0.253467
REGION,COGNGAGCP01O,2026,0.2365692
REGION,COGNGAGCP01O,2027,0.2196714
REGION,COGNGAGCP01O,2028,0.2027736
REGION,COGNGAGCP01O,2029,0.1858758
REGION,COGNGAGCP01O,2030,0.168978
REGION,COGNGAGCP01O,2031,0.1520802
REGION,COGNGAGCP01O,2032,0.1351824
REGION,COGNGAGCP01O,2033,0.1182846
REGION,COGNGAGCP01O,2034,0.1013868
REGION,COGNGAGCP01O,2035,0.084489
REGION,COGNGAGCP01O,2036,0.0675912
REGION,COGNGAGCP01O,2037,0.0506934
REGION,COGNGAGCP01O,2038,0.0337956
REGION,COGNGAGCP01O,2039,0.0168978
REGION,COGNGAGCP01O,2040,0.0
REGION,COGNGAPRP00X,2015,99999.0
REGION,COGNGAPRP00X,2016,199998.0
REGION,COGNGAPRP00X,2017,299997.0
REGION,COGNGAPRP00X,2018,399996.0
REGION,COGNGAPRP00X,2019,499995.0
REGION,COGNGAPRP00X,2020,599994.0
REGION,COGNGAPRP00X,2021,699993.0
REGION,COGNGAPRP00X,2022,799992.0
REGION,COGNGAPRP00X,2023,899991.0
REGION,COGNGAPRP00X,2024,999990.0
REGION,COGNGAPRP00X,2025,1099989.0
REGION,COGNGAPRP00X,2026,1199988.0
REGION,COGNGAPRP00X,2027,1299987.0
REGION,COGNGAPRP00X,2028,1399986.0
REGION,COGNGAPRP00X,2029,1499985.0
REGION,COGNGAPRP00X,2030,1599984.0
REGION,COGNGAPRP00X,2031,1699983.0
REGION,COGNGAPRP00X,2032,1799982.0
REGION,COGNGAPRP00X,2033,1899981.0
REGION,COGNGAPRP00X,2034,1999980.0
REGION,COGNGAPRP00X,2035,2099979.0
REGION,COGNGAPRP00X,2036,2199978.0
REGION,COGNGAPRP00X,2037,2299977.0
REGION,COGNGAPRP00X,2038,2399976.0
REGION,COGNGAPRP00X,2039,2499975.0
REGION,COGNGAPRP00X,2040,2599974.0
REGION,COGNGGCP01N,2040,0.0
REGION,COGNGGCP01O,2040,0.0
REGION,COGSOLARP00X,2015,99999.0
REGION,COGSOLARP00X,2016,199998.0
REGION,COGSOLARP00X,2017,299997.0
REGION,COGSOLARP00X,2018,399996.0
REGION,COGSOLARP00X,2019,499995.0
REGION,COGSOLARP00X,2020,599994.0
REGION,COGSOLARP00X,2021,699993.0
REGION,COGSOLARP00X,2022,799992.0
REGION,COGSOLARP00X,2023,899991.0
REGION,COGSOLARP00X,2024,999990.0
REGION,COGSOLARP00X,2025,1099989.0
REGION,COGSOLARP00X,2026,1199988.0
REGION,COGSOLARP00X,2027,1299987.0
REGION,COGSOLARP00X,2028,1399986.0
REGION,COGSOLARP00X,2029,1499985.0
REGION,COGSOLARP00X,2030,1599984.0
REGION,COGSOLARP00X,2031,1699983.0
REGION,COGSOLARP00X,2032,1799982.0
REGION,COGSOLARP00X,2033,1899981.0
REGION,COGSOLARP00X,2034,1999980.0
REGION,COGSOLARP00X,2035,2099979.0
REGION,COGSOLARP00X,2036,2199978.0
REGION,COGSOLARP00X,2037,2299977.0
REGION,COGSOLARP00X,2038,2399976.0
REGION,COGSOLARP00X,2039,2499975.0
REGION,COGSOLARP00X,2040,2599974.0
REGION,COGSOLCNP01X,2040,0.0
REGION,COGSOLCSP01X,2040,0.0
REGION,COGSOLMGRID1,2040,0.0
REGION,COGSOLPRP00X,2015,0.001
REGION,COGSOLPRP00X,2016,0.001
REGION,COGSOLPRP00X,2017,0.001
REGION,COGSOLPRP00X,2018,0.001
REGION,COGSOLPRP00X,2019,0.001
REGION,COGSOLPRP00X,2020,0.00095
REGION,COGSOLPRP00X,2021,0.0009
REGION,COGSOLPRP00X,2022,0.00085
REGION,COGSOLPRP00X,2023,0.0008
REGION,COGSOLPRP00X,2024,0.00075
REGION,COGSOLPRP00X,2025,0.0007
REGION,COGSOLPRP00X,2026,0.00065
REGION,COGSOLPRP00X,2027,0.0006
REGION,COGSOLPRP00X,2028,0.00055
REGION,COGSOLPRP00X,2029,0.0005
REGION,COGSOLPRP00X,2030,0.00045
REGION,COGSOLPRP00X,2031,0.0004
REGION,COGSOLPRP00X,2032,0.03527833720561467
REGION,COGSOLPRP00X,2033,0.09193538893626291
REGION,COGSOLPRP00X,2034,0.15309696103560222
REGION,COGSOLPRP00X,2035,0.21848574285743624
REGION,COGSOLPRP00X,2036,0.27538569078900577
REGION,COGSOLPRP00X,2037,0.27533569078900577
REGION,COGSOLPRP00X,2038,0.2752856907890058
REGION,COGSOLPRP00X,2039,0.33654332969791073
REGION,COGSOLPRP00X,2040,0.43842749738260195
REGION,COGSOLPRSAL1,2040,0.0
REGION,COGSOLPRSAL2,2040,0.0
REGION,COGSOLPRSAL3,2040,0.0
REGION,COGSOLPRSAL4,2040,0.0
REGION,COGSOLPRSAL5,2040,0.0
REGION,COGSOLPSP00X,2028,0.02783869287488672
REGION,COGSOLPSP00X,2029,0.059078242990136066
REGION,COGSOLPSP00X,2030,0.13914548347305064
REGION,COGSOLPSP00X,2031,0.13914548347305064
REGION,COGSOLPSP00X,2032,0.13914548347305064
REGION,COGSOLPSP00X,2033,0.13914548347305064
REGION,COGSOLPSP00X,2034,0.13914548347305064
REGION,COGSOLPSP00X,2035,0.13914548347305064
REGION,COGSOLPSP00X,2036,0.13914548347305064
REGION,COGSOLPSP00X,2037,0.2039119590622956
REGION,COGSOLPSP00X,2038,0.272658909899451
REGION,COGSOLPSP00X,2039,0.322334266651664
REGION,COGSOLPSP00X,2040,0.3604542542969549
REGION,COGSOLPUP00X,2040,0.0
REGION,COGURNIMP00X,2015,99999.0
REGION,COGURNIMP00X,2016,199998.0
REGION,COGURNIMP00X,2017,299997.0
REGION,COGURNIMP00X,2018,399996.0
REGION,COGURNIMP00X,2019,499995.0
REGION,COGURNIMP00X,2020,599994.0
REGION,COGURNIMP00X,2021,699993.0
REGION,COGURNIMP00X,2022,799992.0
REGION,COGURNIMP00X,2023,899991.0
REGION,COGURNIMP00X,2024,999990.0
REGION,COGURNIMP00X,2025,1099989.0
REGION,COGURNIMP00X,2026,1199988.0
REGION,COGURNIMP00X,2027,1299987.0
REGION,COGURNIMP00X,2028,1399986.0
REGION,COGURNIMP00X,2029,1499985.0
REGION,COGURNIMP00X,2030,1599984.0
REGION,COGURNIMP00X,2031,1699983.0
REGION,COGURNIMP00X,2032,1799982.0
REGION,COGURNIMP00X,2033,1899981.0
REGION,COGURNIMP00X,2034,1999980.0
REGION,COGURNIMP00X,2035,2099979.0
REGION,COGURNIMP00X,2036,2199978.0
REGION,COGURNIMP00X,2037,2299977.0
REGION,COGURNIMP00X,2038,2399976.0
REGION,COGURNIMP00X,2039,2499975.0
REGION,COGURNIMP00X,2040,2599974.0
REGION,COGURNPRP00X,2015,99999.0
REGION,COGURNPRP00X,2016,199998.0
REGION,COGURNPRP00X,2017,299997.0
REGION,COGURNPRP00X,2018,399996.0
REGION,COGURNPRP00X,2019,499995.0
REGION,COGURNPRP00X,2020,599994.0
REGION,COGURNPRP00X,2021,699993.0
REGION,COGURNPRP00X,2022,799992.0
REGION,COGURNPRP00X,2023,899991.0
REGION,COGURNPRP00X,2024,999990.0
REGION,COGURNPRP00X,2025,1099989.0
REGION,COGURNPRP00X,2026,1199988.0
REGION,COGURNPRP00X,2027,1299987.0
REGION,COGURNPRP00X,2028,1399986.0
REGION,COGURNPRP00X,2029,1499985.0
REGION,COGURNPRP00X,2030,1599984.0
REGION,COGURNPRP00X,2031,1699983.0
REGION,COGURNPRP00X,2032,1799982.0
REGION,COGURNPRP00X,2033,1899981.0
REGION,COGURNPRP00X,2034,1999980.0
REGION,COGURNPRP00X,2035,2099979.0
REGION,COGURNPRP00X,2036,2199978.0
REGION,COGURNPRP00X,2037,2299977.0
REGION,COGURNPRP00X,2038,2399976.0
REGION,COGURNPRP00X,2039,2499975.0
REGION,COGURNPRP00X,2040,2599974.0
REGION,COGURNPWP01N,2040,0.0
REGION,COGURNPWP01O,2040,0.0
REGION,COGWINMGRID1,2040,0.0
REGION,COGWINOFP00X,2040,0.0
REGION,COGWINONP00X,2040,0.0
REGION,COGWINPRP00X,2015,99999.0
REGION,COGWINPRP00X,2016,199998.0
REGION,COGWINPRP00X,2017,299997.0
REGION,COGWINPRP00X,2018,399996.0
REGION,COGWINPRP00X,2019,499995.0
REGION,COGWINPRP00X,2020,599994.0
REGION,COGWINPRP00X,2021,699993.0
REGION,COGWINPRP00X,2022,799992.0
REGION,COGWINPRP00X,2023,899991.0
REGION,COGWINPRP00X,2024,999990.0
REGION,COGWINPRP00X,2025,1099989.0
REGION,COGWINPRP00X,2026,1199988.0
REGION,COGWINPRP00X,2027,1299987.0
REGION,COGWINPRP00X,2028,1399986.0
REGION,COGWINPRP00X,2029,1499985.0
REGION,COGWINPRP00X,2030,1599984.0
REGION,COGWINPRP00X,2031,1699983.0
REGION,COGWINPRP00X,2032,1799982.0
REGION,COGWINPRP00X,2033,1899981.0
REGION,COGWINPRP00X,2034,1999980.0
REGION,COGWINPRP00X,2035,2099979.0
REGION,COGWINPRP00X,2036,2199978.0
REGION,COGWINPRP00X,2037,2299977.0
REGION,COGWINPRP00X,2038,2399976.0
REGION,COGWINPRP00X,2039,2499975.0
REGION,COGWINPRP00X,2040,2599974.0
REGION,DJIBACKSTOP,2040,0.0
REGION,DJIBIOCHC01N,2040,0.0
REGION,DJIBIOCHP01N,2040,0.0
REGION,DJIBIOCHP01O,2040,0.0
REGION,DJIBIODIP00X,2015,99999.0
REGION,DJIBIODIP00X,2016,199998.0
REGION,DJIBIODIP00X,2017,299997.0
REGION,DJIBIODIP00X,2018,399996.0
REGION,DJIBIODIP00X,2019,499995.0
REGION,DJIBIODIP00X,2020,599994.0
REGION,DJIBIODIP00X,2021,699993.0
REGION,DJIBIODIP00X,2022,799992.0
REGION,DJIBIODIP00X,2023,899991.0
REGION,DJIBIODIP00X,2024,999990.0
REGION,DJIBIODIP00X,2025,1099989.0
REGION,DJIBIODIP00X,2026,1199988.0
REGION,DJIBIODIP00X,2027,1299987.0
REGION,DJIBIODIP00X,2028,1399986.0
REGION,DJIBIODIP00X,2029,1499985.0
REGION,DJIBIODIP00X,2030,1599984.0
REGION,DJIBIODIP00X,2031,1699983.0
REGION,DJIBIODIP00X,2032,1799982.0
REGION,DJIBIODIP00X,2033,1899981.0
REGION,DJIBIODIP00X,2034,1999980.0
REGION,DJIBIODIP00X,2035,2099979.0
REGION,DJIBIODIP00X,2036,2199978.0
REGION,DJIBIODIP00X,2037,2299977.0
REGION,DJIBIODIP00X,2038,2399976.0
REGION,DJIBIODIP00X,2039,2499975.0
REGION,DJIBIODIP00X,2040,2599974.0
REGION,DJIBIOEMP00X,2015,99999.0
REGION,DJIBIOEMP00X,2016,199998.0
REGION,DJIBIOEMP00X,2017,299997.0
REGION,DJIBIOEMP00X,2018,399996.0
REGION,DJIBIOEMP00X,2019,499995.0
REGION,DJIBIOEMP00X,2020,599994.0
REGION,DJIBIOEMP00X,2021,699993.0
REGION,DJIBIOEMP00X,2022,799992.0
REGION,DJIBIOEMP00X,2023,899991.0
REGION,DJIBIOEMP00X,2024,999990.0
REGION,DJIBIOEMP00X,2025,1099989.0
REGION,DJIBIOEMP00X,2026,1199988.0
REGION,DJIBIOEMP00X,2027,1299987.0
REGION,DJIBIOEMP00X,2028,1399986.0
REGION,DJIBIOEMP00X,2029,1499985.0
REGION,DJIBIOEMP00X,2030,1599984.0
REGION,DJIBIOEMP00X,2031,1699983.0
REGION,DJIBIOEMP00X,2032,1799982.0
REGION,DJIBIOEMP00X,2033,1899981.0
REGION,DJIBIOEMP00X,2034,1999980.0
REGION,DJIBIOEMP00X,2035,2099979.0
REGION,DJIBIOEMP00X,2036,2199978.0
REGION,DJIBIOEMP00X,2037,2299977.0
REGION,DJIBIOEMP00X,2038,2399976.0
REGION,DJIBIOEMP00X,2039,2499975.0
REGION,DJIBIOEMP00X,2040,2599974.0
REGION,DJIBIOIMP00X,2015,99999.0
REGION,DJIBIOIMP00X,2016,199998.0
REGION,DJIBIOIMP00X,2017,299997.0
REGION,DJIBIOIMP00X,2018,399996.0
REGION,DJIBIOIMP00X,2019,499995.0
REGION,DJIBIOIMP00X,2020,599994.0
REGION,DJIBIOIMP00X,2021,699993.0
REGION,DJIBIOIMP00X,2022,799992.0
REGION,DJIBIOIMP00X,2023,899991.0
REGION,DJIBIOIMP00X,2024,999990.0
REGION,DJIBIOIMP00X,2025,1099989.0
REGION,DJIBIOIMP00X,2026,1199988.0
REGION,DJIBIOIMP00X,2027,1299987.0
REGION,DJIBIOIMP00X,2028,1399986.0
REGION,DJIBIOIMP00X,2029,1499985.0
REGION,DJIBIOIMP00X,2030,1599984.0
REGION,DJIBIOIMP00X,2031,1699983.0
REGION,DJIBIOIMP00X,2032,1799982.0
REGION,DJIBIOIMP00X,2033,1899981.0
REGION,DJIBIOIMP00X,2034,1999980.0
REGION,DJIBIOIMP00X,2035,2099979.0
REGION,DJIBIOIMP00X,2036,2199978.0
REGION,DJIBIOIMP00X,2037,2299977.0
REGION,DJIBIOIMP00X,2038,2399976.0
REGION,DJIBIOIMP00X,2039,2499975.0
REGION,DJIBIOIMP00X,2040,2599974.0
REGION,DJIBIOPRP00X,2015,99999.0
REGION,DJIBIOPRP00X,2016,199998.0
REGION,DJIBIOPRP00X,2017,299997.0
REGION,DJIBIOPRP00X,2018,399996.0
REGION,DJIBIOPRP00X,2019,499995.0
REGION,DJIBIOPRP00X,2020,599994.0
REGION,DJIBIOPRP00X,2021,699993.0
REGION,DJIBIOPRP00X,2022,799992.0
REGION,DJIBIOPRP00X,2023,899991.0
REGION,DJIBIOPRP00X,2024,999990.0
REGION,DJIBIOPRP00X,2025,1099989.0
REGION,DJIBIOPRP00X,2026,1199988.0
REGION,DJIBIOPRP00X,2027,1299987.0
REGION,DJIBIOPRP00X,2028,1399986.0
REGION,DJIBIOPRP00X,2029,1499985.0
REGION,DJIBIOPRP00X,2030,1599984.0
REGION,DJIBIOPRP00X,2031,1699983.0
REGION,DJIBIOPRP00X,2032,1799982.0
REGION,DJIBIOPRP00X,2033,1899981.0
REGION,DJIBIOPRP00X,2034,1999980.0
REGION,DJIBIOPRP00X,2035,2099979.0
REGION,DJIBIOPRP00X,2036,2199978.0
REGION,DJIBIOPRP00X,2037,2299977.0
REGION,DJIBIOPRP00X,2038,2399976.0
REGION,DJIBIOPRP00X,2039,2499975.0
REGION,DJIBIOPRP00X,2040,2599974.0
REGION,DJICO1DIP00X,2015,99999.0
REGION,DJICO1DIP00X,2016,199998.0
REGION,DJICO1DIP00X,2017,299997.0
REGION,DJICO1DIP00X,2018,399996.0
REGION,DJICO1DIP00X,2019,499995.0
REGION,DJICO1DIP00X,2020,599994.0
REGION,DJICO1DIP00X,2021,699993.0
REGION,DJICO1DIP00X,2022,799992.0
REGION,DJICO1DIP00X,2023,899991.0
REGION,DJICO1DIP00X,2024,999990.0
REGION,DJICO1DIP00X,2025,1099989.0
REGION,DJICO1DIP00X,2026,1199988.0
REGION,DJICO1DIP00X,2027,1299987.0
REGION,DJICO1DIP00X,2028,1399986.0
REGION,DJICO1DIP00X,2029,1499985.0
REGION,DJICO1DIP00X,2030,1599984.0
REGION,DJICO1DIP00X,2031,1699983.0
REGION,DJICO1DIP00X,2032,1799982.0
REGION,DJICO1DIP00X,2033,1899981.0
REGION,DJICO1DIP00X,2034,1999980.0
REGION,DJICO1DIP00X,2035,2099979.0
REGION,DJICO1DIP00X,2036,2199978.0
REGION,DJICO1DIP00X,2037,2299977.0
