r,e,y,AnnualEmissions
REGION,BENREN,2028.0,-6.9495
REGION,BENREN,2029.0,-5.9867
REGION,BENREN,2030.0,-5.2093
REGION,BENREN,2031.0,-5.4907
REGION,BENREN,2032.0,-5.7721
REGION,BENREN,2033.0,-6.0534
REGION,BENREN,2034.0,-6.2286
REGION,BENREN,2035.0,-6.3403
REGION,BENREN,2036.0,-8.1945
REGION,BENREN,2037.0,-8.5015
REGION,BENREN,2038.0,-8.5128
REGION,BENREN,2039.0,-9.4003
REGION,BENREN,2040.0,-9.313
REGION,BFACO2,2015.0,0.2808
REGION,BFACO2,2016.0,0.2945
REGION,BFACO2,2017.0,0.3092
REGION,BFACO2,2018.0,0.3562
REGION,BFACO2,2019.0,0.388
REGION,BFACO2,2020.0,0.2931
REGION,BFACO2,2021.0,0.2799
REGION,BFACO2,2022.0,0.2595
REGION,BFACO2,2023.0,0.2452
REGION,BFACO2,2024.0,0.2307
REGION,BFACO2,2025.0,0.2122
REGION,BFACO2,2026.0,0.1988
REGION,BFACO2,2027.0,0.1825
REGION,BFACO2,2028.0,0.1684
REGION,BFACO2,2029.0,0.1544
REGION,BFACO2,2030.0,0.1403
REGION,BFACO2,2031.0,0.1263
REGION,BFACO2,2032.0,0.1123
REGION,BFACO2,2033.0,0.0982
REGION,BFACO2,2034.0,0.0842
REGION,BFACO2,2035.0,0.0701
REGION,BFACO2,2036.0,0.0561
REGION,BFACO2,2037.0,0.0421
REGION,BFACO2,2038.0,0.0644
REGION,BFACO2,2039.0,0.0503
REGION,BFACO2,2040.0,0.0363
REGION,BFAREN,2015.0,0.0
REGION,BFAREN,2016.0,0.0
REGION,BFAREN,2017.0,0.0
REGION,BFAREN,2018.0,0.0
REGION,BFAREN,2019.0,0.0
REGION,BFAREN,2020.0,0.0
REGION,BFAREN,2021.0,-3.4208
REGION,BFAREN,2022.0,-3.7629
REGION,BFAREN,2023.0,-3.6115
REGION,BFAREN,2024.0,-3.259
REGION,BFAREN,2025.0,-3.6841
REGION,BFAREN,2026.0,-4.1008
REGION,BFAREN,2027.0,-4.6756
REGION,BFAREN,2028.0,-4.9229
REGION,BFAREN,2029.0,-5.4617
REGION,BFAREN,2030.0,-5.9364
REGION,BFAREN,2031.0,-6.096
REGION,BFAREN,2032.0,-6.2561
REGION,BFAREN,2033.0,-6.5773
REGION,BFAREN,2034.0,-6.9003
REGION,BFAREN,2035.0,-7.2668
REGION,BFAREN,2036.0,-7.6359
REGION,BFAREN,2037.0,-8.2035
REGION,BFAREN,2038.0,-8.7433
REGION,BFAREN,2039.0,-9.1382
REGION,BFAREN,2040.0,-9.5907
REGION,BWACO2,2015.0,3.9987
REGION,BWACO2,2016.0,3.9963
REGION,BWACO2,2017.0,3.6783
REGION,BWACO2,2018.0,3.5123
REGION,BWACO2,2019.0,4.2424
REGION,BWACO2,2020.0,4.3905
REGION,BWACO2,2021.0,4.8544
REGION,BWACO2,2022.0,2.307
REGION,BWACO2,2023.0,2.0826
REGION,BWACO2,2024.0,4.5395
REGION,BWACO2,2025.0,4.2874
REGION,BWACO2,2026.0,4.0344
REGION,BWACO2,2027.0,3.7814
REGION,BWACO2,2028.0,4.2156
REGION,BWACO2,2029.0,5.4841
REGION,BWACO2,2030.0,6.6841
REGION,BWACO2,2031.0,6.431
REGION,BWACO2,2032.0,6.6902
REGION,BWACO2,2033.0,6.6932
REGION,BWACO2,2034.0,6.8134
REGION,BWACO2,2035.0,6.9325
REGION,BWACO2,2036.0,7.0453
REGION,BWACO2,2037.0,7.1735
REGION,BWACO2,2038.0,7.3563
REGION,BWACO2,2039.0,7.5525
REGION,BWACO2,2040.0,7.6188
REGION,BWAREN,2015.0,0.0
REGION,BWAREN,2016.0,0.0
REGION,BWAREN,2017.0,0.0
REGION,BWAREN,2018.0,0.0
REGION,BWAREN,2019.0,0.0
REGION,BWAREN,2020.0,0.0
REGION,BWAREN,2021.0,-0.0
REGION,BWAREN,2022.0,0.0
REGION,BWAREN,2023.0,-0.0
REGION,BWAREN,2024.0,-0.0
REGION,BWAREN,2025.0,-0.0
REGION,BWAREN,2026.0,-0.0
REGION,BWAREN,2027.0,-0.0
REGION,BWAREN,2028.0,0.0
REGION,BWAREN,2029.0,-0.0
REGION,BWAREN,2030.0,-0.0
REGION,BWAREN,2031.0,-0.9904
REGION,BWAREN,2032.0,-0.0
REGION,BWAREN,2033.0,-0.0
REGION,BWAREN,2034.0,-0.0
REGION,BWAREN,2035.0,-0.0
REGION,BWAREN,2036.0,-0.0
REGION,BWAREN,2037.0,-0.0
REGION,BWAREN,2038.0,-0.0
REGION,BWAREN,2039.0,-0.0
REGION,BWAREN,2040.0,-0.5181
REGION,CAFCO2,2015.0,0.0987
REGION,CAFCO2,2016.0,0.0991
REGION,CAFCO2,2017.0,0.0796
REGION,CAFCO2,2018.0,0.0801
REGION,CAFCO2,2019.0,0.0849
REGION,CAFCO2,2020.0,0.0864
REGION,CAFCO2,2021.0,0.0863
REGION,CAFCO2,2022.0,0.1557
REGION,CAFCO2,2023.0,0.3309
REGION,CAFCO2,2024.0,0.4494
REGION,CAFCO2,2025.0,0.5707
REGION,CAFCO2,2026.0,0.5512
REGION,CAFCO2,2027.0,0.5482
REGION,CAFCO2,2028.0,0.5468
REGION,CAFCO2,2029.0,0.5454
REGION,CAFCO2,2030.0,0.5547
REGION,CAFCO2,2031.0,0.5466
REGION,CAFCO2,2032.0,0.5419
REGION,CAFCO2,2033.0,0.5374
REGION,CAFCO2,2034.0,0.5328
REGION,CAFCO2,2035.0,0.5287
REGION,CAFCO2,2036.0,0.5395
REGION,CAFCO2,2037.0,0.555
REGION,CAFCO2,2038.0,0.5701
REGION,CAFCO2,2039.0,0.5691
REGION,CAFCO2,2040.0,0.5686
REGION,CIVCO2,2015.0,2.0878
REGION,CIVCO2,2016.0,2.8605
REGION,CIVCO2,2017.0,4.0652
REGION,CIVCO2,2018.0,2.1486
REGION,CIVCO2,2019.0,2.2073
REGION,CIVCO2,2020.0,2.7509
REGION,CIVCO2,2021.0,4.2707
REGION,CIVCO2,2022.0,5.892
REGION,CIVCO2,2023.0,5.8223
REGION,CIVCO2,2024.0,5.7557
REGION,CIVCO2,2025.0,7.0455
REGION,CIVCO2,2026.0,9.6608
REGION,CIVCO2,2027.0,9.6167
REGION,CIVCO2,2028.0,9.5427
REGION,CIVCO2,2029.0,10.125
REGION,CIVCO2,2030.0,10.5127
REGION,CIVCO2,2031.0,12.323
REGION,CIVCO2,2032.0,14.8142
REGION,CIVCO2,2033.0,16.2451
REGION,CIVCO2,2034.0,18.6443
REGION,CIVCO2,2035.0,19.9144
REGION,CIVCO2,2036.0,20.8035
REGION,CIVCO2,2037.0,22.9971
REGION,CIVCO2,2038.0,25.3656
REGION,CIVCO2,2039.0,27.8995
REGION,CIVCO2,2040.0,30.4184
REGION,CIVREN,2015.0,0.0
REGION,CIVREN,2016.0,0.0
REGION,CIVREN,2017.0,0.0
REGION,CIVREN,2018.0,0.0
REGION,CIVREN,2019.0,0.0
REGION,CIVREN,2020.0,0.0
REGION,CIVREN,2021.0,-8.7089
REGION,CIVREN,2022.0,-0.0
REGION,CIVREN,2023.0,-38.3197
REGION,CIVREN,2024.0,-14.0112
REGION,CIVREN,2025.0,-21.4901
REGION,CIVREN,2026.0,0.0
REGION,CIVREN,2027.0,-0.0
REGION,CIVREN,2028.0,-0.0
REGION,CIVREN,2029.0,-0.0
REGION,CIVREN,2030.0,-0.0
REGION,CIVREN,2031.0,-0.0
REGION,CIVREN,2032.0,-0.0
REGION,CIVREN,2033.0,-0.0
REGION,CIVREN,2034.0,-4.6476
REGION,CIVREN,2035.0,-13.5886
REGION,CIVREN,2036.0,-20.4222
REGION,CIVREN,2037.0,-17.2049
REGION,CIVREN,2038.0,-13.2914
REGION,CIVREN,2039.0,-8.7216
REGION,CIVREN,2040.0,-4.1858
REGION,CMRCO2,2015.0,2.5503
REGION,CMRCO2,2016.0,2.4774
REGION,CMRCO2,2017.0,2.9277
REGION,CMRCO2,2018.0,2.7006
REGION,CMRCO2,2019.0,2.939
REGION,CMRCO2,2020.0,2.6753
REGION,CMRCO2,2021.0,3.0245
REGION,CMRCO2,2022.0,3.4966
REGION,CMRCO2,2023.0,3.9707
REGION,CMRCO2,2024.0,4.44
REGION,CMRCO2,2025.0,4.2908
REGION,CMRCO2,2026.0,4.0578
REGION,CMRCO2,2027.0,3.7881
REGION,CMRCO2,2028.0,3.7664
REGION,CMRCO2,2029.0,3.7417
REGION,CMRCO2,2030.0,3.72
REGION,CMRCO2,2031.0,4.1386
REGION,CMRCO2,2032.0,4.3549
REGION,CMRCO2,2033.0,4.7689
REGION,CMRCO2,2034.0,5.222
REGION,CMRCO2,2035.0,5.7838
REGION,CMRCO2,2036.0,6.2872
REGION,CMRCO2,2037.0,6.7289
REGION,CMRCO2,2038.0,6.7442
REGION,CMRCO2,2039.0,6.7469
REGION,CMRCO2,2040.0,7.0057
REGION,CMRREN,2015.0,0.0
REGION,CMRREN,2016.0,0.0
REGION,CMRREN,2017.0,0.0
REGION,CMRREN,2018.0,0.0
REGION,CMRREN,2019.0,0.0
REGION,CMRREN,2020.0,0.0
REGION,CMRREN,2021.0,-846.9474
REGION,CMRREN,2022.0,-398.1834
REGION,CMRREN,2023.0,-244.9932
REGION,CMRREN,2024.0,-166.2429
REGION,CMRREN,2025.0,-122.6956
REGION,CMRREN,2026.0,-94.3775
REGION,CMRREN,2027.0,-74.6743
REGION,CMRREN,2028.0,-58.959
REGION,CMRREN,2029.0,-46.7785
REGION,CMRREN,2030.0,-38.8548
REGION,CMRREN,2031.0,-32.1289
REGION,CMRREN,2032.0,-27.7964
REGION,CMRREN,2033.0,-21.5549
REGION,CMRREN,2034.0,-13.3419
REGION,CMRREN,2035.0,-2.4768
REGION,CMRREN,2036.0,0.0
REGION,CMRREN,2037.0,-0.0
REGION,CMRREN,2038.0,-5.6944
REGION,CMRREN,2039.0,-11.5414
REGION,CMRREN,2040.0,-14.3314
REGION,CODCO2,2015.0,0.0511
REGION,CODCO2,2016.0,0.0511
REGION,CODCO2,2017.0,0.0511
REGION,CODCO2,2018.0,0.0679
REGION,CODCO2,2019.0,0.0627
REGION,CODCO2,2020.0,0.0523
REGION,CODCO2,2021.0,0.0642
REGION,CODCO2,2022.0,0.0879
REGION,CODCO2,2023.0,3.2872
REGION,CODCO2,2024.0,3.5992
REGION,CODCO2,2025.0,7.0433
REGION,CODCO2,2026.0,10.8388
REGION,CODCO2,2027.0,12.0347
REGION,CODCO2,2028.0,12.4669
REGION,CODCO2,2029.0,14.2265
REGION,CODCO2,2030.0,14.9633
REGION,CODCO2,2031.0,14.9539
REGION,CODCO2,2032.0,14.9506
REGION,CODCO2,2033.0,16.2053
REGION,CODCO2,2034.0,18.1697
REGION,CODCO2,2035.0,19.252
REGION,CODCO2,2036.0,21.4988
REGION,CODCO2,2037.0,23.4255
REGION,CODCO2,2038.0,24.9283
REGION,CODCO2,2039.0,26.2254
REGION,CODCO2,2040.0,28.4332
REGION,COGCO2,2015.0,0.6459
REGION,COGCO2,2016.0,0.7413
REGION,COGCO2,2017.0,0.8029
REGION,COGCO2,2018.0,0.8177
REGION,COGCO2,2019.0,1.0457
REGION,COGCO2,2020.0,1.0947
REGION,COGCO2,2021.0,0.9386
REGION,COGCO2,2022.0,1.0761
REGION,COGCO2,2023.0,1.1502
REGION,COGCO2,2024.0,1.2507
REGION,COGCO2,2025.0,1.3496
REGION,COGCO2,2026.0,1.5394
REGION,COGCO2,2027.0,1.6245
REGION,COGCO2,2028.0,1.6734
REGION,COGCO2,2029.0,1.7323
REGION,COGCO2,2030.0,1.7109
REGION,COGCO2,2031.0,1.8415
REGION,COGCO2,2032.0,1.9373
REGION,COGCO2,2033.0,2.0254
REGION,COGCO2,2034.0,2.1131
REGION,COGCO2,2035.0,2.1955
REGION,COGCO2,2036.0,2.2817
REGION,COGCO2,2037.0,2.3057
REGION,COGCO2,2038.0,2.3655
REGION,COGCO2,2039.0,2.4124
REGION,COGCO2,2040.0,2.4357
REGION,DJICO2,2015.0,0.1528
REGION,DJICO2,2016.0,0.1528
REGION,DJICO2,2017.0,0.155
REGION,DJICO2,2018.0,0.1551
REGION,DJICO2,2019.0,0.1552
REGION,DJICO2,2020.0,0.1552
REGION,DJICO2,2021.0,0.16
REGION,DJICO2,2022.0,0.2294
REGION,DJICO2,2023.0,0.2171
REGION,DJICO2,2024.0,0.127
REGION,DJICO2,2025.0,0.1888
REGION,DJICO2,2026.0,0.1856
REGION,DJICO2,2027.0,0.1819
REGION,DJICO2,2028.0,0.1694
REGION,DJICO2,2029.0,0.1615
REGION,DJICO2,2030.0,0.1528
REGION,DJICO2,2031.0,0.1405
REGION,DJICO2,2032.0,0.1286
REGION,DJICO2,2033.0,0.1097
REGION,DJICO2,2034.0,0.097
REGION,DJICO2,2035.0,0.0835
REGION,DJICO2,2036.0,0.0736
REGION,DJICO2,2037.0,0.0588
REGION,DJICO2,2038.0,0.051
REGION,DJICO2,2039.0,0.0429
REGION,DJICO2,2040.0,0.0413
REGION,DZACO2,2015.0,35.0198
REGION,DZACO2,2016.0,32.2869
REGION,DZACO2,2017.0,36.8853
REGION,DZACO2,2018.0,33.4537
REGION,DZACO2,2019.0,37.9425
REGION,DZACO2,2020.0,35.2029
REGION,DZACO2,2021.0,37.608
REGION,DZACO2,2022.0,40.5584
REGION,DZACO2,2023.0,43.0616
REGION,DZACO2,2024.0,45.0951
REGION,DZACO2,2025.0,46.4386
REGION,DZACO2,2026.0,46.5098
REGION,DZACO2,2027.0,46.8467
REGION,DZACO2,2028.0,46.9127
REGION,DZACO2,2029.0,46.4512
REGION,DZACO2,2030.0,42.2033
REGION,DZACO2,2031.0,44.4729
REGION,DZACO2,2032.0,45.7911
REGION,DZACO2,2033.0,45.057
REGION,DZACO2,2034.0,44.9794
REGION,DZACO2,2035.0,44.9631
REGION,DZACO2,2036.0,44.511
REGION,DZACO2,2037.0,43.9728
REGION,DZACO2,2038.0,44.7894
REGION,DZACO2,2039.0,43.7852
REGION,DZACO2,2040.0,41.9647
REGION,DZAREN,2015.0,0.0
REGION,DZAREN,2016.0,0.0
REGION,DZAREN,2017.0,0.0
REGION,DZAREN,2018.0,0.0
REGION,DZAREN,2019.0,0.0
REGION,DZAREN,2020.0,0.0
REGION,DZAREN,2021.0,-257.4059
REGION,DZAREN,2022.0,-141.9702
REGION,DZAREN,2023.0,-119.8452
REGION,DZAREN,2024.0,-110.67
REGION,DZAREN,2025.0,-125.5444
REGION,DZAREN,2026.0,-151.9998
REGION,DZAREN,2027.0,-136.0254
REGION,DZAREN,2028.0,-132.1343
REGION,DZAREN,2029.0,-135.6202
REGION,DZAREN,2030.0,-0.0
REGION,DZAREN,2031.0,-0.0
REGION,DZAREN,2032.0,-17.4468
REGION,DZAREN,2033.0,-58.582
REGION,DZAREN,2034.0,-93.0403
REGION,DZAREN,2035.0,-126.875
REGION,DZAREN,2036.0,-165.142
REGION,DZAREN,2037.0,-203.7284
REGION,DZAREN,2038.0,-229.4199
REGION,DZAREN,2039.0,-281.9626
REGION,DZAREN,2040.0,-366.5391
REGION,EGYCO2,2015.0,69.7511
REGION,EGYCO2,2016.0,66.176
REGION,EGYCO2,2017.0,68.346
REGION,EGYCO2,2018.0,64.7414
REGION,EGYCO2,2019.0,70.6356
REGION,EGYCO2,2020.0,71.6661
REGION,EGYCO2,2021.0,67.8226
REGION,EGYCO2,2022.0,80.6852
REGION,EGYCO2,2023.0,88.945
REGION,EGYCO2,2024.0,100.9874
REGION,EGYCO2,2025.0,120.3489
REGION,EGYCO2,2026.0,138.4392
REGION,EGYCO2,2027.0,140.7457
REGION,EGYCO2,2028.0,143.0945
REGION,EGYCO2,2029.0,145.9283
REGION,EGYCO2,2030.0,150.5981
REGION,EGYCO2,2031.0,151.3273
REGION,EGYCO2,2032.0,155.322
REGION,EGYCO2,2033.0,158.6101
REGION,EGYCO2,2034.0,166.9287
REGION,EGYCO2,2035.0,175.8485
REGION,EGYCO2,2036.0,186.972
REGION,EGYCO2,2037.0,196.2579
REGION,EGYCO2,2038.0,205.7293
REGION,EGYCO2,2039.0,214.0235
REGION,EGYCO2,2040.0,225.683
REGION,EGYREN,2015.0,0.0
REGION,EGYREN,2016.0,0.0
REGION,EGYREN,2017.0,0.0
REGION,EGYREN,2018.0,0.0
REGION,EGYREN,2019.0,0.0
REGION,EGYREN,2020.0,0.0
REGION,EGYREN,2021.0,-0.0
REGION,EGYREN,2022.0,-0.0
REGION,EGYREN,2023.0,-0.0
REGION,EGYREN,2024.0,-50.6984
REGION,EGYREN,2025.0,-107.0984
REGION,EGYREN,2026.0,-182.3526
REGION,EGYREN,2027.0,-314.8755
REGION,EGYREN,2028.0,-481.16
REGION,EGYREN,2029.0,-612.1174
REGION,EGYREN,2030.0,-764.3868
REGION,EGYREN,2031.0,-945.8363
REGION,EGYREN,2032.0,-1079.6529
REGION,EGYREN,2033.0,-1202.2405
REGION,EGYREN,2034.0,-1297.9713
REGION,EGYREN,2035.0,-1390.5049
REGION,EGYREN,2036.0,-1473.4844
REGION,EGYREN,2037.0,-1617.7284
REGION,EGYREN,2038.0,-1760.9859
REGION,EGYREN,2039.0,-1900.9565
REGION,EGYREN,2040.0,-1914.3394
REGION,ERICO2,2015.0,0.2648
REGION,ERICO2,2016.0,0.2561
REGION,ERICO2,2017.0,0.2616
REGION,ERICO2,2018.0,0.3275
REGION,ERICO2,2019.0,0.3442
REGION,ERICO2,2020.0,0.3545
REGION,ERICO2,2021.0,0.3955
REGION,ERICO2,2022.0,0.4245
REGION,ERICO2,2023.0,0.4416
REGION,ERICO2,2024.0,0.1411
REGION,ERICO2,2025.0,0.137
REGION,ERICO2,2026.0,0.1328
REGION,ERICO2,2027.0,0.1274
REGION,ERICO2,2028.0,0.127
REGION,ERICO2,2029.0,0.13
REGION,ERICO2,2030.0,0.1166
REGION,ERICO2,2031.0,0.1202
REGION,ERICO2,2032.0,0.1247
REGION,ERICO2,2033.0,0.131
REGION,ERICO2,2034.0,0.1217
REGION,ERICO2,2035.0,0.117
REGION,ERICO2,2036.0,0.1136
REGION,ERICO2,2037.0,0.1078
REGION,ERICO2,2038.0,0.1022
REGION,ERICO2,2039.0,0.0981
REGION,ERICO2,2040.0,0.0943
REGION,ERIREN,2015.0,0.0
REGION,ERIREN,2016.0,0.0
REGION,ERIREN,2017.0,0.0
REGION,ERIREN,2018.0,0.0
REGION,ERIREN,2019.0,0.0
REGION,ERIREN,2020.0,0.0
REGION,ERIREN,2021.0,0.0
REGION,ERIREN,2022.0,-0.0
REGION,ERIREN,2023.0,-0.0
REGION,ERIREN,2024.0,-0.9378
REGION,ERIREN,2025.0,-0.5352
REGION,ERIREN,2026.0,-0.2806
REGION,ERIREN,2027.0,-0.1434
REGION,ERIREN,2028.0,-0.12
REGION,ERIREN,2029.0,-0.0
REGION,ERIREN,2030.0,-0.0
REGION,ERIREN,2031.0,-0.0
REGION,ERIREN,2032.0,0.0
REGION,ERIREN,2033.0,-0.0246
REGION,ERIREN,2034.0,-0.1109
REGION,ERIREN,2035.0,-0.1758
REGION,ERIREN,2036.0,-0.2342
REGION,ERIREN,2037.0,-0.3118
REGION,ERIREN,2038.0,-0.3871
REGION,ERIREN,2039.0,-0.459
REGION,ERIREN,2040.0,-0.546
REGION,ETHCO2,2015.0,0.1471
REGION,ETHCO2,2016.0,0.1606
REGION,ETHCO2,2017.0,0.1384
REGION,ETHCO2,2018.0,0.1387
REGION,ETHCO2,2019.0,0.1464
REGION,ETHCO2,2020.0,0.1744
REGION,ETHCO2,2021.0,0.2298
REGION,ETHCO2,2022.0,0.247
REGION,ETHCO2,2023.0,0.2832
REGION,ETHCO2,2024.0,0.2725
REGION,ETHCO2,2025.0,0.3602
REGION,ETHCO2,2026.0,1.3241
REGION,ETHCO2,2027.0,1.6383
REGION,ETHCO2,2028.0,1.8726
REGION,ETHCO2,2029.0,2.2508
REGION,ETHCO2,2030.0,2.2913
REGION,ETHCO2,2031.0,2.3318
REGION,ETHCO2,2032.0,2.3442
REGION,ETHCO2,2033.0,2.3366
REGION,ETHCO2,2034.0,2.329
REGION,ETHCO2,2035.0,2.3567
REGION,ETHCO2,2036.0,2.3648
REGION,ETHCO2,2037.0,2.3654
REGION,ETHCO2,2038.0,2.4444
REGION,ETHCO2,2039.0,2.5339
REGION,ETHCO2,2040.0,2.9032
REGION,GABCO2,2015.0,1.1878
REGION,GABCO2,2016.0,1.2799
REGION,GABCO2,2017.0,1.3719
REGION,GABCO2,2018.0,1.3565
REGION,GABCO2,2019.0,1.4026
REGION,GABCO2,2020.0,1.0268
REGION,GABCO2,2021.0,1.1091
REGION,GABCO2,2022.0,1.2419
REGION,GABCO2,2023.0,1.2137
REGION,GABCO2,2024.0,1.1856
REGION,GABCO2,2025.0,1.1449
REGION,GABCO2,2026.0,1.0846
REGION,GABCO2,2027.0,1.0172
REGION,GABCO2,2028.0,0.908
REGION,GABCO2,2029.0,0.9292
REGION,GABCO2,2030.0,0.9005
REGION,GABCO2,2031.0,0.8721
REGION,GABCO2,2032.0,0.8436
REGION,GABCO2,2033.0,0.8151
REGION,GABCO2,2034.0,0.7865
REGION,GABCO2,2035.0,0.868
REGION,GABCO2,2036.0,0.9585
REGION,GABCO2,2037.0,1.0512
REGION,GABCO2,2038.0,1.1642
REGION,GABCO2,2039.0,1.2756
REGION,GABCO2,2040.0,1.3374
REGION,GHACO2,2015.0,3.34
REGION,GHACO2,2016.0,5.3585
REGION,GHACO2,2017.0,6.2147
REGION,GHACO2,2018.0,7.5323
REGION,GHACO2,2019.0,7.1757
REGION,GHACO2,2020.0,3.3968
REGION,GHACO2,2021.0,8.0064
REGION,GHACO2,2022.0,9.0233
REGION,GHACO2,2023.0,8.8736
REGION,GHACO2,2024.0,8.7316
REGION,GHACO2,2025.0,8.8119
REGION,GHACO2,2026.0,16.2392
REGION,GHACO2,2027.0,17.0628
REGION,GHACO2,2028.0,18.1809
REGION,GHACO2,2029.0,20.0055
REGION,GHACO2,2030.0,19.8533
REGION,GHACO2,2031.0,22.6663
REGION,GHACO2,2032.0,25.1784
REGION,GHACO2,2033.0,28.1189
REGION,GHACO2,2034.0,29.8031
REGION,GHACO2,2035.0,32.9502
REGION,GHACO2,2036.0,35.6568
REGION,GHACO2,2037.0,38.4294
REGION,GHACO2,2038.0,41.489
REGION,GHACO2,2039.0,46.0805
REGION,GHACO2,2040.0,50.8134
REGION,GHAREN,2015.0,0.0
REGION,GHAREN,2016.0,0.0
REGION,GHAREN,2017.0,0.0
REGION,GHAREN,2018.0,0.0
REGION,GHAREN,2019.0,0.0
REGION,GHAREN,2020.0,0.0
REGION,GHAREN,2021.0,-0.0
REGION,GHAREN,2022.0,-0.0
REGION,GHAREN,2023.0,-0.0
REGION,GHAREN,2024.0,-0.0
REGION,GHAREN,2025.0,-0.0
REGION,GHAREN,2026.0,-0.0
REGION,GHAREN,2027.0,-0.0
REGION,GHAREN,2028.0,-0.0
REGION,GHAREN,2029.0,-0.0
REGION,GHAREN,2030.0,-7.5405
REGION,GHAREN,2031.0,-12.4324
REGION,GHAREN,2032.0,-9.5396
REGION,GHAREN,2033.0,-2.3452
REGION,GHAREN,2034.0,-0.0
REGION,GHAREN,2035.0,0.0
REGION,GHAREN,2036.0,-0.0
REGION,GHAREN,2037.0,-0.0
REGION,GHAREN,2038.0,-0.0
REGION,GHAREN,2039.0,-0.0
REGION,GHAREN,2040.0,-0.0
REGION,GINCO2,2015.0,0.4102
REGION,GINCO2,2016.0,0.7417
REGION,GINCO2,2017.0,0.2725
REGION,GINCO2,2018.0,1.1359
REGION,GINCO2,2019.0,1.1431
REGION,GINCO2,2020.0,1.1445
REGION,GINCO2,2021.0,0.9485
REGION,GINCO2,2022.0,0.9242
REGION,GINCO2,2023.0,0.9773
REGION,GINCO2,2024.0,0.9202
REGION,GINCO2,2025.0,0.8632
REGION,GINCO2,2026.0,0.7138
REGION,GINCO2,2027.0,0.7491
REGION,GINCO2,2028.0,0.6929
REGION,GINCO2,2029.0,0.6358
