r,t,y,AnnualVariableOperatingCost
REGION,AGOHFODIP00X,2022,0.0001598120145015559
REGION,AGOHFODIP00X,2023,0.00017234271055049694
REGION,AGOHFODIP00X,2024,0.00018482837082680538
REGION,AGOHFODIP00X,2025,0.0001972671558020622
REGION,AGOHFODIP00X,2026,0.00020031142826182642
REGION,AGOHFODIP00X,2027,0.00020330624093211697
REGION,AGOHFODIP00X,2028,0.00020625098608240854
REGION,AGOHFODIP00X,2029,0.00020914540559059382
REGION,AGOHFODIP00X,2030,0.0002119896089135159
REGION,AGOHFODIP00X,2031,0.00021234295955421922
REGION,AGOHFODIP00X,2032,0.00021264594207702657
REGION,AGOHFODIP00X,2033,0.0002128986577703613
REGION,AGOHFODIP00X,2034,0.00021310219466790658
REGION,AGOHFODIP00X,2035,0.00021325806556124027
REGION,AGOHFODIP00X,2036,0.00021536973056742134
REGION,AGOHFODIP00X,2037,0.0002174357308325487
REGION,AGOHFODIP00X,2038,0.00021945623299241394
REGION,AGOHFODIP00X,2039,0.00022143106224280449
REGION,AGOHFODIP00X,2040,0.0002233598314005645
REGION,AGOHFOEMP00X,2015,-20.566665017183986
REGION,AGOHFOEMP00X,2016,-15.397992241691133
REGION,AGOHFOEMP00X,2017,-20.836156186164434
REGION,AGOHFOEMP00X,2018,-18.688633968953848
REGION,AGOHFOEMP00X,2019,-16.403936923893294
REGION,AGOHFOEMP00X,2020,-16.61694798234712
REGION,AGOHFOEMP00X,2021,-16.380538501853522
REGION,AGOHFOEMP00X,2022,-16.12874580161903
REGION,AGOHFOEMP00X,2023,-15.86205959243661
REGION,AGOHFOEMP00X,2024,-15.58096958509936
REGION,AGOHFOEMP00X,2025,-15.285965490400342
REGION,AGOHFOEMP00X,2026,-14.908516111210313
REGION,AGOHFOEMP00X,2027,-14.523538824332656
REGION,AGOHFOEMP00X,2028,-14.131400912862194
REGION,AGOHFOEMP00X,2029,-13.732469659893692
REGION,AGOHFOEMP00X,2030,-13.327112348521938
REGION,AGOHFOEMP00X,2031,-13.164907362701111
REGION,AGOHFOEMP00X,2032,-12.993934539808903
REGION,AGOHFOEMP00X,2033,-12.814193879845297
REGION,AGOHFOEMP00X,2034,-12.625685382810294
REGION,AGOHFOEMP00X,2035,-12.428409048703891
REGION,AGOHFOEMP00X,2036,-12.192554231483347
REGION,AGOHFOEMP00X,2037,-11.949685144605569
REGION,AGOHFOEMP00X,2038,-11.699801788070793
REGION,AGOHFOEMP00X,2039,-11.4429041618789
REGION,AGOHFOEMP00X,2040,-11.17899226603031
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,164.3150619473211
REGION,AGOHFOIMP00X,2016,122.89447135200362
REGION,AGOHFOIMP00X,2017,52.73835835634571
REGION,AGOHFOIMP00X,2018,56.21770086171079
REGION,AGOHFOIMP00X,2019,55.273649637767946
REGION,AGOHFOIMP00X,2020,13.967172384017998
REGION,AGOHFOIMP00X,2021,13.463615989039798
REGION,AGOHFOIMP00X,2022,12.827628811182583
REGION,AGOHFOIMP00X,2023,12.227885961880151
REGION,AGOHFOIMP00X,2024,11.60927211493072
REGION,AGOHFOIMP00X,2025,10.97261955354491
REGION,AGOHFOIMP00X,2026,10.317541533072378
REGION,AGOHFOIMP00X,2027,9.60771462771114
REGION,AGOHFOIMP00X,2028,8.902072866840388
REGION,AGOHFOIMP00X,2029,8.176955927377954
REGION,AGOHFOIMP00X,2030,7.6024280109954
REGION,AGOHFOIMP00X,2031,6.932213962656451
REGION,AGOHFOIMP00X,2032,6.2419935248161735
REGION,AGOHFOIMP00X,2033,5.531766697473398
REGION,AGOHFOIMP00X,2034,4.8015334806279535
REGION,AGOHFOIMP00X,2035,4.051293874279164
REGION,AGOHFOIMP00X,2036,3.273045322627877
REGION,AGOHFOIMP00X,2037,2.4787916593737487
REGION,AGOHFOIMP00X,2038,1.6685328845175778
REGION,AGOHFOIMP00X,2039,0.7071911068250752
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2015,0.00011803924800000001
REGION,AGOHYDLSP00X,2016,0.00011803924800000001
REGION,AGOHYDLSP00X,2017,0.0003169306410069242
REGION,AGOHYDLSP00X,2018,0.0003457065237688622
REGION,AGOHYDLSP00X,2019,0.00047166237456749185
REGION,AGOHYDLSP00X,2020,0.000516887062182134
REGION,AGOHYDLSP00X,2021,0.000528480288
REGION,AGOHYDLSP00X,2022,0.0005284802879999999
REGION,AGOHYDLSP00X,2023,0.000528480288
REGION,AGOHYDLSP00X,2024,0.000853537608
REGION,AGOHYDLSP00X,2025,0.000853537608
REGION,AGOHYDLSP00X,2026,0.000853537608
REGION,AGOHYDLSP00X,2027,0.0008535376079999999
REGION,AGOHYDLSP00X,2028,0.0008535376079999999
REGION,AGOHYDLSP00X,2029,0.000853537608
REGION,AGOHYDLSP00X,2030,0.0009149901101838321
REGION,AGOHYDLSP00X,2031,0.000914990110183832
REGION,AGOHYDLSP00X,2032,0.0009797347752873743
REGION,AGOHYDLSP00X,2033,0.0010546327752873749
REGION,AGOHYDLSP00X,2034,0.0011194999485975479
REGION,AGOHYDLSP00X,2035,0.0011895291087283704
REGION,AGOHYDLSP00X,2036,0.0012624124637709982
REGION,AGOHYDLSP00X,2037,0.0013349176625839475
REGION,AGOHYDLSP00X,2038,0.0014098156625839474
REGION,AGOHYDLSP00X,2039,0.0014847136625839473
REGION,AGOHYDLSP00X,2040,0.0015596116625839474
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2027,0.0001321242302341414
REGION,AGOHYDMSP00X,2028,0.00014998054657056024
REGION,AGOHYDMSP00X,2029,0.00020427550950301914
REGION,AGOHYDMSP00X,2030,0.00020427550950301917
REGION,AGOHYDMSP00X,2031,0.00024478122495734877
REGION,AGOHYDMSP00X,2032,0.0002447812249573488
REGION,AGOHYDMSP00X,2033,0.0002532015044052779
REGION,AGOHYDMSP00X,2034,0.00025320150440527795
REGION,AGOHYDMSP00X,2035,0.00025320150440527795
REGION,AGOHYDMSP00X,2036,0.00025320150440527795
REGION,AGOHYDMSP00X,2037,0.000253201504405278
REGION,AGOHYDMSP00X,2038,0.0002568675644080623
REGION,AGOHYDMSP00X,2039,0.0002606213936391379
REGION,AGOHYDMSP00X,2040,0.0002667283812499262
REGION,AGOLFODIP00X,2015,0.0019127865214736872
REGION,AGOLFODIP00X,2016,0.0018697130811789503
REGION,AGOLFODIP00X,2017,0.0015511234766315818
REGION,AGOLFODIP00X,2018,0.0015435070590736869
REGION,AGOLFODIP00X,2019,0.0016544595210787505
REGION,AGOLFODIP00X,2020,0.0015285881444633165
REGION,AGOLFODIP00X,2021,0.0016932394387019162
REGION,AGOLFODIP00X,2022,0.0018378381667678951
REGION,AGOLFODIP00X,2023,0.0019819411713307054
REGION,AGOLFODIP00X,2024,0.0021255262645082647
REGION,AGOLFODIP00X,2025,0.0022685722917237163
REGION,AGOLFODIP00X,2026,0.002303581425011001
REGION,AGOLFODIP00X,2027,0.0023380217707193486
REGION,AGOLFODIP00X,2028,0.002371886339947696
REGION,AGOLFODIP00X,2029,0.0024051721642918216
REGION,AGOLFODIP00X,2030,0.002437880502505432
REGION,AGOLFODIP00X,2031,0.0024419440348735187
REGION,AGOLFODIP00X,2032,0.002445428333885803
REGION,AGOLFODIP00X,2033,0.00244833456435915
REGION,AGOLFODIP00X,2034,0.002450675238680919
REGION,AGOLFODIP00X,2035,0.0024524677539542665
REGION,AGOLFODIP00X,2036,0.00247675190152534
REGION,AGOLFODIP00X,2037,0.0025005109045743083
REGION,AGOLFODIP00X,2038,0.002523746679412761
REGION,AGOLFODIP00X,2039,0.002546457215792256
REGION,AGOLFODIP00X,2040,0.0025686380611064873
REGION,AGOLFOEMP00X,2015,-401.3615839717118
REGION,AGOLFOEMP00X,2016,-300.46357460710783
REGION,AGOLFOEMP00X,2017,-406.5373406147144
REGION,AGOLFOEMP00X,2018,-364.5984197714254
REGION,AGOLFOEMP00X,2019,-319.9918853627527
REGION,AGOLFOEMP00X,2020,-327.74662519609257
REGION,AGOLFOEMP00X,2021,-323.1398643940937
REGION,AGOLFOEMP00X,2022,-318.22903348259763
REGION,AGOLFOEMP00X,2023,-313.02361611467154
REGION,AGOLFOEMP00X,2024,-307.53309594337946
REGION,AGOLFOEMP00X,2025,-301.7669566217908
REGION,AGOLFOEMP00X,2026,-294.37184916793194
REGION,AGOLFOEMP00X,2027,-286.82633654142666
REGION,AGOLFOEMP00X,2028,-279.13753148207655
REGION,AGOLFOEMP00X,2029,-271.31254672968004
REGION,AGOLFOEMP00X,2030,-260.43787033527707
REGION,AGOLFOEMP00X,2031,-257.2680673081689
REGION,AGOLFOEMP00X,2032,-253.92692357689498
REGION,AGOLFOEMP00X,2033,-250.41443914145154
REGION,AGOLFOEMP00X,2034,-246.73061400184162
REGION,AGOLFOEMP00X,2035,-242.8754481580623
REGION,AGOLFOEMP00X,2036,-238.26638321594484
REGION,AGOLFOEMP00X,2037,-233.52024571049208
REGION,AGOLFOEMP00X,2038,-228.6370356417053
REGION,AGOLFOEMP00X,2039,-226.124455168335
REGION,AGOLFOEMP00X,2040,-218.45939781412957
REGION,AGOLFOIMP00X,2015,1491.0407988460595
REGION,AGOLFOIMP00X,2016,1114.7494444381564
REGION,AGOLFOIMP00X,2017,770.0778825689232
REGION,AGOLFOIMP00X,2018,785.8240879213866
REGION,AGOLFOIMP00X,2019,805.4158821260035
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2015,0.00012723785822871524
REGION,AGOLFORCP01O,2016,0.00013602375508252183
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2015,-2489.4796250271997
REGION,AGOLNGEXP00X,2016,-2374.963562275951
REGION,AGOLNGEXP00X,2017,-2453.9925221930625
REGION,AGOLNGEXP00X,2018,-2866.716310694823
REGION,AGOLNGEXP00X,2019,-2737.714076713557
REGION,AGOLNGEXP00X,2020,-2748.842995724588
REGION,AGOLNGEXP00X,2021,-2759.971914735619
REGION,AGOLNGEXP00X,2022,-2771.1008337466465
REGION,AGOLNGEXP00X,2023,-2782.2297527576807
REGION,AGOLNGEXP00X,2024,-2793.358671768715
REGION,AGOLNGEXP00X,2025,-2383.74947215127
REGION,AGOLNGEXP00X,2026,-2378.073878169954
REGION,AGOLNGEXP00X,2027,-2372.398284188644
REGION,AGOLNGEXP00X,2028,-2366.7226902073303
REGION,AGOLNGEXP00X,2029,-2361.0470962260206
REGION,AGOLNGEXP00X,2030,-2355.371502244704
REGION,AGOLNGEXP00X,2031,-2366.7226902073303
REGION,AGOLNGEXP00X,2032,-2378.073878169954
REGION,AGOLNGEXP00X,2033,-2389.4250661325864
REGION,AGOLNGEXP00X,2034,-2400.77625409521
REGION,AGOLNGEXP00X,2035,-2412.1274420578366
REGION,AGOLNGEXP00X,2036,-2429.154224001768
REGION,AGOLNGEXP00X,2037,-2446.1810059457066
REGION,AGOLNGEXP00X,2038,-2463.20778788964
REGION,AGOLNGEXP00X,2039,-2480.234569833586
REGION,AGOLNGEXP00X,2040,-2497.261351777522
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2040,0.0
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,0.000263340007
REGION,AGONGADIP00X,2016,0.00024653699699999997
REGION,AGONGADIP00X,2017,0.00013977393199999998
REGION,AGONGADIP00X,2018,0.000135610452
REGION,AGONGADIP00X,2019,0.000141218498403208
REGION,AGONGADIP00X,2020,0.000147058460444161
REGION,AGONGADIP00X,2021,0.000153139928782274
REGION,AGONGADIP00X,2022,0.00015947289068992198
REGION,AGONGADIP00X,2023,0.00016606774645400998
REGION,AGONGADIP00X,2024,0.00017293532645580898
REGION,AGONGADIP00X,2025,0.00018008690895711998
REGION,AGONGADIP00X,2026,0.00018753423862195897
REGION,AGONGADIP00X,2027,0.000195289545804197
REGION,AGONGADIP00X,2028,0.00020336556663282297
REGION,AGONGADIP00X,2029,0.000211775563927807
REGION,AGONGADIP00X,2030,0.00022053334898092797
REGION,AGONGADIP00X,2031,0.00022965330423732597
REGION,AGONGADIP00X,2032,0.00023915040691502296
REGION,AGONGADIP00X,2033,0.00024904025360121697
REGION,AGONGADIP00X,2034,0.00025933908586572597
REGION,AGONGADIP00X,2035,0.000270063816933656
REGION,AGONGADIP00X,2036,0.00028123205946109297
REGION,AGONGADIP00X,2037,0.000292862154459431
REGION,AGONGADIP00X,2038,0.00030497320141584
REGION,AGONGADIP00X,2039,0.000317585089659343
REGION,AGONGADIP00X,2040,0.00033071853102399894
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2015,2148.3176480657044
REGION,AGONGAPRP00X,2016,2061.5402795470463
REGION,AGONGAPRP00X,2017,2045.5432767716316
REGION,AGONGAPRP00X,2018,2412.8999208786404
REGION,AGONGAPRP00X,2019,2334.5030381591023
REGION,AGONGAPRP00X,2020,2374.59253334571
REGION,AGONGAPRP00X,2021,2376.1046954439325
REGION,AGONGAPRP00X,2022,2445.7466034104023
REGION,AGONGAPRP00X,2023,2448.206598636487
REGION,AGONGAPRP00X,2024,2381.2317001368588
REGION,AGONGAPRP00X,2025,2069.9742476400697
REGION,AGONGAPRP00X,2026,2082.4693589260787
REGION,AGONGAPRP00X,2027,2061.7070495364173
REGION,AGONGAPRP00X,2028,2127.6378328543697
REGION,AGONGAPRP00X,2029,2121.486317174668
REGION,AGONGAPRP00X,2030,2086.50983626617
REGION,AGONGAPRP00X,2031,2090.24205163833
REGION,AGONGAPRP00X,2032,2083.7721849301256
REGION,AGONGAPRP00X,2033,2073.8418103678664
REGION,AGONGAPRP00X,2034,2086.574985549966
REGION,AGONGAPRP00X,2035,2085.0654977912313
REGION,AGONGAPRP00X,2036,2108.43708735056
REGION,AGONGAPRP00X,2037,2132.309555968633
REGION,AGONGAPRP00X,2038,2156.7066356419123
REGION,AGONGAPRP00X,2039,2181.6531535580225
REGION,AGONGAPRP00X,2040,2207.1750820914967
REGION,AGONGGCP01N,2040,0.0
