r,e,y,AnnualEmissions
REGION,BENREN,2027.0,-25.62
REGION,BENREN,2028.0,-23.4707
REGION,BENREN,2029.0,-21.4886
REGION,BENREN,2030.0,-19.9784
REGION,BENREN,2031.0,-20.0266
REGION,BENREN,2032.0,-20.1624
REGION,BENREN,2033.0,-20.2492
REGION,BENREN,2034.0,-20.3361
REGION,BENREN,2035.0,-20.4229
REGION,BENREN,2036.0,-20.5182
REGION,BENREN,2037.0,-20.6136
REGION,BENREN,2038.0,-20.7089
REGION,BENREN,2039.0,-20.8042
REGION,BENREN,2040.0,-20.8995
REGION,BFACO2,2015.0,0.2808
REGION,BFACO2,2016.0,0.2945
REGION,BFACO2,2017.0,0.3149
REGION,BFACO2,2018.0,0.3635
REGION,BFACO2,2019.0,0.3985
REGION,BFACO2,2020.0,0.2847
REGION,BFACO2,2021.0,0.2668
REGION,BFACO2,2022.0,0.2527
REGION,BFACO2,2023.0,0.2387
REGION,BFACO2,2024.0,0.2247
REGION,BFACO2,2025.0,0.2139
REGION,BFACO2,2026.0,0.1965
REGION,BFACO2,2027.0,0.1825
REGION,BFACO2,2028.0,0.1684
REGION,BFACO2,2029.0,0.1544
REGION,BFACO2,2030.0,0.1403
REGION,BFACO2,2031.0,0.1263
REGION,BFACO2,2032.0,0.1123
REGION,BFACO2,2033.0,0.0982
REGION,BFACO2,2034.0,0.0842
REGION,BFACO2,2035.0,0.0701
REGION,BFACO2,2036.0,0.0561
REGION,BFACO2,2037.0,0.0421
REGION,BFACO2,2038.0,0.0281
REGION,BFACO2,2039.0,0.014
REGION,BFACO2,2040.0,0.0313
REGION,BFAREN,2015.0,0.0
REGION,BFAREN,2016.0,0.0
REGION,BFAREN,2017.0,0.0
REGION,BFAREN,2018.0,0.0
REGION,BFAREN,2019.0,0.0
REGION,BFAREN,2020.0,0.0
REGION,BFAREN,2021.0,-5.2324
REGION,BFAREN,2022.0,-4.8388
REGION,BFAREN,2023.0,-4.3857
REGION,BFAREN,2024.0,-3.7956
REGION,BFAREN,2025.0,-3.7572
REGION,BFAREN,2026.0,-4.5978
REGION,BFAREN,2027.0,-5.1772
REGION,BFAREN,2028.0,-5.6363
REGION,BFAREN,2029.0,-5.8742
REGION,BFAREN,2030.0,-5.8945
REGION,BFAREN,2031.0,-6.0541
REGION,BFAREN,2032.0,-6.2561
REGION,BFAREN,2033.0,-6.8807
REGION,BFAREN,2034.0,-7.1356
REGION,BFAREN,2035.0,-7.3123
REGION,BFAREN,2036.0,-8.0424
REGION,BFAREN,2037.0,-8.5426
REGION,BFAREN,2038.0,-8.9364
REGION,BFAREN,2039.0,-9.3314
REGION,BFAREN,2040.0,-9.6175
REGION,BWACO2,2015.0,3.9987
REGION,BWACO2,2016.0,3.9963
REGION,BWACO2,2017.0,3.6783
REGION,BWACO2,2018.0,3.5123
REGION,BWACO2,2019.0,4.2312
REGION,BWACO2,2020.0,4.3425
REGION,BWACO2,2021.0,1.1745
REGION,BWACO2,2022.0,1.1667
REGION,BWACO2,2023.0,1.1099
REGION,BWACO2,2024.0,1.0531
REGION,BWACO2,2025.0,0.9964
REGION,BWACO2,2026.0,0.9372
REGION,BWACO2,2027.0,0.8807
REGION,BWACO2,2028.0,0.8242
REGION,BWACO2,2029.0,0.7677
REGION,BWACO2,2030.0,0.7112
REGION,BWACO2,2031.0,0.6547
REGION,BWACO2,2032.0,0.5981
REGION,BWACO2,2033.0,0.5416
REGION,BWACO2,2034.0,0.4851
REGION,BWACO2,2035.0,0.4286
REGION,BWACO2,2036.0,0.3721
REGION,BWACO2,2037.0,0.3156
REGION,BWACO2,2038.0,0.2591
REGION,BWACO2,2039.0,0.2025
REGION,BWACO2,2040.0,0.146
REGION,BWAREN,2015.0,0.0
REGION,BWAREN,2016.0,0.0
REGION,BWAREN,2017.0,0.0
REGION,BWAREN,2018.0,0.0
REGION,BWAREN,2019.0,0.0
REGION,BWAREN,2020.0,0.0
REGION,BWAREN,2021.0,-174.4628
REGION,BWAREN,2022.0,-83.2185
REGION,BWAREN,2023.0,-52.8165
REGION,BWAREN,2024.0,-37.6103
REGION,BWAREN,2025.0,-28.5204
REGION,BWAREN,2026.0,-23.3796
REGION,BWAREN,2027.0,-21.4195
REGION,BWAREN,2028.0,-20.2129
REGION,BWAREN,2029.0,-19.09
REGION,BWAREN,2030.0,-20.3178
REGION,BWAREN,2031.0,-24.0065
REGION,BWAREN,2032.0,-28.5828
REGION,BWAREN,2033.0,-34.7329
REGION,BWAREN,2034.0,-40.8829
REGION,BWAREN,2035.0,-45.5178
REGION,BWAREN,2036.0,-49.0043
REGION,BWAREN,2037.0,-52.4878
REGION,BWAREN,2038.0,-55.9682
REGION,BWAREN,2039.0,-59.4445
REGION,BWAREN,2040.0,-62.8268
REGION,CAFCO2,2015.0,0.0987
REGION,CAFCO2,2016.0,0.0991
REGION,CAFCO2,2017.0,0.0796
REGION,CAFCO2,2018.0,0.0801
REGION,CAFCO2,2019.0,0.0849
REGION,CAFCO2,2020.0,0.0864
REGION,CAFCO2,2021.0,0.0181
REGION,CAFCO2,2022.0,0.0452
REGION,CAFCO2,2023.0,0.0102
REGION,CAFCO2,2024.0,0.0097
REGION,CAFCO2,2025.0,0.0092
REGION,CAFCO2,2026.0,0.0088
REGION,CAFCO2,2027.0,0.0085
REGION,CAFCO2,2028.0,0.0086
REGION,CAFCO2,2029.0,0.0086
REGION,CAFCO2,2030.0,0.0079
REGION,CAFCO2,2031.0,0.0082
REGION,CAFCO2,2032.0,0.0083
REGION,CAFCO2,2033.0,0.0084
REGION,CAFCO2,2034.0,0.0085
REGION,CAFCO2,2035.0,0.0082
REGION,CAFCO2,2036.0,0.0077
REGION,CAFCO2,2037.0,0.0072
REGION,CAFCO2,2038.0,0.0071
REGION,CAFCO2,2039.0,0.0068
REGION,CAFCO2,2040.0,0.0065
REGION,CIVCO2,2015.0,2.0878
REGION,CIVCO2,2016.0,2.1829
REGION,CIVCO2,2017.0,3.3193
REGION,CIVCO2,2018.0,2.1356
REGION,CIVCO2,2019.0,2.1885
REGION,CIVCO2,2020.0,2.6148
REGION,CIVCO2,2021.0,2.2837
REGION,CIVCO2,2022.0,2.2146
REGION,CIVCO2,2023.0,0.958
REGION,CIVCO2,2024.0,0.9188
REGION,CIVCO2,2025.0,0.8795
REGION,CIVCO2,2026.0,1.0456
REGION,CIVCO2,2027.0,0.7875
REGION,CIVCO2,2028.0,0.7477
REGION,CIVCO2,2029.0,0.7079
REGION,CIVCO2,2030.0,0.6682
REGION,CIVCO2,2031.0,0.6284
REGION,CIVCO2,2032.0,0.6321
REGION,CIVCO2,2033.0,0.6016
REGION,CIVCO2,2034.0,0.6175
REGION,CIVCO2,2035.0,0.6383
REGION,CIVCO2,2036.0,0.6865
REGION,CIVCO2,2037.0,0.76
REGION,CIVCO2,2038.0,0.7963
REGION,CIVCO2,2039.0,0.8202
REGION,CIVCO2,2040.0,0.9504
REGION,CIVREN,2015.0,0.0
REGION,CIVREN,2016.0,0.0
REGION,CIVREN,2017.0,0.0
REGION,CIVREN,2018.0,0.0
REGION,CIVREN,2019.0,0.0
REGION,CIVREN,2020.0,0.0
REGION,CIVREN,2021.0,-1886.673
REGION,CIVREN,2022.0,-919.5034
REGION,CIVREN,2023.0,-713.5973
REGION,CIVREN,2024.0,-525.238
REGION,CIVREN,2025.0,-412.3297
REGION,CIVREN,2026.0,-334.9927
REGION,CIVREN,2027.0,-283.5908
REGION,CIVREN,2028.0,-255.7796
REGION,CIVREN,2029.0,-233.8064
REGION,CIVREN,2030.0,-219.0124
REGION,CIVREN,2031.0,-233.1495
REGION,CIVREN,2032.0,-273.5453
REGION,CIVREN,2033.0,-292.8746
REGION,CIVREN,2034.0,-330.889
REGION,CIVREN,2035.0,-371.7891
REGION,CIVREN,2036.0,-430.3805
REGION,CIVREN,2037.0,-504.2677
REGION,CIVREN,2038.0,-555.6364
REGION,CIVREN,2039.0,-599.4502
REGION,CIVREN,2040.0,-634.6371
REGION,CMRCO2,2015.0,2.5503
REGION,CMRCO2,2016.0,2.4774
REGION,CMRCO2,2017.0,2.9277
REGION,CMRCO2,2018.0,2.7006
REGION,CMRCO2,2019.0,2.939
REGION,CMRCO2,2020.0,2.1815
REGION,CMRCO2,2021.0,1.7463
REGION,CMRCO2,2022.0,0.6018
REGION,CMRCO2,2023.0,0.4072
REGION,CMRCO2,2024.0,0.3876
REGION,CMRCO2,2025.0,0.368
REGION,CMRCO2,2026.0,0.3485
REGION,CMRCO2,2027.0,0.2986
REGION,CMRCO2,2028.0,0.2919
REGION,CMRCO2,2029.0,0.2527
REGION,CMRCO2,2030.0,0.231
REGION,CMRCO2,2031.0,0.2393
REGION,CMRCO2,2032.0,0.2704
REGION,CMRCO2,2033.0,0.3052
REGION,CMRCO2,2034.0,0.2885
REGION,CMRCO2,2035.0,0.2965
REGION,CMRCO2,2036.0,0.3053
REGION,CMRCO2,2037.0,0.3162
REGION,CMRCO2,2038.0,0.332
REGION,CMRCO2,2039.0,0.3274
REGION,CMRCO2,2040.0,0.3234
REGION,CMRREN,2015.0,0.0
REGION,CMRREN,2016.0,0.0
REGION,CMRREN,2017.0,0.0
REGION,CMRREN,2018.0,0.0
REGION,CMRREN,2019.0,0.0
REGION,CMRREN,2020.0,0.0
REGION,CMRREN,2021.0,-1232.1499
REGION,CMRREN,2022.0,-868.0247
REGION,CMRREN,2023.0,-627.8355
REGION,CMRREN,2024.0,-484.7487
REGION,CMRREN,2025.0,-398.8809
REGION,CMRREN,2026.0,-342.7667
REGION,CMRREN,2027.0,-302.8965
REGION,CMRREN,2028.0,-269.3424
REGION,CMRREN,2029.0,-243.2818
REGION,CMRREN,2030.0,-221.6046
REGION,CMRREN,2031.0,-203.7145
REGION,CMRREN,2032.0,-187.4743
REGION,CMRREN,2033.0,-173.8029
REGION,CMRREN,2034.0,-165.8698
REGION,CMRREN,2035.0,-156.8495
REGION,CMRREN,2036.0,-163.8285
REGION,CMRREN,2037.0,-170.6695
REGION,CMRREN,2038.0,-177.292
REGION,CMRREN,2039.0,-185.9716
REGION,CMRREN,2040.0,-194.727
REGION,CODCO2,2015.0,0.0511
REGION,CODCO2,2016.0,0.0511
REGION,CODCO2,2017.0,0.0511
REGION,CODCO2,2018.0,0.0568
REGION,CODCO2,2019.0,0.0532
REGION,CODCO2,2020.0,0.0523
REGION,CODCO2,2021.0,0.0546
REGION,CODCO2,2022.0,0.0528
REGION,CODCO2,2023.0,0.0508
REGION,CODCO2,2024.0,0.0488
REGION,CODCO2,2025.0,0.0449
REGION,CODCO2,2026.0,0.0468
REGION,CODCO2,2027.0,0.0471
REGION,CODCO2,2028.0,0.0457
REGION,CODCO2,2029.0,0.0462
REGION,CODCO2,2030.0,0.0459
REGION,CODCO2,2031.0,0.0455
REGION,CODCO2,2032.0,0.0444
REGION,CODCO2,2033.0,0.0426
REGION,CODCO2,2034.0,0.0417
REGION,CODCO2,2035.0,0.0399
REGION,CODCO2,2036.0,0.0387
REGION,CODCO2,2037.0,0.0378
REGION,CODCO2,2038.0,0.0373
REGION,CODCO2,2039.0,0.0372
REGION,CODCO2,2040.0,0.0354
REGION,COGCO2,2015.0,0.6459
REGION,COGCO2,2016.0,0.7413
REGION,COGCO2,2017.0,0.8
REGION,COGCO2,2018.0,0.8148
REGION,COGCO2,2019.0,0.9836
REGION,COGCO2,2020.0,1.014
REGION,COGCO2,2021.0,0.7386
REGION,COGCO2,2022.0,0.3517
REGION,COGCO2,2023.0,0.3054
REGION,COGCO2,2024.0,0.262
REGION,COGCO2,2025.0,0.2439
REGION,COGCO2,2026.0,0.2282
REGION,COGCO2,2027.0,0.217
REGION,COGCO2,2028.0,0.1962
REGION,COGCO2,2029.0,0.1801
REGION,COGCO2,2030.0,0.164
REGION,COGCO2,2031.0,0.1482
REGION,COGCO2,2032.0,0.1323
REGION,COGCO2,2033.0,0.1163
REGION,COGCO2,2034.0,0.1002
REGION,COGCO2,2035.0,0.0841
REGION,COGCO2,2036.0,0.0681
REGION,COGCO2,2037.0,0.052
REGION,COGCO2,2038.0,0.036
REGION,COGCO2,2039.0,0.0199
REGION,COGCO2,2040.0,0.0039
REGION,DJICO2,2015.0,0.1528
REGION,DJICO2,2016.0,0.1528
REGION,DJICO2,2017.0,0.155
REGION,DJICO2,2018.0,0.1551
REGION,DJICO2,2019.0,0.1552
REGION,DJICO2,2020.0,0.1552
REGION,DJICO2,2021.0,0.1533
REGION,DJICO2,2022.0,0.1457
REGION,DJICO2,2023.0,0.1344
REGION,DJICO2,2024.0,0.1246
REGION,DJICO2,2025.0,0.117
REGION,DJICO2,2026.0,0.1115
REGION,DJICO2,2027.0,0.1016
REGION,DJICO2,2028.0,0.0939
REGION,DJICO2,2029.0,0.0898
REGION,DJICO2,2030.0,0.0822
REGION,DJICO2,2031.0,0.0745
REGION,DJICO2,2032.0,0.0669
REGION,DJICO2,2033.0,0.0593
REGION,DJICO2,2034.0,0.0516
REGION,DJICO2,2035.0,0.044
REGION,DJICO2,2036.0,0.043
REGION,DJICO2,2037.0,0.0353
REGION,DJICO2,2038.0,0.0277
REGION,DJICO2,2039.0,0.0327
REGION,DJICO2,2040.0,0.0276
REGION,DZACO2,2015.0,35.0198
REGION,DZACO2,2016.0,32.2869
REGION,DZACO2,2017.0,36.8853
REGION,DZACO2,2018.0,33.4537
REGION,DZACO2,2019.0,37.9425
REGION,DZACO2,2020.0,36.1251
REGION,DZACO2,2021.0,37.6354
REGION,DZACO2,2022.0,40.7804
REGION,DZACO2,2023.0,43.5951
REGION,DZACO2,2024.0,46.5402
REGION,DZACO2,2025.0,47.3705
REGION,DZACO2,2026.0,48.7808
REGION,DZACO2,2027.0,48.7323
REGION,DZACO2,2028.0,47.3426
REGION,DZACO2,2029.0,46.2641
REGION,DZACO2,2030.0,42.7269
REGION,DZACO2,2031.0,44.0774
REGION,DZACO2,2032.0,42.9693
REGION,DZACO2,2033.0,41.8612
REGION,DZACO2,2034.0,40.7551
REGION,DZACO2,2035.0,39.6495
REGION,DZACO2,2036.0,38.4808
REGION,DZACO2,2037.0,37.011
REGION,DZACO2,2038.0,35.3643
REGION,DZACO2,2039.0,34.1709
REGION,DZACO2,2040.0,32.7936
REGION,DZAREN,2015.0,0.0
REGION,DZAREN,2016.0,0.0
REGION,DZAREN,2017.0,0.0
REGION,DZAREN,2018.0,0.0
REGION,DZAREN,2019.0,0.0
REGION,DZAREN,2020.0,0.0
REGION,DZAREN,2021.0,-305.1852
REGION,DZAREN,2022.0,-149.2595
REGION,DZAREN,2023.0,-95.7635
REGION,DZAREN,2024.0,-21.5565
REGION,DZAREN,2025.0,-54.2221
REGION,DZAREN,2026.0,-20.867
REGION,DZAREN,2027.0,-28.7195
REGION,DZAREN,2028.0,-109.1516
REGION,DZAREN,2029.0,-170.9146
REGION,DZAREN,2030.0,-0.0
REGION,DZAREN,2031.0,-32.9271
REGION,DZAREN,2032.0,-90.8572
REGION,DZAREN,2033.0,-148.7872
REGION,DZAREN,2034.0,-199.2682
REGION,DZAREN,2035.0,-248.0285
REGION,DZAREN,2036.0,-293.9958
REGION,DZAREN,2037.0,-365.9477
REGION,DZAREN,2038.0,-444.8753
REGION,DZAREN,2039.0,-519.1931
REGION,DZAREN,2040.0,-583.6431
REGION,EGYCO2,2015.0,69.7511
REGION,EGYCO2,2016.0,66.176
REGION,EGYCO2,2017.0,68.346
REGION,EGYCO2,2018.0,64.7414
REGION,EGYCO2,2019.0,70.6356
REGION,EGYCO2,2020.0,71.6661
REGION,EGYCO2,2021.0,67.8226
REGION,EGYCO2,2022.0,81.8763
REGION,EGYCO2,2023.0,84.5505
REGION,EGYCO2,2024.0,87.7127
REGION,EGYCO2,2025.0,86.9921
REGION,EGYCO2,2026.0,93.6423
REGION,EGYCO2,2027.0,86.6084
REGION,EGYCO2,2028.0,90.898
REGION,EGYCO2,2029.0,95.6856
REGION,EGYCO2,2030.0,101.075
REGION,EGYCO2,2031.0,102.3892
REGION,EGYCO2,2032.0,105.5553
REGION,EGYCO2,2033.0,106.622
REGION,EGYCO2,2034.0,109.1791
REGION,EGYCO2,2035.0,111.29
REGION,EGYCO2,2036.0,116.8043
REGION,EGYCO2,2037.0,121.5572
REGION,EGYCO2,2038.0,126.006
REGION,EGYCO2,2039.0,131.3451
REGION,EGYCO2,2040.0,143.9353
REGION,EGYREN,2015.0,0.0
REGION,EGYREN,2016.0,0.0
REGION,EGYREN,2017.0,0.0
REGION,EGYREN,2018.0,0.0
REGION,EGYREN,2019.0,0.0
REGION,EGYREN,2020.0,0.0
REGION,EGYREN,2021.0,-0.0
REGION,EGYREN,2022.0,-0.0
REGION,EGYREN,2023.0,-154.2258
REGION,EGYREN,2024.0,-271.4605
REGION,EGYREN,2025.0,-411.0275
REGION,EGYREN,2026.0,-523.4935
REGION,EGYREN,2027.0,-696.1306
REGION,EGYREN,2028.0,-869.2945
REGION,EGYREN,2029.0,-1038.6801
REGION,EGYREN,2030.0,-1203.7724
REGION,EGYREN,2031.0,-1417.3799
REGION,EGYREN,2032.0,-1612.597
REGION,EGYREN,2033.0,-1912.202
REGION,EGYREN,2034.0,-2179.6743
REGION,EGYREN,2035.0,-2449.394
REGION,EGYREN,2036.0,-2708.4071
REGION,EGYREN,2037.0,-2963.0717
REGION,EGYREN,2038.0,-3218.9686
REGION,EGYREN,2039.0,-3470.8845
REGION,EGYREN,2040.0,-3595.788
REGION,ERICO2,2015.0,0.2648
REGION,ERICO2,2016.0,0.2561
REGION,ERICO2,2017.0,0.2616
REGION,ERICO2,2018.0,0.3275
REGION,ERICO2,2019.0,0.3442
REGION,ERICO2,2020.0,0.346
REGION,ERICO2,2021.0,0.2919
REGION,ERICO2,2022.0,0.3118
REGION,ERICO2,2023.0,0.3308
REGION,ERICO2,2024.0,0.1339
REGION,ERICO2,2025.0,0.128
REGION,ERICO2,2026.0,0.122
REGION,ERICO2,2027.0,0.1154
REGION,ERICO2,2028.0,0.1061
REGION,ERICO2,2029.0,0.0992
REGION,ERICO2,2030.0,0.0917
REGION,ERICO2,2031.0,0.0853
REGION,ERICO2,2032.0,0.0783
REGION,ERICO2,2033.0,0.0713
REGION,ERICO2,2034.0,0.064
REGION,ERICO2,2035.0,0.0568
REGION,ERICO2,2036.0,0.0496
REGION,ERICO2,2037.0,0.0423
REGION,ERICO2,2038.0,0.0391
REGION,ERICO2,2039.0,0.0354
REGION,ERICO2,2040.0,0.0317
REGION,ERIREN,2015.0,0.0
REGION,ERIREN,2016.0,0.0
REGION,ERIREN,2017.0,0.0
REGION,ERIREN,2018.0,0.0
REGION,ERIREN,2019.0,0.0
REGION,ERIREN,2020.0,0.0
REGION,ERIREN,2021.0,-4.6298
REGION,ERIREN,2022.0,-1.2065
REGION,ERIREN,2023.0,-0.0
REGION,ERIREN,2024.0,-0.5398
REGION,ERIREN,2025.0,-0.2481
REGION,ERIREN,2026.0,-0.0673
REGION,ERIREN,2027.0,-0.0001
REGION,ERIREN,2028.0,-0.0498
REGION,ERIREN,2029.0,-0.0073
REGION,ERIREN,2030.0,-0.0
REGION,ERIREN,2031.0,-0.054
REGION,ERIREN,2032.0,-0.1339
REGION,ERIREN,2033.0,-0.2095
REGION,ERIREN,2034.0,-0.2948
REGION,ERIREN,2035.0,-0.3897
REGION,ERIREN,2036.0,-0.4836
REGION,ERIREN,2037.0,-0.5647
REGION,ERIREN,2038.0,-0.6282
REGION,ERIREN,2039.0,-0.6898
REGION,ERIREN,2040.0,-0.767
REGION,ETHCO2,2015.0,0.1471
REGION,ETHCO2,2016.0,0.1606
REGION,ETHCO2,2017.0,0.1384
REGION,ETHCO2,2018.0,0.1387
REGION,ETHCO2,2019.0,0.1458
REGION,ETHCO2,2020.0,0.1594
REGION,ETHCO2,2021.0,0.2187
REGION,ETHCO2,2022.0,0.247
REGION,ETHCO2,2023.0,0.1743
REGION,ETHCO2,2024.0,0.1525
REGION,ETHCO2,2025.0,0.1501
REGION,ETHCO2,2026.0,0.164
REGION,ETHCO2,2027.0,0.1845
REGION,ETHCO2,2028.0,0.2047
REGION,ETHCO2,2029.0,0.2261
REGION,ETHCO2,2030.0,0.2485
REGION,ETHCO2,2031.0,0.2786
REGION,ETHCO2,2032.0,0.3051
REGION,ETHCO2,2033.0,0.3033
REGION,ETHCO2,2034.0,0.3021
REGION,ETHCO2,2035.0,0.2947
REGION,ETHCO2,2036.0,0.2884
REGION,ETHCO2,2037.0,0.2821
REGION,ETHCO2,2038.0,0.2758
REGION,ETHCO2,2039.0,0.2696
REGION,ETHCO2,2040.0,0.2628
REGION,GABCO2,2015.0,1.1878
REGION,GABCO2,2016.0,1.2799
REGION,GABCO2,2017.0,1.3719
REGION,GABCO2,2018.0,1.3565
REGION,GABCO2,2019.0,1.4026
REGION,GABCO2,2020.0,1.0125
REGION,GABCO2,2021.0,1.1163
REGION,GABCO2,2022.0,1.295
REGION,GABCO2,2023.0,0.2361
REGION,GABCO2,2024.0,0.238
REGION,GABCO2,2025.0,0.2455
REGION,GABCO2,2026.0,0.2202
REGION,GABCO2,2027.0,0.1915
REGION,GABCO2,2028.0,0.1652
REGION,GABCO2,2029.0,0.1621
REGION,GABCO2,2030.0,0.1387
REGION,GABCO2,2031.0,0.1256
REGION,GABCO2,2032.0,0.1124
REGION,GABCO2,2033.0,0.0993
REGION,GABCO2,2034.0,0.0861
REGION,GABCO2,2035.0,0.0729
REGION,GABCO2,2036.0,0.061
REGION,GABCO2,2037.0,0.0504
REGION,GABCO2,2038.0,0.0397
REGION,GABCO2,2039.0,0.0291
REGION,GABCO2,2040.0,0.0181
REGION,GHACO2,2015.0,3.6148
REGION,GHACO2,2016.0,6.4084
REGION,GHACO2,2017.0,7.1033
REGION,GHACO2,2018.0,7.5444
REGION,GHACO2,2019.0,7.3515
REGION,GHACO2,2020.0,6.3781
REGION,GHACO2,2021.0,4.0329
REGION,GHACO2,2022.0,3.9303
REGION,GHACO2,2023.0,1.191
REGION,GHACO2,2024.0,2.045
REGION,GHACO2,2025.0,2.9734
REGION,GHACO2,2026.0,3.5194
REGION,GHACO2,2027.0,3.4908
REGION,GHACO2,2028.0,3.5167
REGION,GHACO2,2029.0,3.4738
REGION,GHACO2,2030.0,3.3699
REGION,GHACO2,2031.0,3.0963
REGION,GHACO2,2032.0,2.6056
REGION,GHACO2,2033.0,1.1673
REGION,GHACO2,2034.0,1.0968
REGION,GHACO2,2035.0,1.0624
REGION,GHACO2,2036.0,1.0667
REGION,GHACO2,2037.0,1.0937
REGION,GHACO2,2038.0,1.187
REGION,GHACO2,2039.0,1.4695
REGION,GHACO2,2040.0,1.6582
REGION,GHAREN,2015.0,0.0
REGION,GHAREN,2016.0,0.0
REGION,GHAREN,2017.0,0.0
REGION,GHAREN,2018.0,0.0
REGION,GHAREN,2019.0,0.0
REGION,GHAREN,2020.0,0.0
REGION,GHAREN,2021.0,-139.5609
REGION,GHAREN,2022.0,-123.9751
REGION,GHAREN,2023.0,-137.7738
REGION,GHAREN,2024.0,-116.9793
REGION,GHAREN,2025.0,-96.6655
REGION,GHAREN,2026.0,-115.29
REGION,GHAREN,2027.0,-191.543
REGION,GHAREN,2028.0,-226.1317
REGION,GHAREN,2029.0,-254.4951
REGION,GHAREN,2030.0,-250.8807
REGION,GHAREN,2031.0,-267.8411
REGION,GHAREN,2032.0,-318.0321
REGION,GHAREN,2033.0,-418.2967
REGION,GHAREN,2034.0,-422.4565
REGION,GHAREN,2035.0,-436.6796
REGION,GHAREN,2036.0,-470.1539
REGION,GHAREN,2037.0,-506.4328
REGION,GHAREN,2038.0,-559.1057
REGION,GHAREN,2039.0,-616.3605
REGION,GHAREN,2040.0,-678.5739
REGION,GINCO2,2015.0,0.4102
REGION,GINCO2,2016.0,0.7417
REGION,GINCO2,2017.0,0.2725
REGION,GINCO2,2018.0,0.9141
REGION,GINCO2,2019.0,0.9528
REGION,GINCO2,2020.0,1.1445
REGION,GINCO2,2021.0,0.2646
REGION,GINCO2,2022.0,0.8221
REGION,GINCO2,2023.0,0.2375
REGION,GINCO2,2024.0,0.2244
REGION,GINCO2,2025.0,0.2114
REGION,GINCO2,2026.0,0.1998
