r,t,f,y,ProductionByTechnologyAnnual
REGION,DZAHYDLSP00X,DZAEL1,2022.0,1.498
REGION,DZAHYDLSP00X,DZAEL1,2023.0,1.498
REGION,DZAHYDLSP00X,DZAEL1,2024.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2025.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2026.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2027.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2028.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2029.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2030.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2031.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2032.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2033.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2034.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2035.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2036.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2037.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2038.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2039.0,2.9959
REGION,DZAHYDLSP00X,DZAEL1,2040.0,2.9959
REGION,DZAHYDMGRID1,DZAEL3,2040.0,0.0
REGION,DZAHYDMSP00X,DZAEL1,2015.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2016.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2017.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2018.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2019.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2020.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2021.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2022.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2023.0,1.4306
REGION,DZAHYDMSP00X,DZAEL1,2024.0,1.7088
REGION,DZAHYDMSP00X,DZAEL1,2025.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2026.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2027.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2028.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2029.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2030.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2031.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2032.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2033.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2034.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2035.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2036.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2037.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2038.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2039.0,2.1795
REGION,DZAHYDMSP00X,DZAEL1,2040.0,2.1795
REGION,DZAHYDSSP00X,DZAEL1,2015.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2016.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2017.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2018.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2019.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2020.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2021.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2022.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2023.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2024.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2025.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2026.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2027.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2028.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2029.0,0.6037
REGION,DZAHYDSSP00X,DZAEL1,2030.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2031.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2032.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2033.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2034.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2035.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2036.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2037.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2038.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2039.0,0.7909
REGION,DZAHYDSSP00X,DZAEL1,2040.0,0.7909
REGION,DZALFODIP00X,DZALF3,2015.0,760.8014
REGION,DZALFODIP00X,DZALF3,2016.0,739.8909
REGION,DZALFODIP00X,DZALF3,2017.0,732.9558
REGION,DZALFODIP00X,DZALF3,2018.0,747.8866
REGION,DZALFODIP00X,DZALF3,2019.0,796.5179
REGION,DZALFODIP00X,DZALF3,2020.0,712.4174
REGION,DZALFODIP00X,DZALF3,2021.0,849.5534
REGION,DZALFODIP00X,DZALF3,2022.0,993.2908
REGION,DZALFODIP00X,DZALF3,2023.0,1136.7518
REGION,DZALFODIP00X,DZALF3,2024.0,1279.9525
REGION,DZALFODIP00X,DZALF3,2025.0,1422.9338
REGION,DZALFODIP00X,DZALF3,2026.0,1492.643
REGION,DZALFODIP00X,DZALF3,2027.0,1562.1652
REGION,DZALFODIP00X,DZALF3,2028.0,1631.4926
REGION,DZALFODIP00X,DZALF3,2029.0,1700.6457
REGION,DZALFODIP00X,DZALF3,2030.0,1769.6507
REGION,DZALFODIP00X,DZALF3,2031.0,1826.731
REGION,DZALFODIP00X,DZALF3,2032.0,1883.6991
REGION,DZALFODIP00X,DZALF3,2033.0,1940.5681
REGION,DZALFODIP00X,DZALF3,2034.0,1997.3661
REGION,DZALFODIP00X,DZALF3,2035.0,2054.1252
REGION,DZALFODIP00X,DZALF3,2036.0,2105.3976
REGION,DZALFODIP00X,DZALF3,2037.0,2156.6692
REGION,DZALFODIP00X,DZALF3,2038.0,2207.9461
REGION,DZALFODIP00X,DZALF3,2039.0,2259.239
REGION,DZALFODIP00X,DZALF3,2040.0,2310.5568
REGION,DZALFOEMP00X,DZALFE,2015.0,1064.8526
REGION,DZALFOEMP00X,DZALFE,2016.0,1038.1647
REGION,DZALFOEMP00X,DZALFE,2017.0,1007.7492
REGION,DZALFOEMP00X,DZALFE,2018.0,942.226
REGION,DZALFOEMP00X,DZALFE,2019.0,942.226
REGION,DZALFOEMP00X,DZALFE,2020.0,952.7924
REGION,DZALFOEMP00X,DZALFE,2021.0,918.6704
REGION,DZALFOEMP00X,DZALFE,2022.0,895.1147
REGION,DZALFOEMP00X,DZALFE,2023.0,871.5591
REGION,DZALFOEMP00X,DZALFE,2024.0,848.0034
REGION,DZALFOEMP00X,DZALFE,2025.0,824.4478
REGION,DZALFOEMP00X,DZALFE,2026.0,800.8921
REGION,DZALFOEMP00X,DZALFE,2027.0,777.3365
REGION,DZALFOEMP00X,DZALFE,2028.0,753.7808
REGION,DZALFOEMP00X,DZALFE,2029.0,730.2252
REGION,DZALFOEMP00X,DZALFE,2030.0,706.6695
REGION,DZALFOEMP00X,DZALFE,2031.0,689.0028
REGION,DZALFOEMP00X,DZALFE,2032.0,671.336
REGION,DZALFOEMP00X,DZALFE,2033.0,653.6693
REGION,DZALFOEMP00X,DZALFE,2034.0,636.0026
REGION,DZALFOEMP00X,DZALFE,2035.0,618.3358
REGION,DZALFOEMP00X,DZALFE,2036.0,600.6691
REGION,DZALFOEMP00X,DZALFE,2037.0,583.0024
REGION,DZALFOEMP00X,DZALFE,2038.0,565.3356
REGION,DZALFOEMP00X,DZALFE,2039.0,547.6689
REGION,DZALFOEMP00X,DZALFE,2040.0,530.0021
REGION,DZALFOIMP00X,DZALFO,2015.0,456.6195
REGION,DZALFOIMP00X,DZALFO,2016.0,407.651
REGION,DZALFOIMP00X,DZALFO,2017.0,374.0781
REGION,DZALFOIMP00X,DZALFO,2018.0,325.8666
REGION,DZALFOIMP00X,DZALFO,2019.0,377.0574
REGION,DZALFOIMP00X,DZALFO,2022.0,1959.1418
REGION,DZALFOIMP00X,DZALFO,2023.0,2086.2093
REGION,DZALFOIMP00X,DZALFO,2024.0,2213.0028
REGION,DZALFOIMP00X,DZALFO,2025.0,2337.8886
REGION,DZALFOIMP00X,DZALFO,2026.0,2385.6459
REGION,DZALFOIMP00X,DZALFO,2027.0,2433.2063
REGION,DZALFOIMP00X,DZALFO,2028.0,2480.5617
REGION,DZALFOIMP00X,DZALFO,2029.0,2529.4103
REGION,DZALFOIMP00X,DZALFO,2030.0,2578.103
REGION,DZALFOIMP00X,DZALFO,2031.0,2620.1919
REGION,DZALFOIMP00X,DZALFO,2032.0,2662.1626
REGION,DZALFOIMP00X,DZALFO,2033.0,2704.029
REGION,DZALFOIMP00X,DZALFO,2034.0,2745.8206
REGION,DZALFOIMP00X,DZALFO,2035.0,2787.5714
REGION,DZALFOIMP00X,DZALFO,2036.0,2823.5466
REGION,DZALFOIMP00X,DZALFO,2037.0,2859.5209
REGION,DZALFOIMP00X,DZALFO,2038.0,2895.501
REGION,DZALFOIMP00X,DZALFO,2039.0,2931.4977
REGION,DZALFOIMP00X,DZALFO,2040.0,2967.5208
REGION,DZALFOMGRID1,DZAEL3,2040.0,0.0
REGION,DZALFORCP00X,DZAEL3E,2017.0,0.712
REGION,DZALFORCP00X,DZAEL3E,2018.0,1.0731
REGION,DZALFORCP00X,DZAEL3E,2019.0,1.0731
REGION,DZALFORCP00X,DZAEL3E,2021.0,0.8186
REGION,DZALFORCP00X,DZAEL3E,2022.0,1.0731
REGION,DZALFORCP00X,DZAEL3E,2023.0,1.0731
REGION,DZALFORCP00X,DZAEL3E,2024.0,1.0731
REGION,DZALFORCP00X,DZAEL3E,2025.0,0.8048
REGION,DZALFORCP00X,DZAEL3E,2026.0,0.5365
REGION,DZALFORCP00X,DZAEL3E,2027.0,0.2683
REGION,DZALFORCP00X,DZAEL3E,2040.0,0.0
REGION,DZALFORCP01N,DZAEL1,2040.0,0.0
REGION,DZALFORCP01O,DZAEL1,2015.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2016.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2017.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2018.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2019.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2020.0,1.0537
REGION,DZALFORCP01O,DZAEL1,2021.0,1.001
REGION,DZALFORCP01O,DZAEL1,2022.0,0.9484
REGION,DZALFORCP01O,DZAEL1,2023.0,0.8957
REGION,DZALFORCP01O,DZAEL1,2024.0,0.843
REGION,DZALFORCP01O,DZAEL1,2025.0,0.7903
REGION,DZALFORCP01O,DZAEL1,2026.0,0.7376
REGION,DZALFORCP01O,DZAEL1,2027.0,0.6849
REGION,DZALFORCP01O,DZAEL1,2028.0,0.6322
REGION,DZALFORCP01O,DZAEL1,2029.0,0.5795
REGION,DZALFORCP01O,DZAEL1,2030.0,0.5269
REGION,DZALFORCP01O,DZAEL1,2031.0,0.4742
REGION,DZALFORCP01O,DZAEL1,2032.0,0.4215
REGION,DZALFORCP01O,DZAEL1,2033.0,0.3688
REGION,DZALFORCP01O,DZAEL1,2034.0,0.3161
REGION,DZALFORCP01O,DZAEL1,2035.0,0.2634
REGION,DZALFORCP01O,DZAEL1,2036.0,0.2107
REGION,DZALFORCP01O,DZAEL1,2037.0,0.1581
REGION,DZALFORCP01O,DZAEL1,2038.0,0.1054
REGION,DZALFORCP01O,DZAEL1,2039.0,0.0527
REGION,DZALFORCP01O,DZAEL1,2040.0,0.0
REGION,DZALFOSALON1,DZAEL3U,2040.0,0.0
REGION,DZALNGEXP00X,DZADLG,2015.0,1119.069
REGION,DZALNGEXP00X,DZADLG,2016.0,1119.069
REGION,DZALNGEXP00X,DZADLG,2017.0,1119.069
REGION,DZALNGEXP00X,DZADLG,2018.0,1119.069
REGION,DZALNGEXP00X,DZADLG,2019.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2020.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2021.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2022.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2023.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2024.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2025.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2026.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2027.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2028.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2029.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2030.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2031.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2032.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2033.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2034.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2035.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2036.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2037.0,1464.9048
REGION,DZALNGEXP00X,DZADLG,2038.0,757.4599
REGION,DZALNGEXP00X,DZADLG,2040.0,0.0
REGION,DZALNGIMP00X,DZAGAS,2040.0,5468.5573
REGION,DZANGACCC01N,DZAEL1,2040.0,0.0
REGION,DZANGACCP01N,DZAEL1,2018.0,96.046
REGION,DZANGACCP01N,DZAEL1,2019.0,157.8776
REGION,DZANGACCP01N,DZAEL1,2020.0,134.6991
REGION,DZANGACCP01N,DZAEL1,2021.0,256.1228
REGION,DZANGACCP01N,DZAEL1,2022.0,256.1228
REGION,DZANGACCP01N,DZAEL1,2023.0,269.4625
REGION,DZANGACCP01N,DZAEL1,2024.0,282.8022
REGION,DZANGACCP01N,DZAEL1,2025.0,296.142
REGION,DZANGACCP01N,DZAEL1,2026.0,309.4817
REGION,DZANGACCP01N,DZAEL1,2027.0,322.8214
REGION,DZANGACCP01N,DZAEL1,2028.0,336.1611
REGION,DZANGACCP01N,DZAEL1,2029.0,348.2396
REGION,DZANGACCP01N,DZAEL1,2030.0,348.2396
REGION,DZANGACCP01N,DZAEL1,2031.0,353.9021
REGION,DZANGACCP01N,DZAEL1,2032.0,367.7323
REGION,DZANGACCP01N,DZAEL1,2033.0,374.9084
REGION,DZANGACCP01N,DZAEL1,2034.0,379.4173
REGION,DZANGACCP01N,DZAEL1,2035.0,388.5152
REGION,DZANGACCP01N,DZAEL1,2036.0,394.5742
REGION,DZANGACCP01N,DZAEL1,2037.0,403.5435
REGION,DZANGACCP01N,DZAEL1,2038.0,409.7191
REGION,DZANGACCP01N,DZAEL1,2039.0,421.2965
REGION,DZANGACCP01N,DZAEL1,2040.0,427.2947
REGION,DZANGACCP01O,DZAEL1,2015.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2016.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2017.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2018.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2019.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2020.0,118.8246
REGION,DZANGACCP01O,DZAEL1,2021.0,26.1676
REGION,DZANGACCP01O,DZAEL1,2022.0,64.4546
REGION,DZANGACCP01O,DZAEL1,2023.0,86.7879
REGION,DZANGACCP01O,DZAEL1,2024.0,95.0597
REGION,DZANGACCP01O,DZAEL1,2025.0,89.1185
REGION,DZANGACCP01O,DZAEL1,2026.0,83.1772
REGION,DZANGACCP01O,DZAEL1,2027.0,77.236
REGION,DZANGACCP01O,DZAEL1,2028.0,71.2948
REGION,DZANGACCP01O,DZAEL1,2029.0,65.3535
REGION,DZANGACCP01O,DZAEL1,2030.0,19.2949
REGION,DZANGACCP01O,DZAEL1,2031.0,53.4711
REGION,DZANGACCP01O,DZAEL1,2032.0,47.5298
REGION,DZANGACCP01O,DZAEL1,2033.0,41.5886
REGION,DZANGACCP01O,DZAEL1,2034.0,35.6474
REGION,DZANGACCP01O,DZAEL1,2035.0,29.7062
REGION,DZANGACCP01O,DZAEL1,2036.0,23.7649
REGION,DZANGACCP01O,DZAEL1,2037.0,17.8237
REGION,DZANGACCP01O,DZAEL1,2038.0,11.8825
REGION,DZANGACCP01O,DZAEL1,2039.0,5.9412
REGION,DZANGACCP01O,DZAEL1,2040.0,0.0
REGION,DZANGADIP00X,DZAGA3,2015.0,616.8042
REGION,DZANGADIP00X,DZAGA3,2016.0,647.7768
REGION,DZANGADIP00X,DZAGA3,2017.0,658.8935
REGION,DZANGADIP00X,DZAGA3,2018.0,801.14
REGION,DZANGADIP00X,DZAGA3,2019.0,776.2533
REGION,DZANGADIP00X,DZAGA3,2020.0,762.8109
REGION,DZANGADIP00X,DZAGA3,2021.0,820.2645
REGION,DZANGADIP00X,DZAGA3,2022.0,930.7447
REGION,DZANGADIP00X,DZAGA3,2023.0,1039.0038
REGION,DZANGADIP00X,DZAGA3,2024.0,1145.1725
REGION,DZANGADIP00X,DZAGA3,2025.0,1249.5787
REGION,DZANGADIP00X,DZAGA3,2026.0,1315.2905
REGION,DZANGADIP00X,DZAGA3,2027.0,1379.5003
REGION,DZANGADIP00X,DZAGA3,2028.0,1442.1453
REGION,DZANGADIP00X,DZAGA3,2029.0,1503.3904
REGION,DZANGADIP00X,DZAGA3,2030.0,1563.4456
REGION,DZANGADIP00X,DZAGA3,2031.0,1618.5549
REGION,DZANGADIP00X,DZAGA3,2032.0,1672.7624
REGION,DZANGADIP00X,DZAGA3,2033.0,1726.1736
REGION,DZANGADIP00X,DZAGA3,2034.0,1779.0151
REGION,DZANGADIP00X,DZAGA3,2035.0,1831.5439
REGION,DZANGADIP00X,DZAGA3,2036.0,1882.1049
REGION,DZANGADIP00X,DZAGA3,2037.0,1932.6596
REGION,DZANGADIP00X,DZAGA3,2038.0,1983.2572
REGION,DZANGADIP00X,DZAGA3,2039.0,2033.9828
REGION,DZANGADIP00X,DZAGA3,2040.0,2084.9088
REGION,DZANGAGCP01N,DZAEL1,2016.0,1.2797
REGION,DZANGAGCP01N,DZAEL1,2017.0,1.2797
REGION,DZANGAGCP01N,DZAEL1,2026.0,1.7648
REGION,DZANGAGCP01N,DZAEL1,2027.0,1.7648
REGION,DZANGAGCP01N,DZAEL1,2028.0,1.7648
REGION,DZANGAGCP01N,DZAEL1,2029.0,1.7648
REGION,DZANGAGCP01N,DZAEL1,2038.0,0.6144
REGION,DZANGAGCP01N,DZAEL1,2039.0,0.6144
REGION,DZANGAGCP01N,DZAEL1,2040.0,0.3089
REGION,DZANGAGCP01O,DZAEL1,2015.0,131.9898
REGION,DZANGAGCP01O,DZAEL1,2016.0,113.6593
REGION,DZANGAGCP01O,DZAEL1,2017.0,141.4807
REGION,DZANGAGCP01O,DZAEL1,2018.0,61.9833
REGION,DZANGAGCP01O,DZAEL1,2019.0,61.9833
REGION,DZANGAGCP01O,DZAEL1,2020.0,61.9833
REGION,DZANGAGCP01O,DZAEL1,2021.0,58.8841
REGION,DZANGAGCP01O,DZAEL1,2022.0,55.785
REGION,DZANGAGCP01O,DZAEL1,2023.0,52.6858
REGION,DZANGAGCP01O,DZAEL1,2024.0,49.5866
REGION,DZANGAGCP01O,DZAEL1,2025.0,46.4875
REGION,DZANGAGCP01O,DZAEL1,2026.0,54.477
REGION,DZANGAGCP01O,DZAEL1,2027.0,50.1631
REGION,DZANGAGCP01O,DZAEL1,2028.0,41.6207
REGION,DZANGAGCP01O,DZAEL1,2029.0,34.0908
REGION,DZANGAGCP01O,DZAEL1,2030.0,30.9917
REGION,DZANGAGCP01O,DZAEL1,2031.0,27.8925
REGION,DZANGAGCP01O,DZAEL1,2032.0,24.7933
REGION,DZANGAGCP01O,DZAEL1,2033.0,21.6942
REGION,DZANGAGCP01O,DZAEL1,2034.0,18.595
REGION,DZANGAGCP01O,DZAEL1,2035.0,15.4958
REGION,DZANGAGCP01O,DZAEL1,2036.0,12.3967
REGION,DZANGAGCP01O,DZAEL1,2037.0,9.2975
REGION,DZANGAGCP01O,DZAEL1,2038.0,6.1983
REGION,DZANGAGCP01O,DZAEL1,2039.0,3.5967
REGION,DZANGAGCP01O,DZAEL1,2040.0,0.0
REGION,DZANGAPRP00X,DZAGAS,2015.0,5144.8169
REGION,DZANGAPRP00X,DZAGAS,2016.0,5130.9191
REGION,DZANGAPRP00X,DZAGAS,2017.0,5215.25
REGION,DZANGAPRP00X,DZAGAS,2018.0,5310.5217
REGION,DZANGAPRP00X,DZAGAS,2019.0,5799.1069
REGION,DZANGAPRP00X,DZAGAS,2020.0,5745.7016
REGION,DZANGAPRP00X,DZAGAS,2021.0,6991.7299
REGION,DZANGAPRP00X,DZAGAS,2022.0,7159.3037
REGION,DZANGAPRP00X,DZAGAS,2023.0,7320.0361
REGION,DZANGAPRP00X,DZAGAS,2024.0,7454.3603
REGION,DZANGAPRP00X,DZAGAS,2025.0,7562.3432
REGION,DZANGAPRP00X,DZAGAS,2026.0,7665.3094
REGION,DZANGAPRP00X,DZAGAS,2027.0,7729.7381
REGION,DZANGAPRP00X,DZAGAS,2028.0,7781.3998
REGION,DZANGAPRP00X,DZAGAS,2029.0,7832.1112
REGION,DZANGAPRP00X,DZAGAS,2030.0,7799.0669
REGION,DZANGAPRP00X,DZAGAS,2031.0,7913.5227
REGION,DZANGAPRP00X,DZAGAS,2032.0,7971.6821
REGION,DZANGAPRP00X,DZAGAS,2033.0,8017.7489
REGION,DZANGAPRP00X,DZAGAS,2034.0,8058.7182
REGION,DZANGAPRP00X,DZAGAS,2035.0,6970.6573
REGION,DZANGAPRP00X,DZAGAS,2036.0,7011.8905
REGION,DZANGAPRP00X,DZAGAS,2037.0,7057.9618
REGION,DZANGAPRP00X,DZAGAS,2038.0,6268.5829
REGION,DZANGAPRP00X,DZAGAS,2039.0,5429.2669
REGION,DZANGAPRP00X,DZAGAS,2040.0,0.0
REGION,DZASOLARP00X,DZASOL,2015.0,2.3162
REGION,DZASOLARP00X,DZASOL,2016.0,2.3162
REGION,DZASOLARP00X,DZASOL,2017.0,2.3162
REGION,DZASOLARP00X,DZASOL,2018.0,2.3162
REGION,DZASOLARP00X,DZASOL,2019.0,2.3162
REGION,DZASOLARP00X,DZASOL,2020.0,6.1021
REGION,DZASOLARP00X,DZASOL,2021.0,11.4308
REGION,DZASOLARP00X,DZASOL,2022.0,16.7594
REGION,DZASOLARP00X,DZASOL,2023.0,22.0881
REGION,DZASOLARP00X,DZASOL,2024.0,27.4168
REGION,DZASOLARP00X,DZASOL,2025.0,32.7454
REGION,DZASOLARP00X,DZASOL,2026.0,38.0741
REGION,DZASOLARP00X,DZASOL,2027.0,43.4027
REGION,DZASOLARP00X,DZASOL,2028.0,62.3199
REGION,DZASOLARP00X,DZASOL,2029.0,81.8021
REGION,DZASOLARP00X,DZASOL,2030.0,101.2844
REGION,DZASOLARP00X,DZASOL,2031.0,108.9442
REGION,DZASOLARP00X,DZASOL,2032.0,116.6041
REGION,DZASOLARP00X,DZASOL,2033.0,124.2639
REGION,DZASOLARP00X,DZASOL,2034.0,131.9237
REGION,DZASOLARP00X,DZASOL,2035.0,139.5836
REGION,DZASOLARP00X,DZASOL,2036.0,150.3289
REGION,DZASOLARP00X,DZASOL,2037.0,161.0743
REGION,DZASOLARP00X,DZASOL,2038.0,171.4656
REGION,DZASOLARP00X,DZASOL,2039.0,182.211
REGION,DZASOLARP00X,DZASOL,2040.0,188.6151
REGION,DZASOLCNP01X,DZAEL1,2028.0,5.674
REGION,DZASOLCNP01X,DZAEL1,2029.0,11.9131
REGION,DZASOLCNP01X,DZAEL1,2030.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2031.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2032.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2033.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2034.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2035.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2036.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2037.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2038.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2039.0,18.1523
REGION,DZASOLCNP01X,DZAEL1,2040.0,18.1523
REGION,DZASOLCSP01X,DZAEL1,2028.0,7.9145
REGION,DZASOLCSP01X,DZAEL1,2029.0,15.829
REGION,DZASOLCSP01X,DZAEL1,2030.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2031.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2032.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2033.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2034.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2035.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2036.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2037.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2038.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2039.0,23.7435
REGION,DZASOLCSP01X,DZAEL1,2040.0,23.7435
REGION,DZASOLMGRID1,DZAEL3,2040.0,0.0
REGION,DZASOLPRP00X,DZAEL3E,2020.0,1.5428
REGION,DZASOLPRP00X,DZAEL3E,2021.0,3.0855
REGION,DZASOLPRP00X,DZAEL3E,2022.0,4.6283
REGION,DZASOLPRP00X,DZAEL3E,2023.0,6.1711
REGION,DZASOLPRP00X,DZAEL3E,2024.0,7.7138
REGION,DZASOLPRP00X,DZAEL3E,2025.0,9.2566
REGION,DZASOLPRP00X,DZAEL3E,2026.0,10.7994
REGION,DZASOLPRP00X,DZAEL3E,2027.0,12.3421
REGION,DZASOLPRP00X,DZAEL3E,2028.0,13.8849
REGION,DZASOLPRP00X,DZAEL3E,2029.0,15.4277
REGION,DZASOLPRP00X,DZAEL3E,2030.0,16.9704
REGION,DZASOLPRP00X,DZAEL3E,2031.0,20.056
REGION,DZASOLPRP00X,DZAEL3E,2032.0,23.1415
REGION,DZASOLPRP00X,DZAEL3E,2033.0,26.227
REGION,DZASOLPRP00X,DZAEL3E,2034.0,29.3126
REGION,DZASOLPRP00X,DZAEL3E,2035.0,32.3981
REGION,DZASOLPRP00X,DZAEL3E,2036.0,35.4836
REGION,DZASOLPRP00X,DZAEL3E,2037.0,38.5692
REGION,DZASOLPRP00X,DZAEL3E,2038.0,41.6547
REGION,DZASOLPRP00X,DZAEL3E,2039.0,44.7402
REGION,DZASOLPRP00X,DZAEL3E,2040.0,46.283
REGION,DZASOLPRSAL1,DZAEL3U,2040.0,0.0
REGION,DZASOLPRSAL2,DZAEL3U,2040.0,0.0
REGION,DZASOLPRSAL3,DZAEL3U,2040.0,0.0
REGION,DZASOLPRSAL4,DZAEL3U,2040.0,0.0
REGION,DZASOLPRSAL5,DZAEL3U,2040.0,0.0
REGION,DZASOLPSP00X,DZAEL3E,2020.0,2.3312
REGION,DZASOLPSP00X,DZAEL3E,2021.0,4.6623
REGION,DZASOLPSP00X,DZAEL3E,2022.0,6.9935
REGION,DZASOLPSP00X,DZAEL3E,2023.0,9.3247
REGION,DZASOLPSP00X,DZAEL3E,2024.0,11.6558
REGION,DZASOLPSP00X,DZAEL3E,2025.0,13.987
REGION,DZASOLPSP00X,DZAEL3E,2026.0,16.3182
REGION,DZASOLPSP00X,DZAEL3E,2027.0,18.6493
REGION,DZASOLPSP00X,DZAEL3E,2028.0,20.9805
REGION,DZASOLPSP00X,DZAEL3E,2029.0,23.3117
