r,e,y,AnnualEmissions
REGION,BENREN,2028.0,-6.7335
REGION,BENREN,2029.0,-5.8417
REGION,BENREN,2030.0,-5.2576
REGION,BENREN,2031.0,-5.5388
REGION,BENREN,2032.0,-5.82
REGION,BENREN,2033.0,-6.1012
REGION,BENREN,2034.0,-6.3734
REGION,BENREN,2035.0,-6.4851
REGION,BENREN,2036.0,-6.6053
REGION,BENREN,2037.0,-8.8203
REGION,BENREN,2038.0,-9.1104
REGION,BENREN,2039.0,-9.4419
REGION,BENREN,2040.0,-9.6404
REGION,BFACO2,2015.0,0.2808
REGION,BFACO2,2016.0,0.2945
REGION,BFACO2,2017.0,0.2954
REGION,BFACO2,2018.0,0.3428
REGION,BFACO2,2019.0,0.369
REGION,BFACO2,2020.0,0.2922
REGION,BFACO2,2021.0,0.279
REGION,BFACO2,2022.0,0.2603
REGION,BFACO2,2023.0,0.246
REGION,BFACO2,2024.0,0.2318
REGION,BFACO2,2025.0,0.213
REGION,BFACO2,2026.0,0.2
REGION,BFACO2,2027.0,0.1825
REGION,BFACO2,2028.0,0.1684
REGION,BFACO2,2029.0,0.1544
REGION,BFACO2,2030.0,0.1403
REGION,BFACO2,2031.0,0.1263
REGION,BFACO2,2032.0,0.1123
REGION,BFACO2,2033.0,0.0982
REGION,BFACO2,2034.0,0.0842
REGION,BFACO2,2035.0,0.0701
REGION,BFACO2,2036.0,0.0561
REGION,BFACO2,2037.0,0.0421
REGION,BFACO2,2038.0,0.0281
REGION,BFACO2,2039.0,0.014
REGION,BFACO2,2040.0,0.0363
REGION,BFAREN,2015.0,0.0
REGION,BFAREN,2016.0,0.0
REGION,BFAREN,2017.0,0.0
REGION,BFAREN,2018.0,0.0
REGION,BFAREN,2019.0,0.0
REGION,BFAREN,2020.0,0.0
REGION,BFAREN,2021.0,-3.1322
REGION,BFAREN,2022.0,-3.4311
REGION,BFAREN,2023.0,-3.3183
REGION,BFAREN,2024.0,-2.9852
REGION,BFAREN,2025.0,-3.2161
REGION,BFAREN,2026.0,-3.394
REGION,BFAREN,2027.0,-4.1584
REGION,BFAREN,2028.0,-4.7236
REGION,BFAREN,2029.0,-5.1387
REGION,BFAREN,2030.0,-5.3786
REGION,BFAREN,2031.0,-5.6547
REGION,BFAREN,2032.0,-6.2561
REGION,BFAREN,2033.0,-6.5773
REGION,BFAREN,2034.0,-6.9003
REGION,BFAREN,2035.0,-7.2668
REGION,BFAREN,2036.0,-7.6359
REGION,BFAREN,2037.0,-8.0059
REGION,BFAREN,2038.0,-8.3771
REGION,BFAREN,2039.0,-8.7492
REGION,BFAREN,2040.0,-8.9818
REGION,BWACO2,2015.0,3.9987
REGION,BWACO2,2016.0,3.9963
REGION,BWACO2,2017.0,3.6783
REGION,BWACO2,2018.0,3.5123
REGION,BWACO2,2019.0,4.246
REGION,BWACO2,2020.0,4.4131
REGION,BWACO2,2021.0,4.4065
REGION,BWACO2,2022.0,2.0922
REGION,BWACO2,2023.0,1.3213
REGION,BWACO2,2024.0,1.9649
REGION,BWACO2,2025.0,2.3722
REGION,BWACO2,2026.0,3.545
REGION,BWACO2,2027.0,3.7288
REGION,BWACO2,2028.0,3.532
REGION,BWACO2,2029.0,3.6171
REGION,BWACO2,2030.0,3.6999
REGION,BWACO2,2031.0,3.9444
REGION,BWACO2,2032.0,4.0478
REGION,BWACO2,2033.0,4.8163
REGION,BWACO2,2034.0,4.962
REGION,BWACO2,2035.0,5.081
REGION,BWACO2,2036.0,5.1954
REGION,BWACO2,2037.0,6.0724
REGION,BWACO2,2038.0,7.0098
REGION,BWACO2,2039.0,7.7231
REGION,BWACO2,2040.0,7.5853
REGION,BWAREN,2015.0,0.0
REGION,BWAREN,2016.0,0.0
REGION,BWAREN,2017.0,0.0
REGION,BWAREN,2018.0,0.0
REGION,BWAREN,2019.0,0.0
REGION,BWAREN,2020.0,0.0
REGION,BWAREN,2021.0,-0.0
REGION,BWAREN,2022.0,0.0
REGION,BWAREN,2023.0,-0.0
REGION,BWAREN,2024.0,0.0
REGION,BWAREN,2025.0,-0.0
REGION,BWAREN,2026.0,-0.0
REGION,BWAREN,2027.0,-0.0
REGION,BWAREN,2028.0,0.0
REGION,BWAREN,2029.0,-0.0
REGION,BWAREN,2030.0,-0.0
REGION,BWAREN,2031.0,-0.0
REGION,BWAREN,2032.0,-0.0
REGION,BWAREN,2033.0,-0.0
REGION,BWAREN,2034.0,-0.0
REGION,BWAREN,2035.0,-0.0
REGION,BWAREN,2036.0,-0.0
REGION,BWAREN,2037.0,-0.0
REGION,BWAREN,2038.0,-0.0
REGION,BWAREN,2039.0,-0.0
REGION,BWAREN,2040.0,-1.1943
REGION,CAFCO2,2015.0,0.0987
REGION,CAFCO2,2016.0,0.0991
REGION,CAFCO2,2017.0,0.0796
REGION,CAFCO2,2018.0,0.0801
REGION,CAFCO2,2019.0,0.0849
REGION,CAFCO2,2020.0,0.0864
REGION,CAFCO2,2021.0,0.0487
REGION,CAFCO2,2022.0,0.0752
REGION,CAFCO2,2023.0,0.1443
REGION,CAFCO2,2024.0,0.1855
REGION,CAFCO2,2025.0,0.2336
REGION,CAFCO2,2026.0,0.2763
REGION,CAFCO2,2027.0,0.2916
REGION,CAFCO2,2028.0,0.3055
REGION,CAFCO2,2029.0,0.3194
REGION,CAFCO2,2030.0,0.3341
REGION,CAFCO2,2031.0,0.35
REGION,CAFCO2,2032.0,0.349
REGION,CAFCO2,2033.0,0.3477
REGION,CAFCO2,2034.0,0.3462
REGION,CAFCO2,2035.0,0.3443
REGION,CAFCO2,2036.0,0.3431
REGION,CAFCO2,2037.0,0.3429
REGION,CAFCO2,2038.0,0.343
REGION,CAFCO2,2039.0,0.3428
REGION,CAFCO2,2040.0,0.3426
REGION,CIVCO2,2015.0,2.3488
REGION,CIVCO2,2016.0,2.8626
REGION,CIVCO2,2017.0,4.0652
REGION,CIVCO2,2018.0,2.1729
REGION,CIVCO2,2019.0,2.2419
REGION,CIVCO2,2020.0,2.9947
REGION,CIVCO2,2021.0,3.8942
REGION,CIVCO2,2022.0,4.6054
REGION,CIVCO2,2023.0,4.5347
REGION,CIVCO2,2024.0,4.4659
REGION,CIVCO2,2025.0,4.398
REGION,CIVCO2,2026.0,6.128
REGION,CIVCO2,2027.0,6.0576
REGION,CIVCO2,2028.0,5.985
REGION,CIVCO2,2029.0,6.456
REGION,CIVCO2,2030.0,7.2547
REGION,CIVCO2,2031.0,8.7786
REGION,CIVCO2,2032.0,10.8202
REGION,CIVCO2,2033.0,12.6189
REGION,CIVCO2,2034.0,12.7535
REGION,CIVCO2,2035.0,14.1333
REGION,CIVCO2,2036.0,15.2535
REGION,CIVCO2,2037.0,16.5465
REGION,CIVCO2,2038.0,18.6501
REGION,CIVCO2,2039.0,21.8527
REGION,CIVCO2,2040.0,22.5203
REGION,CIVREN,2015.0,0.0
REGION,CIVREN,2016.0,0.0
REGION,CIVREN,2017.0,0.0
REGION,CIVREN,2018.0,0.0
REGION,CIVREN,2019.0,0.0
REGION,CIVREN,2020.0,0.0
REGION,CIVREN,2021.0,-12.5375
REGION,CIVREN,2022.0,-0.0
REGION,CIVREN,2023.0,-0.0
REGION,CIVREN,2024.0,-0.0
REGION,CIVREN,2025.0,-0.0
REGION,CIVREN,2026.0,-14.5281
REGION,CIVREN,2027.0,-5.1269
REGION,CIVREN,2028.0,-0.0
REGION,CIVREN,2029.0,-0.0
REGION,CIVREN,2030.0,-1.2989
REGION,CIVREN,2031.0,-0.0
REGION,CIVREN,2032.0,-0.0
REGION,CIVREN,2033.0,-0.0
REGION,CIVREN,2034.0,-13.3933
REGION,CIVREN,2035.0,-21.8994
REGION,CIVREN,2036.0,-35.1309
REGION,CIVREN,2037.0,-35.3959
REGION,CIVREN,2038.0,-32.5071
REGION,CIVREN,2039.0,-25.3517
REGION,CIVREN,2040.0,-27.9741
REGION,CMRCO2,2015.0,2.5503
REGION,CMRCO2,2016.0,2.4774
REGION,CMRCO2,2017.0,2.9277
REGION,CMRCO2,2018.0,2.7006
REGION,CMRCO2,2019.0,2.939
REGION,CMRCO2,2020.0,2.3449
REGION,CMRCO2,2021.0,2.3305
REGION,CMRCO2,2022.0,2.4529
REGION,CMRCO2,2023.0,2.5762
REGION,CMRCO2,2024.0,2.4407
REGION,CMRCO2,2025.0,2.5865
REGION,CMRCO2,2026.0,2.7505
REGION,CMRCO2,2027.0,2.8538
REGION,CMRCO2,2028.0,3.0046
REGION,CMRCO2,2029.0,3.1549
REGION,CMRCO2,2030.0,3.164
REGION,CMRCO2,2031.0,3.1892
REGION,CMRCO2,2032.0,3.2151
REGION,CMRCO2,2033.0,3.2565
REGION,CMRCO2,2034.0,3.4326
REGION,CMRCO2,2035.0,3.6087
REGION,CMRCO2,2036.0,3.8038
REGION,CMRCO2,2037.0,4.0162
REGION,CMRCO2,2038.0,4.0143
REGION,CMRCO2,2039.0,4.013
REGION,CMRCO2,2040.0,4.0084
REGION,CMRREN,2015.0,0.0
REGION,CMRREN,2016.0,0.0
REGION,CMRREN,2017.0,0.0
REGION,CMRREN,2018.0,0.0
REGION,CMRREN,2019.0,0.0
REGION,CMRREN,2020.0,0.0
REGION,CMRREN,2021.0,-854.0048
REGION,CMRREN,2022.0,-409.0241
REGION,CMRREN,2023.0,-259.705
REGION,CMRREN,2024.0,-184.2939
REGION,CMRREN,2025.0,-138.3966
REGION,CMRREN,2026.0,-107.0994
REGION,CMRREN,2027.0,-84.176
REGION,CMRREN,2028.0,-66.7059
REGION,CMRREN,2029.0,-52.7461
REGION,CMRREN,2030.0,-48.2401
REGION,CMRREN,2031.0,-45.0467
REGION,CMRREN,2032.0,-42.1345
REGION,CMRREN,2033.0,-38.8621
REGION,CMRREN,2034.0,-31.3346
REGION,CMRREN,2035.0,-24.5964
REGION,CMRREN,2036.0,-23.2754
REGION,CMRREN,2037.0,-21.7813
REGION,CMRREN,2038.0,-27.6428
REGION,CMRREN,2039.0,-33.5243
REGION,CMRREN,2040.0,-39.4484
REGION,CODCO2,2015.0,0.0511
REGION,CODCO2,2016.0,0.0511
REGION,CODCO2,2017.0,0.0511
REGION,CODCO2,2018.0,0.0573
REGION,CODCO2,2019.0,0.0534
REGION,CODCO2,2020.0,0.0523
REGION,CODCO2,2021.0,0.055
REGION,CODCO2,2022.0,0.0532
REGION,CODCO2,2023.0,0.0512
REGION,CODCO2,2024.0,0.0492
REGION,CODCO2,2025.0,0.0591
REGION,CODCO2,2026.0,0.3763
REGION,CODCO2,2027.0,2.3097
REGION,CODCO2,2028.0,5.3942
REGION,CODCO2,2029.0,6.3997
REGION,CODCO2,2030.0,6.8989
REGION,CODCO2,2031.0,6.8959
REGION,CODCO2,2032.0,8.4735
REGION,CODCO2,2033.0,11.103
REGION,CODCO2,2034.0,12.6005
REGION,CODCO2,2035.0,13.6618
REGION,CODCO2,2036.0,15.52
REGION,CODCO2,2037.0,17.1381
REGION,CODCO2,2038.0,17.671
REGION,CODCO2,2039.0,18.9941
REGION,CODCO2,2040.0,19.9072
REGION,COGCO2,2015.0,0.6459
REGION,COGCO2,2016.0,0.7413
REGION,COGCO2,2017.0,0.8029
REGION,COGCO2,2018.0,0.8177
REGION,COGCO2,2019.0,1.0457
REGION,COGCO2,2020.0,1.0947
REGION,COGCO2,2021.0,0.778
REGION,COGCO2,2022.0,0.7539
REGION,COGCO2,2023.0,0.734
REGION,COGCO2,2024.0,0.6928
REGION,COGCO2,2025.0,0.8045
REGION,COGCO2,2026.0,0.9036
REGION,COGCO2,2027.0,0.9883
REGION,COGCO2,2028.0,1.0375
REGION,COGCO2,2029.0,1.0456
REGION,COGCO2,2030.0,1.0302
REGION,COGCO2,2031.0,1.0889
REGION,COGCO2,2032.0,1.1261
REGION,COGCO2,2033.0,1.1305
REGION,COGCO2,2034.0,1.156
REGION,COGCO2,2035.0,1.1995
REGION,COGCO2,2036.0,1.2071
REGION,COGCO2,2037.0,1.1895
REGION,COGCO2,2038.0,1.1944
REGION,COGCO2,2039.0,1.2068
REGION,COGCO2,2040.0,1.1908
REGION,DJICO2,2015.0,0.1528
REGION,DJICO2,2016.0,0.1528
REGION,DJICO2,2017.0,0.155
REGION,DJICO2,2018.0,0.1551
REGION,DJICO2,2019.0,0.1552
REGION,DJICO2,2020.0,0.1552
REGION,DJICO2,2021.0,0.1534
REGION,DJICO2,2022.0,0.1458
REGION,DJICO2,2023.0,0.1381
REGION,DJICO2,2024.0,0.1305
REGION,DJICO2,2025.0,0.1228
REGION,DJICO2,2026.0,0.1152
REGION,DJICO2,2027.0,0.1053
REGION,DJICO2,2028.0,0.0975
REGION,DJICO2,2029.0,0.1406
REGION,DJICO2,2030.0,0.1284
REGION,DJICO2,2031.0,0.1161
REGION,DJICO2,2032.0,0.1039
REGION,DJICO2,2033.0,0.0916
REGION,DJICO2,2034.0,0.0793
REGION,DJICO2,2035.0,0.0671
REGION,DJICO2,2036.0,0.0461
REGION,DJICO2,2037.0,0.048
REGION,DJICO2,2038.0,0.0471
REGION,DJICO2,2039.0,0.0396
REGION,DJICO2,2040.0,0.0319
REGION,DZACO2,2015.0,35.0198
REGION,DZACO2,2016.0,32.2869
REGION,DZACO2,2017.0,36.8853
REGION,DZACO2,2018.0,33.4537
REGION,DZACO2,2019.0,37.9425
REGION,DZACO2,2020.0,35.4535
REGION,DZACO2,2021.0,37.9161
REGION,DZACO2,2022.0,41.2046
REGION,DZACO2,2023.0,44.187
REGION,DZACO2,2024.0,46.8455
REGION,DZACO2,2025.0,47.1538
REGION,DZACO2,2026.0,49.3302
REGION,DZACO2,2027.0,49.2283
REGION,DZACO2,2028.0,48.4418
REGION,DZACO2,2029.0,47.7476
REGION,DZACO2,2030.0,41.5973
REGION,DZACO2,2031.0,45.7069
REGION,DZACO2,2032.0,45.8792
REGION,DZACO2,2033.0,45.3972
REGION,DZACO2,2034.0,44.6528
REGION,DZACO2,2035.0,44.3598
REGION,DZACO2,2036.0,43.7679
REGION,DZACO2,2037.0,43.4622
REGION,DZACO2,2038.0,42.8506
REGION,DZACO2,2039.0,42.9459
REGION,DZACO2,2040.0,42.2842
REGION,DZAREN,2015.0,0.0
REGION,DZAREN,2016.0,0.0
REGION,DZAREN,2017.0,0.0
REGION,DZAREN,2018.0,0.0
REGION,DZAREN,2019.0,0.0
REGION,DZAREN,2020.0,0.0
REGION,DZAREN,2021.0,-199.3055
REGION,DZAREN,2022.0,-53.1845
REGION,DZAREN,2023.0,-0.0
REGION,DZAREN,2024.0,-0.0
REGION,DZAREN,2025.0,-0.0
REGION,DZAREN,2026.0,-0.0
REGION,DZAREN,2027.0,-0.0
REGION,DZAREN,2028.0,-68.1257
REGION,DZAREN,2029.0,-120.1558
REGION,DZAREN,2030.0,-0.0
REGION,DZAREN,2031.0,-0.0
REGION,DZAREN,2032.0,-36.1806
REGION,DZAREN,2033.0,-79.0152
REGION,DZAREN,2034.0,-124.5172
REGION,DZAREN,2035.0,-165.43
REGION,DZAREN,2036.0,-217.7241
REGION,DZAREN,2037.0,-267.1079
REGION,DZAREN,2038.0,-318.4033
REGION,DZAREN,2039.0,-364.3368
REGION,DZAREN,2040.0,-405.4125
REGION,EGYCO2,2015.0,69.7511
REGION,EGYCO2,2016.0,66.176
REGION,EGYCO2,2017.0,68.346
REGION,EGYCO2,2018.0,64.7414
REGION,EGYCO2,2019.0,70.6356
REGION,EGYCO2,2020.0,71.6661
REGION,EGYCO2,2021.0,67.8226
REGION,EGYCO2,2022.0,80.5431
REGION,EGYCO2,2023.0,88.7106
REGION,EGYCO2,2024.0,100.9874
REGION,EGYCO2,2025.0,120.3489
REGION,EGYCO2,2026.0,136.7653
REGION,EGYCO2,2027.0,141.0696
REGION,EGYCO2,2028.0,143.208
REGION,EGYCO2,2029.0,145.795
REGION,EGYCO2,2030.0,150.405
REGION,EGYCO2,2031.0,152.0706
REGION,EGYCO2,2032.0,156.082
REGION,EGYCO2,2033.0,159.6678
REGION,EGYCO2,2034.0,167.712
REGION,EGYCO2,2035.0,176.3675
REGION,EGYCO2,2036.0,187.588
REGION,EGYCO2,2037.0,196.7476
REGION,EGYCO2,2038.0,205.9323
REGION,EGYCO2,2039.0,214.0861
REGION,EGYCO2,2040.0,225.7942
REGION,EGYREN,2015.0,0.0
REGION,EGYREN,2016.0,0.0
REGION,EGYREN,2017.0,0.0
REGION,EGYREN,2018.0,0.0
REGION,EGYREN,2019.0,0.0
REGION,EGYREN,2020.0,0.0
REGION,EGYREN,2021.0,-0.0
REGION,EGYREN,2022.0,-0.0
REGION,EGYREN,2023.0,-0.0
REGION,EGYREN,2024.0,-49.452
REGION,EGYREN,2025.0,-105.852
REGION,EGYREN,2026.0,-190.0071
REGION,EGYREN,2027.0,-312.3767
REGION,EGYREN,2028.0,-447.432
REGION,EGYREN,2029.0,-612.2326
REGION,EGYREN,2030.0,-759.7244
REGION,EGYREN,2031.0,-940.4386
REGION,EGYREN,2032.0,-1074.1665
REGION,EGYREN,2033.0,-1195.1708
REGION,EGYREN,2034.0,-1292.3607
REGION,EGYREN,2035.0,-1386.2998
REGION,EGYREN,2036.0,-1468.7634
REGION,EGYREN,2037.0,-1613.6789
REGION,EGYREN,2038.0,-1758.4614
REGION,EGYREN,2039.0,-1899.1471
REGION,EGYREN,2040.0,-1912.2719
REGION,ERICO2,2015.0,0.2648
REGION,ERICO2,2016.0,0.2561
REGION,ERICO2,2017.0,0.2616
REGION,ERICO2,2018.0,0.3275
REGION,ERICO2,2019.0,0.3442
REGION,ERICO2,2020.0,0.3545
REGION,ERICO2,2021.0,0.3519
REGION,ERICO2,2022.0,0.3438
REGION,ERICO2,2023.0,0.3311
REGION,ERICO2,2024.0,0.1339
REGION,ERICO2,2025.0,0.1279
REGION,ERICO2,2026.0,0.1219
REGION,ERICO2,2027.0,0.1154
REGION,ERICO2,2028.0,0.1062
REGION,ERICO2,2029.0,0.1002
REGION,ERICO2,2030.0,0.0918
REGION,ERICO2,2031.0,0.0854
REGION,ERICO2,2032.0,0.0829
REGION,ERICO2,2033.0,0.0848
REGION,ERICO2,2034.0,0.0868
REGION,ERICO2,2035.0,0.0877
REGION,ERICO2,2036.0,0.0587
REGION,ERICO2,2037.0,0.0533
REGION,ERICO2,2038.0,0.0524
REGION,ERICO2,2039.0,0.0515
REGION,ERICO2,2040.0,0.0467
REGION,ERIREN,2015.0,0.0
REGION,ERIREN,2016.0,0.0
REGION,ERIREN,2017.0,0.0
REGION,ERIREN,2018.0,0.0
REGION,ERIREN,2019.0,0.0
REGION,ERIREN,2020.0,0.0
REGION,ERIREN,2021.0,0.0
REGION,ERIREN,2022.0,-0.0
REGION,ERIREN,2023.0,-0.0
REGION,ERIREN,2024.0,-0.5411
REGION,ERIREN,2025.0,-0.2494
REGION,ERIREN,2026.0,-0.0684
REGION,ERIREN,2027.0,0.0
REGION,ERIREN,2028.0,-0.0458
REGION,ERIREN,2029.0,0.0
REGION,ERIREN,2030.0,-0.0
REGION,ERIREN,2031.0,-0.0518
REGION,ERIREN,2032.0,-0.1118
REGION,ERIREN,2033.0,-0.1474
REGION,ERIREN,2034.0,-0.1826
REGION,ERIREN,2035.0,-0.24
REGION,ERIREN,2036.0,-0.4317
REGION,ERIREN,2037.0,-0.5188
REGION,ERIREN,2038.0,-0.5818
REGION,ERIREN,2039.0,-0.6449
REGION,ERIREN,2040.0,-0.7063
REGION,ETHCO2,2015.0,0.1471
REGION,ETHCO2,2016.0,0.1606
REGION,ETHCO2,2017.0,0.1395
REGION,ETHCO2,2018.0,0.1395
REGION,ETHCO2,2019.0,0.1458
REGION,ETHCO2,2020.0,0.1748
REGION,ETHCO2,2021.0,0.216
REGION,ETHCO2,2022.0,0.247
REGION,ETHCO2,2023.0,0.2478
REGION,ETHCO2,2024.0,0.2932
REGION,ETHCO2,2025.0,0.3425
REGION,ETHCO2,2026.0,0.3396
REGION,ETHCO2,2027.0,0.3358
REGION,ETHCO2,2028.0,0.332
REGION,ETHCO2,2029.0,0.3011
REGION,ETHCO2,2030.0,0.3251
REGION,ETHCO2,2031.0,0.3201
REGION,ETHCO2,2032.0,0.3154
REGION,ETHCO2,2033.0,0.3103
REGION,ETHCO2,2034.0,0.3028
REGION,ETHCO2,2035.0,0.2953
REGION,ETHCO2,2036.0,0.2889
REGION,ETHCO2,2037.0,0.2825
REGION,ETHCO2,2038.0,0.2761
REGION,ETHCO2,2039.0,0.2697
REGION,ETHCO2,2040.0,0.2629
REGION,GABCO2,2015.0,1.1878
REGION,GABCO2,2016.0,1.2799
REGION,GABCO2,2017.0,1.3719
REGION,GABCO2,2018.0,1.3565
REGION,GABCO2,2019.0,1.4026
REGION,GABCO2,2020.0,1.0268
REGION,GABCO2,2021.0,1.0782
REGION,GABCO2,2022.0,1.1792
REGION,GABCO2,2023.0,1.151
REGION,GABCO2,2024.0,1.1227
REGION,GABCO2,2025.0,1.0819
REGION,GABCO2,2026.0,1.0207
REGION,GABCO2,2027.0,0.9548
REGION,GABCO2,2028.0,0.8535
REGION,GABCO2,2029.0,0.8713
REGION,GABCO2,2030.0,0.8382
REGION,GABCO2,2031.0,0.8141
REGION,GABCO2,2032.0,0.7856
REGION,GABCO2,2033.0,0.7571
REGION,GABCO2,2034.0,0.7285
REGION,GABCO2,2035.0,0.7887
REGION,GABCO2,2036.0,0.858
REGION,GABCO2,2037.0,0.9303
REGION,GABCO2,2038.0,1.01
REGION,GABCO2,2039.0,1.1094
REGION,GABCO2,2040.0,1.1705
REGION,GHACO2,2015.0,3.34
REGION,GHACO2,2016.0,5.3565
REGION,GHACO2,2017.0,6.2403
REGION,GHACO2,2018.0,7.5328
REGION,GHACO2,2019.0,7.1731
REGION,GHACO2,2020.0,6.1434
REGION,GHACO2,2021.0,7.4177
REGION,GHACO2,2022.0,7.9009
REGION,GHACO2,2023.0,7.7508
REGION,GHACO2,2024.0,7.6051
REGION,GHACO2,2025.0,7.4596
REGION,GHACO2,2026.0,7.2722
REGION,GHACO2,2027.0,7.1188
REGION,GHACO2,2028.0,7.2676
REGION,GHACO2,2029.0,8.9872
REGION,GHACO2,2030.0,10.6779
REGION,GHACO2,2031.0,13.1118
REGION,GHACO2,2032.0,15.289
REGION,GHACO2,2033.0,17.969
REGION,GHACO2,2034.0,20.7054
REGION,GHACO2,2035.0,22.7788
REGION,GHACO2,2036.0,24.8109
REGION,GHACO2,2037.0,26.289
REGION,GHACO2,2038.0,28.6063
REGION,GHACO2,2039.0,30.0301
REGION,GHACO2,2040.0,34.4848
REGION,GHAREN,2015.0,0.0
REGION,GHAREN,2016.0,0.0
REGION,GHAREN,2017.0,0.0
REGION,GHAREN,2018.0,0.0
REGION,GHAREN,2019.0,0.0
REGION,GHAREN,2020.0,0.0
REGION,GHAREN,2021.0,-0.0
REGION,GHAREN,2022.0,-0.0
REGION,GHAREN,2023.0,-0.0
REGION,GHAREN,2024.0,-0.0
REGION,GHAREN,2025.0,-0.0
REGION,GHAREN,2026.0,-0.0
REGION,GHAREN,2027.0,-0.0
REGION,GHAREN,2028.0,0.0
REGION,GHAREN,2029.0,-0.0
REGION,GHAREN,2030.0,-3.4428
REGION,GHAREN,2031.0,-9.7845
REGION,GHAREN,2032.0,-17.0765
REGION,GHAREN,2033.0,-12.6055
REGION,GHAREN,2034.0,-6.1914
REGION,GHAREN,2035.0,-2.3326
REGION,GHAREN,2036.0,-0.0
REGION,GHAREN,2037.0,-0.0
REGION,GHAREN,2038.0,-0.0
REGION,GHAREN,2039.0,-0.0
REGION,GHAREN,2040.0,-0.0
REGION,GINCO2,2015.0,0.4102
REGION,GINCO2,2016.0,0.7417
REGION,GINCO2,2017.0,0.2725
REGION,GINCO2,2018.0,1.0434
REGION,GINCO2,2019.0,1.1392
REGION,GINCO2,2020.0,1.1445
REGION,GINCO2,2021.0,0.9485
REGION,GINCO2,2022.0,0.9242
REGION,GINCO2,2023.0,0.9009
REGION,GINCO2,2024.0,0.8785
REGION,GINCO2,2025.0,0.8568
REGION,GINCO2,2026.0,0.806
REGION,GINCO2,2027.0,0.7489
REGION,GINCO2,2028.0,0.6918
REGION,GINCO2,2029.0,0.6348
