r,t,y,AnnualFixedOperatingCost
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2040,0.0
REGION,AGOSOLCNP01X,2040,0.0
REGION,AGOSOLCSP01X,2040,0.0
REGION,AGOSOLMGRID1,2040,0.0
REGION,AGOSOLPRP00X,2015,0.41600000000000004
REGION,AGOSOLPRP00X,2016,0.41600000000000004
REGION,AGOSOLPRP00X,2017,0.41600000000000004
REGION,AGOSOLPRP00X,2018,0.41600000000000004
REGION,AGOSOLPRP00X,2019,0.41600000000000004
REGION,AGOSOLPRP00X,2020,0.39680000000000004
REGION,AGOSOLPRP00X,2021,0.37524
REGION,AGOSOLPRP00X,2022,0.35392
REGION,AGOSOLPRP00X,2023,0.33283999999999997
REGION,AGOSOLPRP00X,2024,0.312
REGION,AGOSOLPRP00X,2025,0.2914
REGION,AGOSOLPRP00X,2026,0.27104
REGION,AGOSOLPRP00X,2027,0.25092
REGION,AGOSOLPRP00X,2028,0.23104000000000002
REGION,AGOSOLPRP00X,2029,0.2114
REGION,AGOSOLPRP00X,2030,0.192
REGION,AGOSOLPRP00X,2031,16.307555231013353
REGION,AGOSOLPRP00X,2032,32.62770063105316
REGION,AGOSOLPRP00X,2033,49.143063224145095
REGION,AGOSOLPRP00X,2034,65.83615817179452
REGION,AGOSOLPRP00X,2035,73.94356344975016
REGION,AGOSOLPRP00X,2036,77.15379025221303
REGION,AGOSOLPRP00X,2037,80.38934465302307
REGION,AGOSOLPRP00X,2038,83.6483323295619
REGION,AGOSOLPRP00X,2039,86.92943447960367
REGION,AGOSOLPRP00X,2040,90.23167464282842
REGION,AGOSOLPRSAL1,2040,0.0
REGION,AGOSOLPRSAL2,2040,0.0
REGION,AGOSOLPRSAL3,2040,0.0
REGION,AGOSOLPRSAL4,2040,0.0
REGION,AGOSOLPRSAL5,2040,0.0
REGION,AGOSOLPSP00X,2040,0.0
REGION,AGOSOLPUP00X,2040,0.0
REGION,AGOURNIMP00X,2040,0.0
REGION,AGOURNPRP00X,2040,0.0
REGION,AGOURNPWP01N,2040,0.0
REGION,AGOURNPWP01O,2040,0.0
REGION,AGOWINMGRID1,2040,0.0
REGION,AGOWINOFP00X,2040,0.0
REGION,AGOWINONP00X,2040,0.0
REGION,AGOWINPRP00X,2040,0.0
REGION,BDIBACKSTOP,2040,0.0
REGION,BDIBIOCHC01N,2040,0.0
REGION,BDIBIOCHP01N,2040,0.0
REGION,BDIBIOCHP01O,2040,0.0
REGION,BDIBIODIP00X,2040,0.0
REGION,BDIBIOEMP00X,2040,0.0
REGION,BDIBIOIMP00X,2040,0.0
REGION,BDIBIOPRP00X,2040,0.0
REGION,BDICO1DIP00X,2040,0.0
REGION,BDICO1IMP00X,2040,0.0
REGION,BDICO1PRP00X,2040,0.0
REGION,BDICO1R1P00X,2040,0.0
REGION,BDICO1R2P00X,2040,0.0
REGION,BDICO1RCP00X,2040,0.0
REGION,BDICOADIP00X,2040,0.0
REGION,BDICOAIMP00X,2040,0.0
REGION,BDICOAPRP00X,2040,0.0
REGION,BDICOASCC01N,2040,0.0
REGION,BDICOASCP01N,2040,0.0
REGION,BDICOASCP01O,2040,0.0
REGION,BDIEL1TRP00X,2040,0.0
REGION,BDIEL2DIP00X,2040,0.0
REGION,BDIEL3DIP00X,2040,0.0
REGION,BDIEL4DIP00X,2040,0.0
REGION,BDIELRWABP00,2040,0.0
REGION,BDIGEOCVP01N,2040,0.0
REGION,BDIGEOCVP01O,2040,0.0
REGION,BDIHFODIP00X,2040,0.0
REGION,BDIHFOGCP01N,2025,0.0003658343540888884
REGION,BDIHFOGCP01N,2026,0.0003658343540888884
REGION,BDIHFOGCP01N,2027,0.0003658343540888884
REGION,BDIHFOGCP01N,2028,0.0003658343540888884
REGION,BDIHFOGCP01N,2029,0.0003658343540888884
REGION,BDIHFOGCP01N,2030,0.0003658343540888884
REGION,BDIHFOGCP01N,2031,0.0003658343540888884
REGION,BDIHFOGCP01N,2032,0.0003658343540888884
REGION,BDIHFOGCP01N,2033,0.0003658343540888884
REGION,BDIHFOGCP01N,2034,0.0003658343540888884
REGION,BDIHFOGCP01N,2035,0.0003658343540888884
REGION,BDIHFOGCP01N,2036,0.0003658343540888884
REGION,BDIHFOGCP01N,2037,0.0003658343540888884
REGION,BDIHFOGCP01N,2038,0.0003658343540888884
REGION,BDIHFOGCP01N,2039,0.0003658343540888884
REGION,BDIHFOGCP01N,2040,0.0003658343540888884
REGION,BDIHFOGCP01O,2040,0.0
REGION,BDIHFOIMP00X,2040,0.0
REGION,BDIHYDLSP00X,2022,2.45
REGION,BDIHYDLSP00X,2023,2.45
REGION,BDIHYDLSP00X,2024,2.45
REGION,BDIHYDLSP00X,2025,2.45
REGION,BDIHYDLSP00X,2026,2.45
REGION,BDIHYDLSP00X,2027,2.45
REGION,BDIHYDLSP00X,2028,2.45
REGION,BDIHYDLSP00X,2029,2.45
REGION,BDIHYDLSP00X,2030,2.45
REGION,BDIHYDLSP00X,2031,2.45
REGION,BDIHYDLSP00X,2032,2.45
REGION,BDIHYDLSP00X,2033,2.45
REGION,BDIHYDLSP00X,2034,2.45
REGION,BDIHYDLSP00X,2035,2.45
REGION,BDIHYDLSP00X,2036,2.45
REGION,BDIHYDLSP00X,2037,2.45
REGION,BDIHYDLSP00X,2038,2.45
REGION,BDIHYDLSP00X,2039,2.45
REGION,BDIHYDLSP00X,2040,2.45
REGION,BDIHYDMGRID1,2040,0.0
REGION,BDIHYDMSP00X,2015,0.8289
REGION,BDIHYDMSP00X,2016,0.8289
REGION,BDIHYDMSP00X,2017,0.8289
REGION,BDIHYDMSP00X,2018,0.8289
REGION,BDIHYDMSP00X,2019,0.8289
REGION,BDIHYDMSP00X,2020,0.8289
REGION,BDIHYDMSP00X,2021,0.8289
REGION,BDIHYDMSP00X,2022,0.8289
REGION,BDIHYDMSP00X,2023,0.8289
REGION,BDIHYDMSP00X,2024,0.8289
REGION,BDIHYDMSP00X,2025,0.8289
REGION,BDIHYDMSP00X,2026,0.8289
REGION,BDIHYDMSP00X,2027,0.8289
REGION,BDIHYDMSP00X,2028,0.8289
REGION,BDIHYDMSP00X,2029,0.8289
REGION,BDIHYDMSP00X,2030,0.8289
REGION,BDIHYDMSP00X,2031,0.8289
REGION,BDIHYDMSP00X,2032,0.8289
REGION,BDIHYDMSP00X,2033,0.8289
REGION,BDIHYDMSP00X,2034,0.8289
REGION,BDIHYDMSP00X,2035,0.8289
REGION,BDIHYDMSP00X,2036,0.8289
REGION,BDIHYDMSP00X,2037,0.8289
REGION,BDIHYDMSP00X,2038,0.8289
REGION,BDIHYDMSP00X,2039,0.8289
REGION,BDIHYDMSP00X,2040,0.8289
REGION,BDIHYDSSP00X,2015,2.17494
REGION,BDIHYDSSP00X,2016,2.79894
REGION,BDIHYDSSP00X,2017,3.5189399999999997
REGION,BDIHYDSSP00X,2018,3.5189399999999997
REGION,BDIHYDSSP00X,2019,3.5189399999999997
REGION,BDIHYDSSP00X,2020,3.5189399999999997
REGION,BDIHYDSSP00X,2021,3.5189399999999997
REGION,BDIHYDSSP00X,2022,3.5189399999999997
REGION,BDIHYDSSP00X,2023,3.5189399999999997
REGION,BDIHYDSSP00X,2024,3.5189399999999997
REGION,BDIHYDSSP00X,2025,3.5189399999999997
REGION,BDIHYDSSP00X,2026,3.5189399999999997
REGION,BDIHYDSSP00X,2027,3.5189399999999997
REGION,BDIHYDSSP00X,2028,3.5189399999999997
REGION,BDIHYDSSP00X,2029,3.5189399999999997
REGION,BDIHYDSSP00X,2030,3.5189399999999997
REGION,BDIHYDSSP00X,2031,3.5189399999999997
REGION,BDIHYDSSP00X,2032,3.5189399999999997
REGION,BDIHYDSSP00X,2033,3.5189399999999997
REGION,BDIHYDSSP00X,2034,3.5189399999999997
REGION,BDIHYDSSP00X,2035,3.5189399999999997
REGION,BDIHYDSSP00X,2036,3.5189399999999997
REGION,BDIHYDSSP00X,2037,3.5189399999999997
REGION,BDIHYDSSP00X,2038,3.5189399999999997
REGION,BDIHYDSSP00X,2039,3.5189399999999997
REGION,BDIHYDSSP00X,2040,3.5189399999999997
REGION,BDILFODIP00X,2040,0.0
REGION,BDILFOIMP00X,2040,0.0
REGION,BDILFOMGRID1,2040,0.0
REGION,BDILFORCP00X,2016,0.00018159218227077443
REGION,BDILFORCP00X,2017,0.018416381524480628
REGION,BDILFORCP00X,2018,0.026549860923414638
REGION,BDILFORCP00X,2019,0.026549860923414638
REGION,BDILFORCP00X,2020,0.026549860923414638
REGION,BDILFORCP00X,2021,0.026549860923414638
REGION,BDILFORCP00X,2022,0.026549860923414638
REGION,BDILFORCP00X,2023,0.026549860923414638
REGION,BDILFORCP00X,2024,0.026549860923414638
REGION,BDILFORCP00X,2025,0.026549860923414638
REGION,BDILFORCP00X,2026,0.026368268741143862
REGION,BDILFORCP00X,2027,0.008133479398934012
REGION,BDILFORCP00X,2040,0.0
REGION,BDILFORCP01N,2040,0.0
REGION,BDILFORCP01O,2015,0.21175
REGION,BDILFORCP01O,2016,0.21175
REGION,BDILFORCP01O,2017,0.21175
REGION,BDILFORCP01O,2018,0.21175
REGION,BDILFORCP01O,2019,0.21175
REGION,BDILFORCP01O,2020,0.21175
REGION,BDILFORCP01O,2021,0.2011625
REGION,BDILFORCP01O,2022,0.190575
REGION,BDILFORCP01O,2023,0.1799875
REGION,BDILFORCP01O,2024,0.1694
REGION,BDILFORCP01O,2025,0.1588125
REGION,BDILFORCP01O,2026,0.148225
REGION,BDILFORCP01O,2027,0.1376375
REGION,BDILFORCP01O,2028,0.12705
REGION,BDILFORCP01O,2029,0.1164625
REGION,BDILFORCP01O,2030,0.105875
REGION,BDILFORCP01O,2031,0.0952875
REGION,BDILFORCP01O,2032,0.0847
REGION,BDILFORCP01O,2033,0.0741125
REGION,BDILFORCP01O,2034,0.063525
REGION,BDILFORCP01O,2035,0.0529375
REGION,BDILFORCP01O,2036,0.04235
REGION,BDILFORCP01O,2037,0.0317625
REGION,BDILFORCP01O,2038,0.021175
REGION,BDILFORCP01O,2039,0.0105875
REGION,BDILFORCP01O,2040,0.0
REGION,BDILFOSALON1,2040,0.0
REGION,BDILNGEXP00X,2040,0.0
REGION,BDILNGIMP00X,2040,0.0
REGION,BDINGACCC01N,2040,0.0
REGION,BDINGACCP01N,2040,0.0
REGION,BDINGACCP01O,2040,0.0
REGION,BDINGADIP00X,2040,0.0
REGION,BDINGAGCP01N,2040,0.0
REGION,BDINGAGCP01O,2040,0.0
REGION,BDINGAPRP00X,2040,0.0
REGION,BDINGGCP01N,2040,0.0
REGION,BDINGGCP01O,2040,0.0
REGION,BDISOLARP00X,2040,0.0
REGION,BDISOLCNP01X,2040,0.0
REGION,BDISOLCSP01X,2040,0.0
REGION,BDISOLMGRID1,2040,0.0
REGION,BDISOLPRP00X,2015,0.096
REGION,BDISOLPRP00X,2016,0.128
REGION,BDISOLPRP00X,2017,0.16
REGION,BDISOLPRP00X,2018,0.16
REGION,BDISOLPRP00X,2019,0.16
REGION,BDISOLPRP00X,2020,0.1552
REGION,BDISOLPRP00X,2021,0.14946
REGION,BDISOLPRP00X,2022,0.14378000000000002
REGION,BDISOLPRP00X,2023,0.13816
REGION,BDISOLPRP00X,2024,0.1326
REGION,BDISOLPRP00X,2025,0.1271
REGION,BDISOLPRP00X,2026,0.12165999999999999
REGION,BDISOLPRP00X,2027,0.11628000000000001
REGION,BDISOLPRP00X,2028,0.11096
REGION,BDISOLPRP00X,2029,0.1057
REGION,BDISOLPRP00X,2030,0.45882624190506016
REGION,BDISOLPRP00X,2031,0.808546308256452
REGION,BDISOLPRP00X,2032,1.1552678550349804
REGION,BDISOLPRP00X,2033,1.4993141250862434
REGION,BDISOLPRP00X,2034,1.8410280786477693
REGION,BDISOLPRP00X,2035,2.24617219822607
REGION,BDISOLPRP00X,2036,2.681679486978873
REGION,BDISOLPRP00X,2037,3.112457752577369
REGION,BDISOLPRP00X,2038,3.538652013065812
REGION,BDISOLPRP00X,2039,3.9600724073511118
REGION,BDISOLPRP00X,2040,4.453006939533179
REGION,BDISOLPRSAL1,2040,0.0
REGION,BDISOLPRSAL2,2040,0.0
REGION,BDISOLPRSAL3,2040,0.0
REGION,BDISOLPRSAL4,2040,0.0
REGION,BDISOLPRSAL5,2040,0.0
REGION,BDISOLPSP00X,2040,0.0
REGION,BDISOLPUP00X,2038,0.48508108246484993
REGION,BDISOLPUP00X,2039,1.311004681480306
REGION,BDISOLPUP00X,2040,2.168128511779793
REGION,BDIURNIMP00X,2040,0.0
REGION,BDIURNPRP00X,2040,0.0
REGION,BDIURNPWP01N,2040,0.0
REGION,BDIURNPWP01O,2040,0.0
REGION,BDIWINMGRID1,2040,0.0
REGION,BDIWINOFP00X,2040,0.0
REGION,BDIWINONP00X,2040,0.0
REGION,BDIWINPRP00X,2040,0.0
REGION,BENBACKSTOP,2040,0.0
REGION,BENBIOCHC01N,2040,0.0
REGION,BENBIOCHP01N,2040,0.0
REGION,BENBIOCHP01O,2040,0.0
REGION,BENBIODIP00X,2040,0.0
REGION,BENBIOIMP00X,2040,0.0
REGION,BENBIOPRP00X,2040,0.0
REGION,BENCO1DIP00X,2040,0.0
REGION,BENCO1IMP00X,2040,0.0
REGION,BENCO1PRP00X,2040,0.0
REGION,BENCO1R1P00X,2040,0.0
REGION,BENCO1R2P00X,2040,0.0
REGION,BENCO1RCP00X,2040,0.0
REGION,BENCOADIP00X,2040,0.0
REGION,BENCOAIMP00X,2040,0.0
REGION,BENCOAPRP00X,2040,0.0
REGION,BENCOASCC01N,2040,0.0
REGION,BENCOASCP01N,2040,0.0
REGION,BENCOASCP01O,2040,0.0
REGION,BENEL1TRP00X,2040,0.0
REGION,BENEL2DIP00X,2040,0.0
REGION,BENEL3DIP00X,2040,0.0
REGION,BENEL4DIP00X,2040,0.0
REGION,BENELGHABP00,2040,0.0
REGION,BENELNERBP00,2040,0.0
REGION,BENGAS00IPIX,2040,0.0
REGION,BENGEOCVP01N,2040,0.0
REGION,BENGEOCVP01O,2040,0.0
REGION,BENHFODIP00X,2040,0.0
REGION,BENHFOEMP00X,2040,0.0
REGION,BENHFOGCP01N,2019,4.4
REGION,BENHFOGCP01N,2020,4.4
REGION,BENHFOGCP01N,2021,4.4
REGION,BENHFOGCP01N,2022,4.4
REGION,BENHFOGCP01N,2023,4.4
